species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Chamaesphecia anatolica,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",8.0,11.0,0.0,,,207057.0,,
Chamaesphecia annellata,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",11.0,19.0,1.0,,,82315.0,,
Chamaesphecia anthraciformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",6.0,9.0,0.0,,,207051.0,,
Chamaesphecia astatiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",4.0,12.0,0.0,,,213365.0,,
Chamaesphecia bibioniformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",20.0,33.0,2.0,,,81634.0,1079079.0,
Chamaesphecia chalciformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",18.0,21.0,1.0,,,82314.0,,
Chamaesphecia colpiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,LF,,,,,gap,,,
Chamaesphecia crassicornis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",10.0,12.0,0.0,,,207146.0,,
Chamaesphecia doleriformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",8.0,19.0,1.0,,,81633.0,,
Chamaesphecia dumonti,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",14.0,19.0,2.0,,,207134.0,,
Chamaesphecia efetovi,Arthropoda,Insecta,Lepidoptera,Sesiidae,LF,,,,,gap,,,
Chamaesphecia empiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",63.0,83.0,1.0,LF,,80933.0,,
Chamaesphecia euceraeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",16.0,18.0,1.0,,,82968.0,,
Chamaesphecia foeniformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,LF,,,,,gap,,,
Chamaesphecia gorbunovi,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",10.0,11.0,1.0,,,213373.0,,
Chamaesphecia guriensis,Arthropoda,Insecta,Lepidoptera,Sesiidae,LF,,,,,gap,,,
Chamaesphecia hungarica,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",15.0,19.0,0.0,,,207061.0,,
Chamaesphecia leucopsiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",10.0,15.0,0.0,,,213364.0,,
Chamaesphecia masariformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",24.0,27.0,1.0,LF,,79897.0,,
Chamaesphecia maurusia,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",13.0,14.0,2.0,LF,,207143.0,,
Chamaesphecia minoica,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",5.0,6.0,1.0,,,81991.0,,
Chamaesphecia minor,Arthropoda,Insecta,Lepidoptera,Sesiidae,"FE,LF",1.0,1.0,0.0,,,452239.0,,
Chamaesphecia mysiniformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",17.0,19.0,1.0,,,207144.0,,
Chamaesphecia nigrifrons,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",11.0,12.0,1.0,,,80934.0,,
Chamaesphecia osmiaeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",10.0,13.0,0.0,,,207041.0,,
Chamaesphecia oxybeliformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"FE,LF",,,,,gap,,,
Chamaesphecia palustris,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",6.0,10.0,1.0,,,213369.0,,
Chamaesphecia proximata,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",9.0,11.0,1.0,,,82969.0,,
Chamaesphecia ramburi,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",5.0,6.0,0.0,,,207145.0,,
Chamaesphecia schmidtiiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",9.0,11.0,0.0,,,207066.0,,
Chamaesphecia staudingeri,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",5.0,12.0,0.0,,,278268.0,,
Chamaesphecia tenthrediniformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",17.0,26.0,2.0,,,81630.0,,
Chamaesphecia thracica,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",11.0,24.0,1.0,,,213372.0,,
Dipchasphecia lanipes,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",2.0,3.0,0.0,,,452228.0,,
Eusphecia melanocephala,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",11.0,17.0,1.0,,,452199.0,,
Eusphecia pimplaeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",5.0,6.0,0.0,,,345521.0,,
Microsphecia brosiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",12.0,16.0,0.0,AH,,278228.0,,
Microsphecia tineiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",18.0,26.0,1.0,AH,,82966.0,,
Negotinthia efetovi,Arthropoda,Insecta,Lepidoptera,Sesiidae,LF,,,,,gap,,,
Negotinthia hoplisiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",16.0,18.0,1.0,AH,,207070.0,,
Negotinthia myrmosaeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",12.0,20.0,1.0,AH,,79891.0,,
Paranthrene diaphana,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",14.0,18.0,0.0,,,278240.0,,
Paranthrene insolitus,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",43.0,54.0,2.0,,,255609.0,1079068.0,
Paranthrene tabaniformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",85.0,105.0,7.0,,,80931.0,,
Pennisetia bohemica,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",7.0,10.0,0.0,,,207036.0,,
Pennisetia hylaeiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",32.0,49.0,1.0,,,82963.0,,
Pyropteron affinis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",25.0,34.0,3.0,,,516269.0,,
Pyropteron aistleitneri,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",5.0,5.0,1.0,,,254730.0,,
Pyropteron atlantis,Arthropoda,Insecta,Lepidoptera,Sesiidae,LF,1.0,1.0,1.0,,,278223.0,,
Pyropteron borreyi,Arthropoda,Insecta,Lepidoptera,Sesiidae,LF,6.0,14.0,2.0,,,278275.0,,
Pyropteron chrysidiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",41.0,46.0,7.0,,,288132.0,1077616.0,
Pyropteron cirgisa,Arthropoda,Insecta,Lepidoptera,Sesiidae,"FE,LF",4.0,4.0,1.0,,,1077631.0,,
Pyropteron doryliformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",6.0,6.0,1.0,,,1077624.0,,
Pyropteron hellenicum,Arthropoda,Insecta,Lepidoptera,Sesiidae,BOLD,2.0,4.0,2.0,,,1077619.0,,
Pyropteron hispanica,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",7.0,9.0,1.0,,,1077613.0,,
Pyropteron icteropus,Arthropoda,Insecta,Lepidoptera,Sesiidae,BOLD,2.0,2.0,2.0,,,1077622.0,,
Pyropteron kautzi,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",3.0,5.0,1.0,,,278250.0,,
Pyropteron koschwitzi,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",18.0,21.0,1.0,,,254732.0,,
Pyropteron leucomelaena,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",25.0,31.0,4.0,,,254733.0,1077614.0,
Pyropteron mannii,Arthropoda,Insecta,Lepidoptera,Sesiidae,"FE,LF",2.0,5.0,1.0,,,306878.0,,
Pyropteron meriaeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",27.0,34.0,1.0,,,1077629.0,,
Pyropteron minianiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",25.0,30.0,6.0,,,1077625.0,1077626.0,1077627.0
Pyropteron muscaeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",8.0,20.0,1.0,,,546162.0,,
Pyropteron sicula,Arthropoda,Insecta,Lepidoptera,Sesiidae,LF,,,,,gap,,,
Pyropteron triannuliformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",18.0,27.0,9.0,,,517532.0,,
Pyropteron umbrifera,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",5.0,7.0,3.0,,,1077620.0,,
Sazonia fenusaeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"FE,LF",5.0,8.0,0.0,FD,,207074.0,,
Sesia apiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",47.0,53.0,3.0,,,207081.0,,
Sesia bembeciformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",19.0,19.0,1.0,,,197825.0,,
Synanthedon andrenaeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",31.0,38.0,3.0,,,207038.0,,
Synanthedon aurivillii,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,LF",20.0,22.0,2.0,,,944383.0,,
Synanthedon cephiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",11.0,20.0,1.0,,,207094.0,,
Synanthedon codeti,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",6.0,13.0,0.0,,,207044.0,,
Synanthedon conopiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",19.0,33.0,0.0,,,174731.0,,
Synanthedon cruciati,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",2.0,4.0,1.0,,,302914.0,,
Synanthedon cruentata,Arthropoda,Insecta,Lepidoptera,Sesiidae,LF,,,,,gap,,,
Synanthedon culiciformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",20.0,32.0,2.0,,,207062.0,,
Synanthedon flaviventris,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",20.0,27.0,1.0,,,207037.0,,
Synanthedon formicaeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",63.0,81.0,3.0,,,83548.0,,
Synanthedon gaderensis,Arthropoda,Insecta,Lepidoptera,Sesiidae,LF,,,,,gap,,,
Synanthedon geranii,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",5.0,7.0,0.0,,,207091.0,,
Synanthedon loranthi,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",16.0,22.0,1.0,,,207093.0,,
Synanthedon martjanovi,Arthropoda,Insecta,Lepidoptera,Sesiidae,"FE,LF",2.0,2.0,0.0,,,213389.0,,
Synanthedon melliniformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",6.0,7.0,0.0,,,207067.0,,
Synanthedon mesiaeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",13.0,14.0,1.0,,,207084.0,,
Synanthedon myopaeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",67.0,82.0,1.0,,,50618.0,,
Synanthedon polaris,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",21.0,30.0,1.0,,,207087.0,,
Synanthedon scoliaeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",22.0,28.0,1.0,,,207049.0,,
Synanthedon serica,Arthropoda,Insecta,Lepidoptera,Sesiidae,"FE,LF",0.0,2.0,0.0,,gap,385380.0,,
Synanthedon soffneri,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",19.0,27.0,2.0,,,79892.0,,
Synanthedon spheciformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",27.0,31.0,1.0,,,81631.0,,
Synanthedon spuleri,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",26.0,38.0,1.0,,,207092.0,,
Synanthedon stomoxiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",29.0,38.0,4.0,,,82313.0,,
Synanthedon theryi,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF",15.0,18.0,0.0,,,207088.0,,
Synanthedon tipuliformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",71.0,85.0,2.0,,,81632.0,,
Synanthedon typhiaeformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,LF",7.0,11.0,0.0,,,1079070.0,,
Synanthedon uralensis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"FE,LF",4.0,4.0,0.0,,,452215.0,,
Synanthedon vespiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"BOLD,FE,LF,iNat",39.0,53.0,2.0,,,207048.0,,
Tinthia cingulata,Arthropoda,Insecta,Lepidoptera,Sesiidae,LF,,,,,gap,,,
Weismanniola agdistiformis,Arthropoda,Insecta,Lepidoptera,Sesiidae,"FE,LF",3.0,3.0,0.0,,,213376.0,,
