species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Acantholipes regularis,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",2.0,4.0,1.0,,,503985.0,
Albarracina warionis,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",15.0,18.0,2.0,,,510777.0,
Amata caspia,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",1.0,1.0,0.0,,,1079731.0,
Amata marjana,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",2.0,8.0,2.0,FD,,894276.0,288118.0
Amata nigricornis,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",1.0,1.0,0.0,,,1079732.0,
Amata phegea,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",17.0,22.0,2.0,,,258065.0,
Amata ragazzii,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",1.0,8.0,1.0,,,288117.0,
Amata transcaspica,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",,,,,gap,,
Anomis erosa,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",57.0,58.0,1.0,,,149955.0,
Anomis flava,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",112.0,126.0,1.0,,,92702.0,
Anumeta atrosignata,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",3.0,3.0,1.0,,,154916.0,
Anumeta cestis,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",2.0,2.0,2.0,,,154913.0,
Anumeta fractistrigata,Arthropoda,Insecta,Lepidoptera,Erebidae,LF,2.0,2.0,1.0,,,154915.0,
Anumeta henkei,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",,,,,gap,,
Anumeta hilgerti,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",1.0,1.0,0.0,,,316842.0,
Anumeta spilota,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",1.0,1.0,0.0,,,316827.0,
Apaidia barbarica,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE",4.0,4.0,1.0,,,971169.0,
Apaidia mesogona,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",12.0,14.0,1.0,,,510770.0,
Apaidia rufeola,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",6.0,8.0,1.0,,,992719.0,
Apantesis quenseli,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",44.0,50.0,5.0,FD,,776586.0,51487.0
Apopestes noe,Arthropoda,Insecta,Lepidoptera,Erebidae,LF,,,,,gap,,
Apopestes spectrum,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",6.0,8.0,2.0,,,282243.0,
Apopests spectrum,Arthropoda,Insecta,Lepidoptera,Erebidae,BOLD,1.0,1.0,1.0,,,154920.0,
Araeopteron ecphaea,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",13.0,13.0,2.0,,,645968.0,
Arctia alpina,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",15.0,15.0,2.0,FD,,784546.0,47794.0
Arctia angelica,Arthropoda,Insecta,Lepidoptera,Erebidae,LF,,,,,gap,,
Arctia aulica,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",11.0,16.0,2.0,FD,,768546.0,110625.0
Arctia caja,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",78.0,109.0,1.0,,,22952.0,
Arctia dejeanii,Arthropoda,Insecta,Lepidoptera,Erebidae,LF,,,,,gap,,
Arctia fasciata,Arthropoda,Insecta,Lepidoptera,Erebidae,BOLD,2.0,2.0,1.0,,,110630.0,
Arctia festiva,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",7.0,10.0,2.0,,,288116.0,
Arctia flavia,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",14.0,15.0,1.0,,,369840.0,
Arctia konewkaii,Arthropoda,Insecta,Lepidoptera,Erebidae,LF,,,,,gap,,
Arctia lapponica,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,LF",3.0,4.0,1.0,,,743713.0,
Arctia matronula,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",15.0,17.0,2.0,FD,,768545.0,269019.0
Arctia menetriesii,Arthropoda,Insecta,Lepidoptera,Erebidae,LF,2.0,2.0,1.0,,,791599.0,
Arctia ornata,Arthropoda,Insecta,Lepidoptera,Erebidae,LF,,,,,gap,,
Arctia plantaginis,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",647.0,650.0,2.0,FD,,776680.0,51477.0
Arctia subnebulosa,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",1.0,1.0,1.0,,,792941.0,
Arctia testudinaria,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",7.0,11.0,2.0,FD,,792931.0,459657.0
Arctia tigrina,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",5.0,5.0,1.0,FD,,369837.0,
Arctia villica,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",56.0,65.0,3.0,,,189119.0,
Arctornis l-nigrum,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",39.0,43.0,1.0,,,162455.0,
Artimelia latreillii,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",3.0,3.0,1.0,FD,,591685.0,
Arytrura musculus,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",1.0,2.0,0.0,,,1079733.0,
Ascalapha odorata,Arthropoda,Insecta,Lepidoptera,Erebidae,LF,180.0,185.0,1.0,,,90039.0,
Atolmis rubricollis,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",40.0,44.0,1.0,,,86465.0,
Autophila anaphanes,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",,,,,gap,,
Autophila asiatica,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",,,,,gap,,
Autophila banghaasi,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",3.0,3.0,0.0,,,749434.0,
Autophila cataphanes,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",7.0,9.0,1.0,,,316828.0,
Autophila chamaephanes,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",1.0,2.0,1.0,,,523452.0,
Autophila dilucida,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",12.0,14.0,1.0,,,282240.0,
Autophila hirsuta,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",1.0,1.0,1.0,,,468571.0,
Autophila libanotica,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",,,,,gap,,
Autophila ligaminosa,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",7.0,7.0,0.0,,,296448.0,
Autophila limbata,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",5.0,5.0,1.0,,,282241.0,
Autophila luxuriosa,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",,,,,gap,,
Autophila maura,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",4.0,4.0,0.0,,,296496.0,
Autophila rosea,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",4.0,4.0,0.0,,,296482.0,
Bastilla algira,Arthropoda,Insecta,Lepidoptera,Erebidae,BOLD,3.0,5.0,1.0,,,373236.0,
Bastilla torrida,Arthropoda,Insecta,Lepidoptera,Erebidae,BOLD,4.0,6.0,0.0,,,373238.0,
Borearctia menetriesi,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE",2.0,2.0,1.0,,,286106.0,
Callimorpha dominula,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",32.0,37.0,2.0,,,51484.0,
Calliteara abietis,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",19.0,20.0,1.0,,,258133.0,
Calliteara fortunata,Arthropoda,Insecta,Lepidoptera,Erebidae,LF,,,,,gap,,
Calliteara pudibunda,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",70.0,78.0,2.0,,,197753.0,
Calymma communimacula,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",1.0,2.0,0.0,,,760472.0,
Calyptra thalictri,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",104.0,107.0,2.0,,,127087.0,
Canararctia rufescens,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",2.0,4.0,1.0,,,591687.0,
Casama innotata,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",25.0,31.0,1.0,,,396781.0,
Catephia alchymista,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",26.0,28.0,1.0,,,196751.0,
Catocala adultera,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",11.0,12.0,1.0,,,56190.0,
Catocala brandti,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",8.0,8.0,0.0,,,210068.0,
Catocala coniuncta,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",16.0,19.0,1.0,,,979043.0,86945.0
Catocala conversa,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",24.0,33.0,1.0,,,89845.0,
Catocala deducta,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",10.0,11.0,1.0,,,154921.0,
Catocala detrita,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",4.0,5.0,0.0,,,269494.0,
Catocala dilecta,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",12.0,12.0,1.0,,,86940.0,
Catocala disjuncta,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",8.0,9.0,0.0,,,89859.0,
Catocala diversa,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",8.0,11.0,1.0,,,89849.0,
Catocala electa,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",22.0,27.0,1.0,,,86939.0,
Catocala elocata,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",23.0,30.0,1.0,,,89852.0,
Catocala eutychea,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",17.0,21.0,1.0,,,89853.0,
Catocala fraxini,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",45.0,47.0,2.0,,,126603.0,
Catocala fulminea,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",94.0,101.0,4.0,,,126607.0,
Catocala hymenaea,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",6.0,10.0,1.0,,,89855.0,
Catocala lupina,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",7.0,10.0,1.0,,,89863.0,
Catocala mariana,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",6.0,10.0,1.0,,,154923.0,
Catocala neonympha,Arthropoda,Insecta,Lepidoptera,Erebidae,"FE,LF",5.0,7.0,1.0,,,89864.0,
Catocala nupta,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",60.0,69.0,2.0,,,86943.0,
Catocala nymphaea,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",26.0,31.0,2.0,,,89865.0,
Catocala nymphagoga,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",83.0,86.0,2.0,,,86942.0,
Catocala nymphogaga,Arthropoda,Insecta,Lepidoptera,Erebidae,BOLD,2.0,2.0,0.0,,,354649.0,
Catocala obertheuri,Arthropoda,Insecta,Lepidoptera,Erebidae,BOLD,2.0,2.0,0.0,,,559214.0,
Catocala oberthueri,Arthropoda,Insecta,Lepidoptera,Erebidae,BOLD,2.0,2.0,0.0,,,996707.0,
Catocala oberthuri,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",2.0,3.0,0.0,,,89871.0,
Catocala optata,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",11.0,18.0,1.0,,,89866.0,
Catocala pacta,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",11.0,13.0,1.0,,,89867.0,
Catocala promissa,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",23.0,26.0,2.0,,,86944.0,
Catocala puerpera,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",24.0,35.0,1.0,LF,,89869.0,210063.0
Catocala separata,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF",7.0,7.0,1.0,,,154922.0,
Catocala sponsa,Arthropoda,Insecta,Lepidoptera,Erebidae,"BOLD,FE,LF,iNat",26.0,28.0,1.0,,,86946.0,
