species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Acanthobrahmaea europaea,Arthropoda,Insecta,Lepidoptera,Brahmaeidae,BOLD,8.0,9.0,1.0,,,744087.0,
Brahmaea europaea,Arthropoda,Insecta,Lepidoptera,Brahmaeidae,"FE,LF",,,,,gap,,
Lemonia balcanica,Arthropoda,Insecta,Lepidoptera,Brahmaeidae,"BOLD,FE,LF",32.0,40.0,1.0,,,274706.0,
Lemonia ballioni,Arthropoda,Insecta,Lepidoptera,Brahmaeidae,"BOLD,FE,LF",7.0,8.0,1.0,,,274709.0,
Lemonia batavorum,Arthropoda,Insecta,Lepidoptera,Brahmaeidae,BOLD,3.0,3.0,1.0,,,1137767.0,
Lemonia dumi,Arthropoda,Insecta,Lepidoptera,Brahmaeidae,"BOLD,FE,LF,iNat",16.0,26.0,1.0,,,86623.0,
Lemonia friedeli,Arthropoda,Insecta,Lepidoptera,Brahmaeidae,BOLD,5.0,9.0,0.0,,,450430.0,
Lemonia philopalus,Arthropoda,Insecta,Lepidoptera,Brahmaeidae,"BOLD,FE,LF",31.0,38.0,2.0,BEL,,467663.0,274702.0
Lemonia strigata,Arthropoda,Insecta,Lepidoptera,Brahmaeidae,"BOLD,LF",4.0,4.0,1.0,,,340702.0,
Lemonia taraxaci,Arthropoda,Insecta,Lepidoptera,Brahmaeidae,"BOLD,FE,LF",14.0,17.0,2.0,,,213413.0,
