species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Colias tyche,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",75,90,6,,,56199,17546.0,
Colotis evagore,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",100,108,4,,,55171,,
Euchloe ausonia,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",102,136,4,,,70557,,
Euchloe bazae,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",13,18,1,,,166557,,
Euchloe belemia,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",57,69,1,,,201565,,
Euchloe charlonia,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",40,44,1,,,166553,,
Euchloe crameri,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",61,73,1,,,201563,,
Euchloe eversi,Arthropoda,Insecta,Lepidoptera,Pieridae,"FE,LF",2,2,1,,,1155597,,
Euchloe grancanariensis,Arthropoda,Insecta,Lepidoptera,Pieridae,"FE,LF",3,3,1,,,1155598,,
Euchloe hesperidum,Arthropoda,Insecta,Lepidoptera,Pieridae,"FE,LF",1,1,1,,,1155599,,
Euchloe insularis,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",12,14,1,,,201569,,
Euchloe penia,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",8,13,1,,,166555,,
Euchloe simplonia,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",13,19,1,,,201566,,
Gonepteryx cleobule,Arthropoda,Insecta,Lepidoptera,Pieridae,"FE,LF",13,16,5,LF,,107084,174658.0,107083.0
Gonepteryx cleopatra,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",149,159,2,,,107082,,
Gonepteryx farinosa,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",20,20,1,,,94949,,
Gonepteryx maderensis,Arthropoda,Insecta,Lepidoptera,Pieridae,"FE,LF",1,1,0,,,107081,,
Gonepteryx rhamni,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF,iNat",215,227,6,,,73918,,
Iberochloe tagis,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",95,104,1,FD,,166554,,
Leptidea duponcheli,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",26,32,1,,,127005,,
Leptidea juvernica,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,LF",334,361,1,,,393195,,
Leptidea morsei,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",54,60,3,,,73924,,
Leptidea reali,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",173,174,2,,,127006,,
Leptidea sinapis,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF,iNat",870,910,5,,,70546,141423.0,
Pieris balcana,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",2,2,1,,,465974,,
Pieris brassicae,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF,iNat",384,403,2,,,81845,,
Pieris bryoniae,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF,iNat",82,103,2,,,100004,,
Pieris cheiranthi,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",10,10,1,,,152693,,
Pieris ergane,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",40,41,2,,,94950,,
Pieris krueperi,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",30,31,2,,,158503,,
Pieris mannii,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF,iNat",144,152,2,,,149033,,
Pieris napi,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF,iNat",361,401,3,,,32781,,
Pieris rapae,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF,iNat",1642,1884,3,,,21425,,
Pieris wollastoni,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",0,2,0,,gap,985951,,
Pontia callidice,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF,iNat",47,50,4,,,70640,,
Pontia chloridice,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",16,17,1,,,70700,,
Pontia daplidice,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",226,285,2,,,104430,,
Pontia edusa,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF,iNat",187,202,2,,,70654,,
Zegris eupheme,Arthropoda,Insecta,Lepidoptera,Pieridae,"BOLD,FE,LF",58,66,4,LF,,70507,1144665.0,
Zegris pyrothoe,Arthropoda,Insecta,Lepidoptera,Pieridae,"FE,LF",10,13,1,,,158243,,
