species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Ceuthomadarus tenebrionellus,Arthropoda,Insecta,Lepidoptera,Lecithoceridae,LF,1.0,1.0,1.0,,,523261.0
Ceuthomadarus viduellus,Arthropoda,Insecta,Lepidoptera,Lecithoceridae,"FE,LF",,,,,gap,
Eurodachtha canigella,Arthropoda,Insecta,Lepidoptera,Lecithoceridae,"BOLD,FE,LF",3.0,3.0,1.0,,,362495.0
Eurodachtha flavissimella,Arthropoda,Insecta,Lepidoptera,Lecithoceridae,"FE,LF",1.0,1.0,1.0,,,523263.0
Eurodachtha pallicornella,Arthropoda,Insecta,Lepidoptera,Lecithoceridae,"BOLD,FE,LF",5.0,5.0,1.0,,,362517.0
Eurodachtha siculella,Arthropoda,Insecta,Lepidoptera,Lecithoceridae,"BOLD,FE,LF",1.0,2.0,0.0,,,1138330.0
Homaloxestis briantiella,Arthropoda,Insecta,Lepidoptera,Lecithoceridae,"BOLD,FE,LF",13.0,13.0,1.0,,,352298.0
Homaloxestis hades,Arthropoda,Insecta,Lepidoptera,Lecithoceridae,LF,,,,,gap,
Lecithocera anatolica,Arthropoda,Insecta,Lepidoptera,Lecithoceridae,"FE,LF",,,,,gap,
Lecithocera nigrana,Arthropoda,Insecta,Lepidoptera,Lecithoceridae,"BOLD,FE,LF",17.0,18.0,2.0,,,271581.0
Odites ternatella,Arthropoda,Insecta,Lepidoptera,Lecithoceridae,"FE,LF",,,,,gap,
