species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Agriphila deliella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",9.0,11.0,1.0,,,344516.0,,
Agriphila geniculea,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",28.0,30.0,1.0,,,197916.0,,
Agriphila hungaricus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Agriphila indivisellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Agriphila inquinatella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",92.0,94.0,2.0,,,197800.0,,
Agriphila latistria,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",13.0,14.0,2.0,,,197915.0,,
Agriphila paleatellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Agriphila poliellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",7.0,8.0,1.0,BEL,,359128.0,344517.0,
Agriphila selasella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",16.0,17.0,1.0,,,261736.0,,
Agriphila straminella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",226.0,232.0,2.0,,,178073.0,,
Agriphila tersellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",4.0,4.0,0.0,,,787064.0,,
Agriphila tolli,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",31.0,32.0,1.0,,,466752.0,,
Agriphila trabeatellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",8.0,9.0,1.0,,,466751.0,,
Agriphila tristella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",79.0,82.0,3.0,,,197739.0,,
Agrotera nemoralis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",33.0,42.0,2.0,,,224847.0,,
Anania atlanticum,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,,,,,gap,,,
Anania coronata,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",47.0,50.0,1.0,,,235164.0,,
Anania crocealis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",29.0,30.0,1.0,,,255739.0,,
Anania funebris,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",94.0,105.0,1.0,,,22689.0,,
Anania fuscalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",66.0,67.0,3.0,,,235172.0,,
Anania hortulata,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",98.0,102.0,2.0,,,235162.0,9531.0,
Anania lancealis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",26.0,28.0,1.0,,,255716.0,,
Anania luctualis,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",1.0,2.0,0.0,,,355432.0,,
Anania murcialis,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,,,,,gap,,,
Anania oberthuri,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Anania ochrofascialis,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,5.0,7.0,0.0,,,349920.0,,
Anania perlucidalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",24.0,26.0,1.0,,,235159.0,,
Anania stachydalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",33.0,39.0,1.0,,,235163.0,,
Anania terrealis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",31.0,31.0,1.0,,,279587.0,,
Anania testacealis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",11.0,11.0,1.0,,,383076.0,,
Anania verbascalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",81.0,91.0,5.0,,,197926.0,,
Anarpia incertalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",13.0,16.0,1.0,,,314622.0,,
Ancylolomia chrysographellus,Arthropoda,Insecta,Lepidoptera,Crambidae,FE,,,,,gap,,,
Ancylolomia disparalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",5.0,6.0,0.0,,,748763.0,,
Ancylolomia inornata,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",6.0,7.0,1.0,,,762104.0,,
Ancylolomia minutella,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,,,,,gap,,,
Ancylolomia palpella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",0.0,3.0,0.0,,gap,981285.0,,
Ancylolomia pectinatellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",5.0,5.0,1.0,,,466747.0,,
Ancylolomia tentaculella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",2.0,5.0,1.0,,,748762.0,,
Ancylolomia tripolitella,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Angustalius malacellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",12.0,15.0,1.0,,,466755.0,359126.0,
Antigastra catalaunalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",44.0,59.0,1.0,,,16098.0,,
Aporodes dentifascialis,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,,,,,gap,,,
Aporodes floralis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",46.0,47.0,1.0,,,349846.0,,
Arnia nervosalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",6.0,6.0,1.0,,,349819.0,,
Atralata albofascialis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",5.0,6.0,1.0,,,255741.0,,
Bocchoris inspersalis,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,40.0,46.0,1.0,,,163273.0,,
Botyodes diniasalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",41.0,54.0,1.0,,,273073.0,,
Calamotropha aureliellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",5.0,5.0,0.0,,,785217.0,,
Calamotropha fuscilineatellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Calamotropha hackeri,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Calamotropha hierichuntica,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Calamotropha paludella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",88.0,91.0,5.0,,,179100.0,,
Cataclysta lemnata,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",38.0,42.0,1.0,,,197687.0,,
Cataonia erubescens,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catharia pyrenaealis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,641400.0,,
Catharia simplonialis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",4.0,4.0,0.0,,,787058.0,,
Catoptria acutangulellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",8.0,8.0,1.0,,,404698.0,,
Catoptria apenninica,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,LF",4.0,4.0,1.0,,,989370.0,,
Catoptria biformellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catoptria bolivari,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",3.0,3.0,1.0,,,493015.0,,
Catoptria cabardinica,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catoptria captiva,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catoptria casalei,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catoptria casperella,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",2.0,2.0,0.0,,,1157528.0,,
Catoptria caucasicus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,BEL,gap,,,
Catoptria ciliciellus,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,2.0,2.0,0.0,,,1145801.0,,
Catoptria combinella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",11.0,11.0,1.0,,,224820.0,,
Catoptria conchella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",22.0,23.0,2.0,,,246657.0,,
Catoptria confusellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",3.0,3.0,1.0,,,404696.0,,
Catoptria corsicellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catoptria digitellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",1.0,1.0,1.0,,,493017.0,,
Catoptria dimorphellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",5.0,5.0,1.0,,,466749.0,,
Catoptria domaviellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",3.0,3.0,0.0,,,1157527.0,,
Catoptria europaeica,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",5.0,7.0,1.0,,,266492.0,,
Catoptria falsella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",62.0,63.0,1.0,,,197863.0,,
Catoptria fibigeri,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catoptria fulgidella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",11.0,11.0,1.0,,,295233.0,,
Catoptria furcatellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",12.0,14.0,1.0,BEL,,343579.0,270699.0,
Catoptria gozmanyi,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catoptria hannemanni,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catoptria incertellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catoptria intermediellus,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,,,,,gap,,,
Catoptria kasyi,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",4.0,4.0,1.0,,,399892.0,,
Catoptria laevigatellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catoptria languidellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",12.0,12.0,1.0,,,324127.0,,
Catoptria luctiferella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",23.0,24.0,2.0,,,246656.0,,
Catoptria lythargyrella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",26.0,28.0,1.0,,,344518.0,,
Catoptria maculalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",19.0,21.0,1.0,,,179073.0,,
Catoptria majorellus,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,,,,,gap,,,
Catoptria margaritella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",30.0,36.0,1.0,,,197850.0,,
Catoptria muellerrutzi,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,LF",3.0,3.0,1.0,,,246288.0,,
Catoptria myella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",25.0,25.0,1.0,,,246653.0,,
Catoptria mytilella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",34.0,37.0,2.0,,,209667.0,,
Catoptria olympica,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catoptria orientellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Catoptria orobiella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",1.0,1.0,0.0,,,973490.0,,
Catoptria osthelderi,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",11.0,13.0,1.0,,,298998.0,,
Catoptria pauperellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",3.0,3.0,1.0,,,404699.0,,
Catoptria permiacus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",5.0,5.0,1.0,,,517527.0,,
Catoptria permutatellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",47.0,51.0,1.0,,,86665.0,,
Catoptria petrificella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",13.0,13.0,1.0,,,224819.0,,
Catoptria pinella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",60.0,61.0,1.0,,,86664.0,,
Catoptria pyramidellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",22.0,25.0,2.0,,,246655.0,,
Catoptria radiella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",20.0,22.0,3.0,,,246293.0,,
Catoptria samnitica,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,LF",2.0,2.0,1.0,,,989369.0,,
Catoptria siliciellus,Arthropoda,Insecta,Lepidoptera,Crambidae,FE,,,,,gap,,,
Catoptria spatulelloides,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",6.0,6.0,1.0,,,730112.0,,
Catoptria spatulellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",8.0,10.0,1.0,,,324126.0,,
Catoptria speculalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",17.0,18.0,1.0,,,246654.0,,
Catoptria staudingeri,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",0.0,3.0,0.0,,gap,981223.0,,
Catoptria trichostomus,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,19.0,19.0,1.0,,,100109.0,,
Catoptria verellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",29.0,33.0,1.0,,,209668.0,,
Catoptria zermattensis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",4.0,4.0,0.0,,,1073941.0,,
Chilo agamemnon,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",0.0,1.0,0.0,,gap,492719.0,,
Chilo christophi,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Chilo luteellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",5.0,5.0,2.0,,,363368.0,,
Chilo niponella,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,,,,,gap,,,
Chilo partellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,LF",68.0,81.0,1.0,,,316910.0,,
Chilo phragmitella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",46.0,49.0,2.0,,,183502.0,,
Chilo pulverosellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Chilo suppressalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",85.0,195.0,6.0,,,157984.0,,
Cholius luteolaris,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",3.0,3.0,1.0,,,235175.0,,
Chrysocramboides craterella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",25.0,25.0,2.0,FD,,324108.0,,
Chrysocrambus brutiellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Chrysocrambus dentuellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",0.0,4.0,0.0,,gap,981201.0,,
Chrysocrambus linetella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",6.0,6.0,1.0,BEL,,466748.0,957767.0,
Chrysocrambus sardiniellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Chrysoteuchia culmella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",82.0,84.0,2.0,,,197854.0,,
Circobotys butleri,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,2.0,2.0,0.0,,,1161635.0,,
Cleptotypodes ledereri,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,LF,gap,,,
Conocramboides seychellellus,Arthropoda,Insecta,Lepidoptera,Crambidae,BOLD,1.0,2.0,1.0,,,958208.0,,
Conogethes pinicolalis,Arthropoda,Insecta,Lepidoptera,Crambidae,BOLD,73.0,73.0,1.0,,,448478.0,,
Conogethes punctiferalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",413.0,448.0,3.0,,,77028.0,,
Cornifrons ulceratalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",9.0,11.0,0.0,,,466743.0,,
Crambus alienellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",62.0,72.0,2.0,,,123031.0,,
Crambus cyrnellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Crambus ericella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",21.0,21.0,1.0,,,179060.0,,
Crambus hamella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",31.0,36.0,2.0,,,197914.0,,
Crambus heringiellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",7.0,8.0,1.0,,,183501.0,,
Crambus lathoniellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",61.0,67.0,2.0,,,179021.0,,
Crambus monochromella,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,,,,,gap,,,
Crambus palustrellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Crambus pascuella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",154.0,157.0,2.0,,,22084.0,,
Crambus perlella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",171.0,171.0,5.0,BEL,,18930.0,286203.0,324169.0
Crambus pratella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",29.0,30.0,1.0,,,179028.0,,
Crambus silvella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",14.0,14.0,1.0,,,183517.0,,
Crambus uliginosellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",23.0,25.0,1.0,BEL,,198047.0,684048.0,
Crocidophora tuberculalis,Arthropoda,Insecta,Lepidoptera,Crambidae,BOLD,39.0,42.0,1.0,,,22685.0,,
Cybalomia lutosalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Cybalomia pentadalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Cydalima perspectalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",44.0,52.0,2.0,,,349823.0,,
Cynaeda dentalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",32.0,36.0,1.0,,,209674.0,,
Cynaeda forsteri,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",4.0,4.0,0.0,,,760598.0,,
Cynaeda gigantea,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",3.0,3.0,1.0,,,448763.0,,
Cynaeda pustulalis,Arthropoda,Insecta,Lepidoptera,Crambidae,BOLD,6.0,6.0,1.0,,,853796.0,,
Cynaeda superba,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",1.0,1.0,0.0,,,349851.0,,
Dentifovea fulvifascialis,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Dentifovea praecultalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Diaphania indica,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",87.0,110.0,1.0,,,55505.0,,
Diasemia accalis,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,21.0,23.0,1.0,,,77060.0,,
Diasemia reticularis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",32.0,35.0,1.0,,,224848.0,,
Diasemiopsis ramburialis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",77.0,85.0,1.0,,,102457.0,,
Diplopseustis perieresalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",17.0,25.0,2.0,,,273339.0,,
Dolicharthria aetnaealis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",12.0,14.0,2.0,BEL,,981271.0,396341.0,
Dolicharthria bruguieralis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",16.0,16.0,2.0,,,317362.0,,
Dolicharthria concoloralis,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,,,,,gap,,,
Dolicharthria daralis,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,FD,gap,,,
Dolicharthria metasialis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",3.0,3.0,0.0,,,317363.0,,
Dolicharthria punctalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",45.0,46.0,2.0,,,224881.0,,
Dolicharthria stigmosalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",3.0,4.0,0.0,,,466779.0,,
Donacaula forficella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",27.0,28.0,1.0,,,197787.0,,
Donacaula mucronella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",23.0,28.0,1.0,,,224823.0,,
Donacaula niloticus,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",1.0,1.0,0.0,,,1059426.0,,
Duponchelia fovealis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",118.0,135.0,3.0,,,20478.0,,
Ecpyrrhorrhoe diffusalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",11.0,12.0,1.0,,,352297.0,458386.0,
Ecpyrrhorrhoe rubiginalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",30.0,37.0,1.0,,,224833.0,,
Elophila bourgognei,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Elophila difflualis,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,17.0,19.0,4.0,,,77056.0,,
Elophila feili,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,981220.0,,
Elophila manilensis,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,0.0,3.0,0.0,,gap,495506.0,,
Elophila melagynalis,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,,,,,gap,,,
Elophila nymphaeata,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF,iNat",58.0,63.0,1.0,,,183473.0,,
Elophila obliteralis,Arthropoda,Insecta,Lepidoptera,Crambidae,LF,162.0,167.0,1.0,,,73597.0,,
Elophila rivulalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",1.0,1.0,0.0,,,787060.0,,
Elophila rivularis,Arthropoda,Insecta,Lepidoptera,Crambidae,BOLD,1.0,1.0,0.0,,,730113.0,,
Emprepes pudicalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",2.0,2.0,0.0,,,349858.0,,
Epascestria pustulalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",2.0,4.0,1.0,,,344521.0,,
Ephelis cruentalis,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",4.0,5.0,0.0,,,349862.0,,
Euchromius anapiellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",,,,,gap,,,
Euchromius bella,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",2.0,2.0,0.0,,,1139853.0,,
Euchromius bleszynskiellus,Arthropoda,Insecta,Lepidoptera,Crambidae,"FE,LF",1.0,1.0,0.0,,,359123.0,,
Euchromius cambridgei,Arthropoda,Insecta,Lepidoptera,Crambidae,"BOLD,FE,LF",10.0,10.0,1.0,,,490195.0,,
