species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Eidophasia aereolella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"FE,LF",,,,,gap,,
Eidophasia infuscata,Arthropoda,Insecta,Lepidoptera,Plutellidae,LF,,,,,gap,,
Eidophasia insulella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"FE,LF",,,,,gap,,
Eidophasia messingiella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF,iNat",30.0,36.0,1.0,,,183432.0,
Eidophasia syenitella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",5.0,8.0,1.0,,,362520.0,
Eidophasia zukowskyi,Arthropoda,Insecta,Lepidoptera,Plutellidae,LF,,,,,gap,,
Embryonopsis halticella,Arthropoda,Insecta,Lepidoptera,Plutellidae,BOLD,5.0,5.0,1.0,,,856792.0,
Lunakia alyssella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"FE,LF",,,,,gap,,
Plutella angulivalva,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,LF",1.0,2.0,0.0,,,939793.0,
Plutella geniatella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",11.0,11.0,2.0,,,266486.0,
Plutella haasi,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",8.0,10.0,2.0,,,286134.0,
Plutella huemerella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",1.0,1.0,1.0,,,246298.0,
Plutella hyperboreella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",14.0,14.0,1.0,,,150642.0,
Plutella karsholtella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"FE,LF",,,,,gap,,
Plutella kyrkella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"FE,LF",,,,,gap,,
Plutella mariae,Arthropoda,Insecta,Lepidoptera,Plutellidae,"FE,LF",,,,,gap,,
Plutella polaris,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",2.0,2.0,1.0,,,733761.0,
Plutella porrectella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",81.0,92.0,2.0,,,13020.0,
Plutella xylostella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF,iNat",3868.0,4193.0,1.0,,,20156.0,804973.0
Rhigognostis annulatella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",7.0,7.0,1.0,,,179133.0,
Rhigognostis canariella,Arthropoda,Insecta,Lepidoptera,Plutellidae,LF,,,,,gap,,
Rhigognostis hufnagelii,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",11.0,12.0,1.0,,,471662.0,
Rhigognostis incarnatella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",42.0,49.0,1.0,,,255714.0,
Rhigognostis kovacsi,Arthropoda,Insecta,Lepidoptera,Plutellidae,"FE,LF",,,,,gap,,
Rhigognostis kuusamoensis,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",8.0,8.0,1.0,,,286271.0,
Rhigognostis marmorosella,Arthropoda,Insecta,Lepidoptera,Plutellidae,LF,,,,,gap,,
Rhigognostis scharnikensis,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,LF",6.0,6.0,0.0,,,674511.0,
Rhigognostis schmaltzella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",23.0,29.0,1.0,,,286112.0,
Rhigognostis senilella,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",32.0,34.0,1.0,,,286282.0,
Rhigognostis wolfschlaegeri,Arthropoda,Insecta,Lepidoptera,Plutellidae,"BOLD,FE,LF",1.0,1.0,1.0,,,404704.0,
