species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Ambloma brachyptera,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Ambloma klimeschi,Arthropoda,Insecta,Lepidoptera,Autostichidae,"BOLD,FE,LF",5.0,5.0,0.0,,,760082.0,
Amselina cedestiella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Amselina emir,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Amselina kasyi,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Amselina virgo,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Apatema acutivalva,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Apatema apatemella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Apatema apolausticum,Arthropoda,Insecta,Lepidoptera,Autostichidae,"BOLD,FE,LF",11.0,12.0,1.0,,,343567.0,
Apatema baixerasi,Arthropoda,Insecta,Lepidoptera,Autostichidae,"BOLD,FE,LF",9.0,9.0,1.0,,,362463.0,
Apatema fasciata,Arthropoda,Insecta,Lepidoptera,Autostichidae,"BOLD,FE,LF",4.0,4.0,0.0,,,897865.0,
Apatema impunctella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Apatema junnilaineni,Arthropoda,Insecta,Lepidoptera,Autostichidae,"BOLD,FE,LF",1.0,1.0,0.0,,,892031.0,
Apatema lucidum,Arthropoda,Insecta,Lepidoptera,Autostichidae,"BOLD,FE,LF",4.0,4.0,0.0,,,892030.0,
Apatema mediopallidum,Arthropoda,Insecta,Lepidoptera,Autostichidae,"BOLD,FE,LF",9.0,24.0,3.0,,,100106.0,
Apatema parodia,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",1.0,1.0,0.0,,,979241.0,
Apatema sutteri,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Apatema whalleyi,Arthropoda,Insecta,Lepidoptera,Autostichidae,"BOLD,FE,LF",11.0,16.0,1.0,,,100105.0,
Apateona hispanicum,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Apiletria luella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Aprominta aga,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Aprominta aperitta,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Aprominta argonauta,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Aprominta atricanella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Aprominta bifasciata,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Aprominta cryptogamarum,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Aprominta designatella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",1.0,1.0,1.0,,,523063.0,
Aprominta gloriosa,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Aprominta pannosella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Aprominta reisseri,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Aprominta separata,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Aprominta tectaphella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Aprominta xena,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Arragonia kautzi,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Arragonia punctivitellus,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,BEL,gap,,
Autosticha kyotensis,Arthropoda,Insecta,Lepidoptera,Autostichidae,LF,12.0,18.0,1.0,,,12540.0,
Autosticha modicella,Arthropoda,Insecta,Lepidoptera,Autostichidae,LF,14.0,15.0,2.0,,,86596.0,
Catasphalma kautziella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"BOLD,FE,LF",0.0,2.0,0.0,,gap,981226.0,
Charadraula cassandra,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Chersogenes victimella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",2.0,2.0,0.0,,,1157962.0,
Deroxena conioleuca,Arthropoda,Insecta,Lepidoptera,Autostichidae,LF,3.0,3.0,0.0,,,758233.0,
Deroxena venosulella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"BOLD,FE,LF",1.0,1.0,0.0,,,892079.0,
Donaspastus bosellii,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Donaspastus delicatella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Donaspastus digitatus,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Donaspastus liguricus,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Donaspastus pannonicus,Arthropoda,Insecta,Lepidoptera,Autostichidae,"FE,LF",,,,,gap,,
Dysallomima coarctella,Arthropoda,Insecta,Lepidoptera,Autostichidae,"BOLD,FE,LF",1.0,1.0,0.0,,,892029.0,
