species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Apoda creticum,Arthropoda,Insecta,Lepidoptera,Limacodidae,BOLD,1.0,1.0,0.0,,,379279.0
Apoda limacodes,Arthropoda,Insecta,Lepidoptera,Limacodidae,"BOLD,FE,LF,iNat",29.0,37.0,1.0,,,204467.0
Heterogenea asella,Arthropoda,Insecta,Lepidoptera,Limacodidae,"BOLD,FE,LF,iNat",15.0,19.0,1.0,,,255680.0
Hoyosia codeti,Arthropoda,Insecta,Lepidoptera,Limacodidae,"BOLD,FE,LF",4.0,4.0,0.0,,,379282.0
Hoyosia cretica,Arthropoda,Insecta,Lepidoptera,Limacodidae,"FE,LF",,,,,gap,
Parasa sinica,Arthropoda,Insecta,Lepidoptera,Limacodidae,"FE,LF",27.0,27.0,3.0,,,359662.0
