species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Agnoea aeneella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,979240.0,
Agnoea amparoella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",0.0,4.0,0.0,,gap,981252.0,
Agnoea chalcocrates,Arthropoda,Insecta,Lepidoptera,Lypusidae,FE,,,,FD,gap,,
Agnoea colurnella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",2.0,2.0,0.0,FD,,787031.0,
Agnoea detrimentella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"FE,LF",,,,FD,gap,,
Agnoea elsae,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",26.0,30.0,2.0,,,764090.0,295271.0
Agnoea emarella,Arthropoda,Insecta,Lepidoptera,Lypusidae,LF,,,,,gap,,
Agnoea filiella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"FE,LF",,,,FD,gap,,
Agnoea flavifrontella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",26.0,28.0,4.0,FD,,748759.0,258072.0
Agnoea fuscifrontella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"FE,LF",,,,FD,gap,,
Agnoea josephinae,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",70.0,77.0,2.0,,,737023.0,179087.0
Agnoea langohri,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",10.0,10.0,0.0,,,781550.0,
Agnoea latipennella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",6.0,8.0,1.0,FD,,343556.0,
Agnoea lavandulae,Arthropoda,Insecta,Lepidoptera,Lypusidae,"FE,LF",,,,FD,gap,,
Agnoea lvovskyi,Arthropoda,Insecta,Lepidoptera,Lypusidae,LF,,,,,gap,,
Agnoea nonscriptella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,LF",2.0,3.0,0.0,,,981197.0,
Agnoea pallidella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"FE,LF",,,,,gap,,
Agnoea revillai,Arthropoda,Insecta,Lepidoptera,Lypusidae,LF,,,,,gap,,
Agnoea subfiliella,Arthropoda,Insecta,Lepidoptera,Lypusidae,LF,,,,,gap,,
Agnoea subgilvida,Arthropoda,Insecta,Lepidoptera,Lypusidae,"FE,LF",,,,FD,gap,,
Agnoea subochreella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",10.0,12.0,1.0,FD,,1131406.0,258073.0
Agnoea synchrozella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",29.0,29.0,2.0,FD,,769627.0,298983.0
Agnoea xanthosoma,Arthropoda,Insecta,Lepidoptera,Lypusidae,"FE,LF",,,,FD,gap,,
Amphisbatis incongruella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",6.0,10.0,1.0,,,183378.0,
Blastobasis evanescens,Arthropoda,Insecta,Lepidoptera,Lypusidae,LF,,,,,gap,,
Dasystoma salicella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF,iNat",10.0,15.0,1.0,,,370710.0,
Diurnea fagella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF,iNat",45.0,60.0,2.0,BEL,,205633.0,183140.0
Diurnea lipsiella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF,iNat",25.0,31.0,1.0,,,198117.0,
Diurnea phryganella,Arthropoda,Insecta,Lepidoptera,Lypusidae,BOLD,5.0,5.0,1.0,,,676166.0,
Lypusa maurella,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",36.0,39.0,2.0,,,202429.0,
Lypusa tokari,Arthropoda,Insecta,Lepidoptera,Lypusidae,"BOLD,FE,LF",4.0,4.0,1.0,,,369676.0,
