species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Acrocercops brongniardella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF,iNat",39.0,46.0,1.0,,,183400.0,
Acrocercops cocciferellum,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",3.0,6.0,1.0,,,266897.0,
Acrocercops tacita,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",4.0,5.0,1.0,,,457373.0,
Argyresthia goedartella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF,iNat",102.0,116.0,5.0,,,17962.0,280799.0
Aristaea pavoniella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",7.0,10.0,1.0,,,266892.0,
Aspilapteryx inquinata,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE",1.0,2.0,0.0,,,344824.0,
Aspilapteryx magna,Arthropoda,Insecta,Lepidoptera,Gracillariidae,LF,,,,,gap,,
Aspilapteryx multipunctella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",3.0,5.0,1.0,,,363348.0,
Aspilapteryx spItaly,Arthropoda,Insecta,Lepidoptera,Gracillariidae,BOLD,1.0,1.0,1.0,,,968945.0,
Aspilapteryx spectabilis,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",2.0,2.0,1.0,,,324112.0,
Aspilapteryx tringipennella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",65.0,68.0,2.0,,,187182.0,
Callisto basistrigella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,LF",18.0,18.0,1.0,,,641397.0,
Callisto coffeella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",40.0,44.0,1.0,,,266484.0,
Callisto denticulella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",30.0,39.0,1.0,,,187165.0,
Callisto insperatella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",11.0,11.0,1.0,,,273556.0,
Caloptilia AlnusorientalisCyprus,Arthropoda,Insecta,Lepidoptera,Gracillariidae,BOLD,2.0,2.0,1.0,,,968861.0,
Caloptilia PrunuspadusSiberia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,BOLD,4.0,4.0,1.0,,,968860.0,
Caloptilia acerivorella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,LF,3.0,6.0,0.0,,,273517.0,
Caloptilia alchimiella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",55.0,72.0,4.0,,,197978.0,
Caloptilia aurantiaca,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",5.0,5.0,2.0,,,273546.0,
Caloptilia azaleella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF,iNat",28.0,36.0,2.0,,,54445.0,
Caloptilia betulicola,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",46.0,51.0,1.0,,,205642.0,
Caloptilia braccatella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",2.0,5.0,1.0,,,344805.0,
Caloptilia conimbricensis,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,LF",7.0,7.0,1.0,,,756599.0,
Caloptilia coruscans,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",4.0,5.0,1.0,,,273547.0,
Caloptilia cuculipennella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF,iNat",26.0,37.0,1.0,,,261764.0,
Caloptilia elongella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",46.0,57.0,1.0,,,197834.0,
Caloptilia falconipennella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",50.0,56.0,2.0,,,198053.0,
Caloptilia fidella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF,iNat",33.0,42.0,1.0,,,266900.0,
Caloptilia flava,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",2.0,6.0,1.0,,,273548.0,
Caloptilia fribergensis,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",30.0,35.0,3.0,,,273518.0,
Caloptilia hauderi,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",4.0,5.0,1.0,,,266901.0,
Caloptilia hemidactylella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",35.0,42.0,1.0,,,86683.0,
Caloptilia honoratella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF,iNat",33.0,34.0,2.0,,,273519.0,
Caloptilia jailensis,Arthropoda,Insecta,Lepidoptera,Gracillariidae,LF,1.0,1.0,0.0,,,1163712.0,
Caloptilia jurateae,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,LF",25.0,26.0,1.0,,,259015.0,
Caloptilia laurifoliae,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",1.0,2.0,1.0,,,457375.0,
Caloptilia loriolella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,BOLD,1.0,2.0,0.0,,,193744.0,
Caloptilia magnifica,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",7.0,8.0,2.0,FD,,359226.0,
Caloptilia nobilella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",1.0,1.0,1.0,,,513655.0,
Caloptilia perseae,Arthropoda,Insecta,Lepidoptera,Gracillariidae,LF,6.0,10.0,1.0,,,534915.0,
Caloptilia populetorum,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",44.0,51.0,1.0,,,193745.0,
Caloptilia rhodinella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"FE,LF",0.0,3.0,0.0,,gap,763699.0,
Caloptilia robustella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",45.0,51.0,1.0,,,258050.0,
Caloptilia roscipennella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF,iNat",26.0,31.0,1.0,,,193746.0,
Caloptilia rufipennella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",73.0,78.0,1.0,,,197876.0,
Caloptilia semifascia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",35.0,47.0,1.0,,,179191.0,
Caloptilia staintoni,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",3.0,4.0,1.0,,,457376.0,
Caloptilia stigmatella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF,iNat",186.0,207.0,7.0,,,13481.0,
Caloptilia suberinella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",89.0,91.0,1.0,,,270707.0,
Calybites phasianipennella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF,iNat",51.0,81.0,5.0,,,197928.0,
Calybites quadrisignella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",2.0,5.0,1.0,,,266895.0,
Cameraria gaultheriella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,LF",19.0,19.0,1.0,,,86493.0,
Cameraria ohridella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF,iNat",2224.0,2350.0,1.0,,,100330.0,
Chrysaster ostensackenella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,BOLD,20.0,30.0,1.0,,,126227.0,
Cupedia PistaciaterebinthusGreece,Arthropoda,Insecta,Lepidoptera,Gracillariidae,BOLD,2.0,2.0,1.0,,,980861.0,
Cupedia cupediella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",11.0,13.0,2.0,,,266894.0,
Dextellia dorsilineella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",2.0,6.0,1.0,,,457378.0,
Dialectica hedemanni,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",8.0,9.0,1.0,,,351753.0,
Dialectica imperialella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",8.0,13.0,1.0,,,273523.0,
Dialectica scalariella,Arthropoda,Insecta,Lepidoptera,Gracillariidae,"BOLD,FE,LF",76.0,82.0,1.0,,,266905.0,
