species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Alucita acutata,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Alucita bidentata,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Alucita budashkini,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Alucita bulgaria,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Alucita canariensis,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Alucita cancellata,Arthropoda,Insecta,Lepidoptera,Alucitidae,"BOLD,FE,LF",11.0,11.0,1.0,,,324134.0
Alucita cymatodactyla,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",0.0,1.0,0.0,,gap,1156082.0
Alucita debilella,Arthropoda,Insecta,Lepidoptera,Alucitidae,"BOLD,FE,LF",1.0,1.0,1.0,,,362488.0
Alucita desmodactyla,Arthropoda,Insecta,Lepidoptera,Alucitidae,"BOLD,FE,LF",21.0,22.0,1.0,,,404716.0
Alucita grammodactyla,Arthropoda,Insecta,Lepidoptera,Alucitidae,"BOLD,FE,LF",28.0,29.0,1.0,,,641402.0
Alucita hexadactyla,Arthropoda,Insecta,Lepidoptera,Alucitidae,"BOLD,FE,LF,iNat",30.0,41.0,1.0,,,183393.0
Alucita huebneri,Arthropoda,Insecta,Lepidoptera,Alucitidae,"BOLD,FE,LF",14.0,14.0,1.0,,,544272.0
Alucita iberica,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Alucita karadagica,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Alucita klimeschi,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Alucita major,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Alucita palodactyla,Arthropoda,Insecta,Lepidoptera,Alucitidae,"BOLD,FE,LF",1.0,1.0,0.0,,,951622.0
Alucita pectinata,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Alucita pliginskii,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Alucita tridentata,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Alucita zonodactyla,Arthropoda,Insecta,Lepidoptera,Alucitidae,"BOLD,FE,LF",5.0,7.0,0.0,,,787048.0
Pterotopteryx dodecadactyla,Arthropoda,Insecta,Lepidoptera,Alucitidae,"BOLD,FE,LF",33.0,38.0,1.0,,,224895.0
Pterotopteryx lonicericola,Arthropoda,Insecta,Lepidoptera,Alucitidae,"FE,LF",,,,,gap,
Pterotopteryx monticola,Arthropoda,Insecta,Lepidoptera,Alucitidae,LF,,,,,gap,
Pterotopteryx synnephodactyla,Arthropoda,Insecta,Lepidoptera,Alucitidae,LF,,,,,gap,
