species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Achroia grisella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",63.0,73.0,3.0,,,9517.0,
Acrobasis advenella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF,iNat",74.0,78.0,1.0,,,279584.0,
Acrobasis bithynella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",27.0,27.0,1.0,,,383072.0,
Acrobasis celticola,Arthropoda,Insecta,Lepidoptera,Pyralidae,LF,,,,,gap,,
Acrobasis centunculella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",7.0,7.0,1.0,,,466787.0,
Acrobasis consociella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",55.0,59.0,2.0,,,198100.0,
Acrobasis dulcella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"FE,LF",,,,,gap,,
Acrobasis fallouella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",16.0,18.0,2.0,,,787053.0,
Acrobasis foroiuliensis,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",2.0,2.0,0.0,,,787054.0,
Acrobasis getuliella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",1.0,1.0,0.0,,,1139787.0,
Acrobasis glaucella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",18.0,20.0,1.0,,,343559.0,
Acrobasis klimeschi,Arthropoda,Insecta,Lepidoptera,Pyralidae,"FE,LF",,,,,gap,,
Acrobasis legatea,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",15.0,16.0,2.0,,,279596.0,
Acrobasis marmorea,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF,iNat",26.0,26.0,1.0,,,279586.0,
Acrobasis niveicinctella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"FE,LF",,,,,gap,,
Acrobasis obliqua,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",14.0,16.0,1.0,,,383063.0,
Acrobasis obtusella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",11.0,12.0,1.0,,,255712.0,
Acrobasis porphyrella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",4.0,5.0,0.0,,,787055.0,
Acrobasis repandana,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF,iNat",35.0,36.0,1.0,,,209656.0,179109.0
Acrobasis romanella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",0.0,3.0,0.0,,gap,981257.0,
Acrobasis sodalella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",8.0,9.0,1.0,,,354208.0,
Acrobasis suavella,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",20.0,28.0,2.0,,,279585.0,
Acrobasis tumidana,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF,iNat",32.0,33.0,2.0,,,209655.0,
Acrobasis xanthogramma,Arthropoda,Insecta,Lepidoptera,Pyralidae,"FE,LF",,,,,gap,,
Aglossa asiatica,Arthropoda,Insecta,Lepidoptera,Pyralidae,"FE,LF",1.0,5.0,0.0,,,892021.0,
Aglossa brabanti,Arthropoda,Insecta,Lepidoptera,Pyralidae,"BOLD,FE,LF",0.0,1.0,0.0,BEL,gap,981243.0,
