species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Klimeschia cinereipunctella,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"FE,LF",3.0,3.0,0.0,,,1155710.0,
Klimeschia thymetellum,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"FE,LF",,,,BEL,gap,,
Klimeschia transversella,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"BOLD,FE,LF",5.0,9.0,1.0,,,271580.0,
Klimeschia vibratoriella,Arthropoda,Insecta,Lepidoptera,Douglasiidae,LF,,,,,gap,,
Tinagma anchusella,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"BOLD,FE,LF",1.0,3.0,1.0,,,354162.0,
Tinagma asignatum,Arthropoda,Insecta,Lepidoptera,Douglasiidae,LF,,,,,gap,,
Tinagma asymmetricum,Arthropoda,Insecta,Lepidoptera,Douglasiidae,LF,,,,,gap,,
Tinagma balteolella,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"BOLD,FE,LF,iNat",9.0,10.0,1.0,,,388658.0,
Tinagma columbella,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"FE,LF",,,,,gap,,
Tinagma dryadis,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"BOLD,FE,LF",53.0,54.0,1.0,,,126690.0,
Tinagma hedemanni,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"FE,LF",,,,,gap,,
Tinagma klimeschi,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"FE,LF",,,,,gap,,
Tinagma magnostiumella,Arthropoda,Insecta,Lepidoptera,Douglasiidae,LF,,,,,gap,,
Tinagma minutissima,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"FE,LF",,,,,gap,,
Tinagma ocnerostomella,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"BOLD,FE,LF",23.0,29.0,1.0,BEL,,286023.0,271631.0
Tinagma perdicella,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"BOLD,FE,LF",18.0,21.0,1.0,,,255619.0,
Tinagma signatum,Arthropoda,Insecta,Lepidoptera,Douglasiidae,"BOLD,FE,LF",8.0,9.0,1.0,,,517567.0,
