species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Callophrys suaveola,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"FE,LF",5.0,9.0,1.0,LF,,303147.0,303158.0,
Celastrina argiolus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",279.0,302.0,3.0,,,73871.0,,
Cigaritis acamas,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",20.0,22.0,2.0,BEL,,178216.0,601164.0,
Cupido alcetas,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",69.0,76.0,1.0,AH,,253561.0,141729.0,
Cupido argiades,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",118.0,128.0,2.0,,,246986.0,,
Cupido carswelli,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,LF",7.0,20.0,1.0,,,253578.0,,
Cupido decolorata,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",22.0,27.0,2.0,AH,,264732.0,889991.0,
Cupido lorquinii,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",37.0,38.0,1.0,,,253571.0,,
Cupido minimus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",214.0,226.0,1.0,,,100013.0,,
Cupido osiris,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",85.0,93.0,2.0,,,70643.0,,
Cyaniris semiargus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",179.0,197.0,2.0,,,28334.0,205570.0,
Cyclyrius webbianus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",11.0,12.0,3.0,,,759846.0,,
Deudorix livia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,31.0,38.0,1.0,,,396554.0,,
Eumedonia eumedon,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",188.0,197.0,4.0,FD,,70618.0,82786.0,
Favonius quercus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",134.0,142.0,2.0,,,70735.0,141725.0,25519.0
Freyeria trochylus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",43.0,47.0,6.0,BEL,,55188.0,82101.0,
Glabroculus cyane,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"FE,LF",8.0,11.0,3.0,FD,,70565.0,246982.0,
Glaucopsyche alexis,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",229.0,243.0,2.0,,,27834.0,,
Glaucopsyche laetifica,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,8.0,8.0,1.0,,,70561.0,,
Glaucopsyche melanops,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",41.0,41.0,2.0,,,253549.0,,
Glaucopsyche paphos,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",6.0,6.0,1.0,,,758413.0,,
Iolana debilitata,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,LF",20.0,20.0,2.0,,,646120.0,,
Iolana iolas,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",31.0,44.0,2.0,,,27833.0,,
Kretania brethertoni,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,,,,,gap,,,
Kretania eurypilus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",33.0,35.0,2.0,,,83378.0,,
Kretania hespericus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",12.0,12.0,1.0,AH,,889996.0,,
Kretania psylorita,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",9.0,13.0,2.0,,,720655.0,792416.0,
Kretania pylaon,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",19.0,21.0,4.0,,,504209.0,,
Kretania sephirus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",36.0,36.0,1.0,,,526111.0,,
Kretania trappi,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",9.0,14.0,1.0,,,720656.0,,
Laeosopis roboris,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",24.0,27.0,1.0,,,253573.0,,
Lampides boeticus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",369.0,423.0,3.0,,,26301.0,,
Leptotes pirithous,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",187.0,208.0,2.0,,,55241.0,470746.0,
Luthrodes galba,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",5.0,5.0,1.0,BEL,,523322.0,,
Lycaena alciphron,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",105.0,113.0,3.0,,,82780.0,,
Lycaena bleusei,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",14.0,15.0,1.0,,,253570.0,,
Lycaena candens,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",12.0,12.0,1.0,,,83371.0,,
Lycaena dispar,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",59.0,63.0,3.0,,,100032.0,,
Lycaena helle,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",74.0,88.0,1.0,,,73893.0,,
Lycaena hippothoe,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",102.0,115.0,1.0,,,124164.0,760371.0,
Lycaena japhetica,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,,,,,gap,,,
Lycaena ottomanus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",13.0,13.0,1.0,,,890002.0,,
Lycaena phlaeas,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",362.0,398.0,2.0,,,22791.0,,
Lycaena thersamon,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",36.0,38.0,3.0,,,83373.0,,
Lycaena thetis,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",12.0,15.0,2.0,,,80696.0,,
Lycaena tityrus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",148.0,163.0,2.0,,,82782.0,,
Lycaena virgaureae,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",104.0,113.0,1.0,,,79495.0,,
Lysandra albicans,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",30.0,34.0,1.0,,,80688.0,,
Lysandra bellargus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",167.0,178.0,4.0,,,28331.0,205571.0,
Lysandra caelestissima,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",10.0,11.0,2.0,,,248048.0,83380.0,
Lysandra coridon,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,LF",312.0,316.0,1.0,,,28329.0,,
Lysandra corydonius,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"FE,LF",37.0,37.0,3.0,,,79492.0,,
Lysandra hispana,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",35.0,38.0,1.0,,,389146.0,,
Neolycaena rhymnus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",14.0,19.0,1.0,,,73864.0,,
Neolysandra coelestina,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",14.0,15.0,2.0,FD,,82096.0,,
Palaephilotes panope,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,,,,,gap,,,
Phengaris alcon,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",162.0,190.0,2.0,,,388655.0,27821.0,158241.0
Phengaris arion,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",150.0,167.0,2.0,,,370713.0,27811.0,
Phengaris nausithous,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",190.0,200.0,3.0,,,476082.0,27812.0,
Phengaris rebeli,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,LF",3.0,3.0,0.0,,,27822.0,,
Phengaris teleius,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",227.0,236.0,6.0,,,388665.0,27820.0,
Plebejidea loewii,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",18.0,21.0,5.0,,,890004.0,81423.0,195920.0
Plebejus argus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",375.0,388.0,4.0,,,28326.0,,
Plebejus argyrognomon,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",87.0,101.0,1.0,,,77241.0,28332.0,
Plebejus bellieri,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",20.0,20.0,1.0,,,720633.0,,
Plebejus glandon,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",250.0,284.0,2.0,LF,,34475.0,100075.0,707433.0
Plebejus idas,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",398.0,441.0,3.0,,,34488.0,20348.0,
Plebejus maracandica,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,LF",26.0,27.0,1.0,,,73877.0,,
Plebejus villai,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,,,,,gap,,,
Polyommatus admetus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",54.0,56.0,1.0,,,648524.0,,
Polyommatus amandus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",110.0,126.0,3.0,,,28324.0,,
Polyommatus aroaniensis,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",5.0,5.0,1.0,,,720639.0,,
Polyommatus australorossicus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,8.0,10.0,1.0,,,907881.0,,
Polyommatus budashkini,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,LF",3.0,3.0,0.0,,,723712.0,,
Polyommatus carmonides,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,,,,,gap,,,
Polyommatus celina,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,LF",280.0,412.0,1.0,,,200121.0,,
Polyommatus coridon,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",7.0,10.0,3.0,LF,,205572.0,79497.0,
Polyommatus damocles,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",15.0,22.0,1.0,,,720642.0,,
Polyommatus damon,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",93.0,109.0,2.0,,,224977.0,,
Polyommatus damone,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",55.0,61.0,1.0,,,659001.0,723882.0,
Polyommatus daphnis,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",93.0,103.0,4.0,,,253577.0,,
Polyommatus dolus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",21.0,22.0,1.0,,,389145.0,,
Polyommatus dorylas,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",117.0,144.0,2.0,,,82092.0,,
Polyommatus elena,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,LF",1.0,5.0,1.0,,,907590.0,723685.0,
Polyommatus eleniae,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"FE,LF",,,,,gap,,,
Polyommatus eroides,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,LF",3.0,3.0,1.0,,,81420.0,,
Polyommatus eros,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",94.0,96.0,1.0,,,83379.0,,
Polyommatus escheri,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",70.0,73.0,5.0,,,79480.0,166264.0,942412.0
Polyommatus exuberans,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,,,,,gap,,,
Polyommatus fabressei,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",48.0,52.0,2.0,,,253566.0,504328.0,
Polyommatus fulgens,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",19.0,19.0,2.0,,,253563.0,723793.0,
Polyommatus galloi,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"FE,LF",,,,,gap,,,
Polyommatus golgus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",17.0,19.0,1.0,,,127029.0,,
Polyommatus humedasae,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",10.0,10.0,1.0,,,504330.0,,
Polyommatus icadius,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,28.0,31.0,1.0,,,165720.0,,
Polyommatus icarus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",787.0,900.0,6.0,LF,,28323.0,127031.0,82084.0
Polyommatus iphigenia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",20.0,21.0,1.0,,,720638.0,,
Polyommatus kamtschadalus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,,,,,gap,,,
Polyommatus menalcas,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"FE,LF",4.0,4.0,1.0,,,723758.0,,
Polyommatus menelaos,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,LF",2.0,2.0,1.0,,,79481.0,,
Polyommatus nephohiptamenos,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",13.0,13.0,1.0,,,648523.0,,
Polyommatus nivescens,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",12.0,12.0,1.0,,,253472.0,,
Polyommatus orphicus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",53.0,54.0,1.0,,,794234.0,,
Polyommatus pelopi,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,,,,,gap,,,
Polyommatus philippi,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,,,,,gap,,,
Polyommatus pljushtchi,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",2.0,2.0,0.0,,,723763.0,,
Polyommatus poseidon,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,9.0,9.0,1.0,,,646972.0,,
Polyommatus ripartii,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",285.0,286.0,1.0,,,253562.0,,
Polyommatus sagratrox,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,LF",0.0,3.0,0.0,,gap,127030.0,,
Polyommatus shamil,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,12.0,19.0,1.0,,,653389.0,,
Polyommatus thersites,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",104.0,116.0,2.0,,,28322.0,942411.0,
Polyommatus timfristos,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,LF",6.0,6.0,1.0,,,793378.0,,
Polyommatus violetae,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",12.0,12.0,1.0,,,253564.0,,
Polyommatus virgilia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,,,,,gap,,,
Praephilotes anthracias,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"FE,LF",7.0,8.0,1.0,,,653425.0,,
Pseudophilotes abencerragus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",32.0,36.0,1.0,,,83372.0,,
Pseudophilotes barbagiae,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",13.0,13.0,1.0,,,511969.0,,
Pseudophilotes baton,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",108.0,113.0,1.0,,,27831.0,,
Pseudophilotes bavius,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",85.0,95.0,1.0,,,27838.0,,
Pseudophilotes panoptes,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",54.0,55.0,1.0,,,253554.0,,
Pseudophilotes vicrama,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",128.0,141.0,1.0,,,27830.0,,
Satyrium acaciae,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",63.0,70.0,1.0,,,149037.0,523375.0,
Satyrium esculi,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",56.0,61.0,2.0,,,82088.0,,
Satyrium ilicis,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",90.0,102.0,2.0,,,149038.0,,
Satyrium ledereri,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",3.0,9.0,1.0,,,720643.0,,
Satyrium pruni,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",46.0,52.0,1.0,,,149039.0,,
Satyrium spini,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",102.0,107.0,3.0,,,141728.0,,
Satyrium w-album,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",56.0,63.0,2.0,,,180903.0,,
Scolitantides orion,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",56.0,64.0,1.0,,,27819.0,,
Tarucus balkanica,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",40.0,48.0,2.0,,,270081.0,,
Tarucus theophrastus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",17.0,19.0,2.0,,,82091.0,,
Thecla betulae,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF,iNat",69.0,77.0,1.0,,,70642.0,,
Tomares ballus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",52.0,68.0,1.0,,,201976.0,,
Tomares callimachus,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",93.0,105.0,1.0,,,178215.0,,
Tomares nogelii,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",106.0,141.0,3.0,,,190936.0,201978.0,201977.0
Tongeia fischeri,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"FE,LF",48.0,56.0,1.0,,,70645.0,,
Turanana endymion,Arthropoda,Insecta,Lepidoptera,Lycaenidae,LF,9.0,9.0,2.0,,,83376.0,,
Turanana taygetica,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",6.0,6.0,1.0,AH,,720637.0,,
Zizeeria karsandra,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",63.0,70.0,3.0,,,259026.0,601162.0,
Zizeeria knysna,Arthropoda,Insecta,Lepidoptera,Lycaenidae,"BOLD,FE,LF",35.0,40.0,1.0,,,55178.0,,
