species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Micropterix aglaella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE",0.0,2.0,0.0,,gap,209875.0,
Micropterix allionella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF,iNat",13.0,18.0,1.0,,,209877.0,
Micropterix amsella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",1.0,4.0,0.0,,,209879.0,
Micropterix aruncella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF,iNat",36.0,82.0,2.0,,,187172.0,
Micropterix aureatella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF,iNat",29.0,43.0,1.0,,,183451.0,
Micropterix aureoviridella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",13.0,21.0,1.0,,,209885.0,
Micropterix calthella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF,iNat",8.0,38.0,1.0,,,86654.0,
Micropterix cassinella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,LF",0.0,1.0,0.0,,gap,787025.0,
Micropterix completella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,209888.0,
Micropterix corcyrella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",2.0,8.0,1.0,LF,,209891.0,209916.0
Micropterix croatica,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",0.0,2.0,0.0,,gap,209894.0,
Micropterix cypriensis,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"FE,LF",,,,,gap,,
Micropterix emiliensis,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",0.0,2.0,0.0,,gap,209899.0,
Micropterix erctella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",1.0,1.0,1.0,,,209900.0,
Micropterix facetella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",3.0,6.0,1.0,,,209901.0,
Micropterix fenestrellensis,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",2.0,3.0,0.0,,,209902.0,
Micropterix garganoensis,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,209903.0,
Micropterix gaudiella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,LF",4.0,4.0,1.0,,,892705.0,
Micropterix granatensis,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,209904.0,
Micropterix hartigi,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",7.0,9.0,1.0,,,209905.0,
Micropterix herminiella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",1.0,3.0,0.0,,,209906.0,
Micropterix huemeri,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",0.0,4.0,0.0,,gap,209907.0,
Micropterix ibericella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",0.0,2.0,0.0,,gap,209909.0,
Micropterix igaloensis,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",1.0,4.0,1.0,,,209910.0,
Micropterix imperfectella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"FE,LF",,,,,gap,,
Micropterix isobasella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",1.0,2.0,1.0,,,209913.0,
Micropterix italica,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,209914.0,
Micropterix kardamylensis,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",2.0,5.0,1.0,,,209917.0,
Micropterix klimeschi,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",7.0,12.0,1.0,,,209918.0,
Micropterix lakoniensis,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",0.0,2.0,0.0,,gap,209922.0,
Micropterix mansuetella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",1.0,30.0,1.0,,,209924.0,
Micropterix maschukella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"FE,LF",1.0,2.0,0.0,,,209925.0,
Micropterix minimella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"FE,LF",,,,,gap,,
Micropterix montanella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,LF,,,,,gap,,
Micropterix monticolella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,LF,,,,,gap,,
Micropterix montosiella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,LF,,,,,gap,,
Micropterix myrtetella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",29.0,46.0,2.0,,,209930.0,
Micropterix osthelderi,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF,iNat",12.0,19.0,1.0,,,209933.0,
Micropterix paykullella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",0.0,4.0,0.0,,gap,209934.0,
Micropterix rablensis,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",3.0,19.0,1.0,,,209936.0,
Micropterix renatae,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,209937.0,
Micropterix rothenbachii,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",5.0,10.0,1.0,,,209938.0,
Micropterix schaefferi,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF,iNat",18.0,31.0,1.0,,,209939.0,
Micropterix sicanella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",3.0,5.0,1.0,,,209940.0,
Micropterix stuebneri,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,LF",1.0,2.0,1.0,,,658884.0,
Micropterix trifasciella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",2.0,4.0,0.0,,,209942.0,
Micropterix trinacriella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",2.0,3.0,0.0,,,209943.0,
Micropterix tunbergella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF,iNat",16.0,23.0,1.0,,,198067.0,
Micropterix tuscaniensis,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",0.0,7.0,0.0,,gap,209945.0,
Micropterix uxoria,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"FE,LF",,,,,gap,,
Micropterix vulturensis,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",3.0,5.0,1.0,,,209947.0,
Micropterix wockei,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",1.0,3.0,1.0,,,209948.0,
Micropterix zangheriella,Arthropoda,Insecta,Lepidoptera,Micropterigidae,"BOLD,FE,LF",2.0,5.0,0.0,,,209949.0,
