species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Agnathosia mendicella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",20.0,21.0,1.0,,,271514.0,
Agnathosia sandoeensis,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Amphixystis undosa,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Anomalotinea chellalalis,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Anomalotinea cubiculella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",2.0,2.0,1.0,,,362479.0,
Anomalotinea gardesanella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",2.0,2.0,1.0,,,658886.0,
Anomalotinea liguriella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",3.0,4.0,1.0,,,894260.0,
Archinemapogon yildizae,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",21.0,24.0,1.0,,,258108.0,
Ateliotum arenbergeri,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Ateliotum hungaricellum,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",5.0,5.0,1.0,,,348368.0,
Ateliotum insularis,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,FD,gap,,
Ateliotum larseni,Arthropoda,Insecta,Lepidoptera,Tineidae,LF,,,,,gap,,
Ateliotum petrinella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",4.0,4.0,1.0,,,362477.0,
Ateliotum petrinellum,Arthropoda,Insecta,Lepidoptera,Tineidae,BOLD,1.0,1.0,0.0,,,1138322.0,
Ateliotum syriaca,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Cephimallota angusticostella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF,iNat",10.0,17.0,1.0,,,343564.0,1154862.0
Cephimallota colonella,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Cephimallota crassiflavella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF,iNat",27.0,30.0,1.0,,,258130.0,
Cephimallota praetoriella,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Cephimallota tunesiella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",3.0,3.0,1.0,,,362476.0,
Ceratobia oxymora,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",2.0,4.0,0.0,,,722052.0,
Ceratobia ratjadae,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Ceratuncus affinitella,Arthropoda,Insecta,Lepidoptera,Tineidae,LF,,,,,gap,,
Ceratuncus danubiella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",2.0,2.0,1.0,,,703975.0,
Ceratuncus dzhungaricus,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Ceratuncus maroccanella,Arthropoda,Insecta,Lepidoptera,Tineidae,LF,,,,,gap,,
Ceratuncus maroccanellus,Arthropoda,Insecta,Lepidoptera,Tineidae,BOLD,0.0,1.0,0.0,,gap,981280.0,
Crassicornella agenjoi,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",7.0,7.0,2.0,,,362483.0,
Crassicornella crassicornella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",5.0,5.0,1.0,,,348366.0,
Dorata inornatella,Arthropoda,Insecta,Lepidoptera,Tineidae,BOLD,3.0,3.0,2.0,,,178203.0,
Dryadaula hellenica,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Dryadaula nedae,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,FD,gap,,
Dryadaula pactolia,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Edosa fuscoviolacella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",1.0,2.0,1.0,,,271542.0,
Elatobia bugrai,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Elatobia fuliginosella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",11.0,11.0,1.0,,,286289.0,
Elatobia iberica,Arthropoda,Insecta,Lepidoptera,Tineidae,LF,,,,,gap,,
Elatobia montelliella,Arthropoda,Insecta,Lepidoptera,Tineidae,"BOLD,FE,LF",8.0,9.0,1.0,,,402872.0,
Eudarcia armatum,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Eudarcia atlantica,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Eudarcia aureliani,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Eudarcia balcanicum,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Eudarcia brachyptera,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
Eudarcia daghestanica,Arthropoda,Insecta,Lepidoptera,Tineidae,"FE,LF",,,,,gap,,
