species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13,Unnamed: 14
Idaea biselata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",90.0,98.0,1.0,,,110088.0,,,
Idaea blaesii,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,10.0,1.0,,,204510.0,,,
Idaea bustilloi,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Idaea calunetaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",15.0,22.0,2.0,,,257660.0,,,
Idaea camparia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",31.0,38.0,1.0,,,141752.0,,,
Idaea carvalhoi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,4.0,1.0,,,282311.0,,,
Idaea cervantaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",29.0,38.0,1.0,,,175885.0,,,
Idaea charitata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,391122.0,,,
Idaea circuitaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",10.0,14.0,1.0,,,374404.0,,,
Idaea completa,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,3.0,0.0,,,391120.0,647447.0,,
Idaea consanguiberica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,1.0,,,180242.0,,,
Idaea consanguinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,22.0,2.0,,,141759.0,,,
Idaea consolidata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,11.0,2.0,,,90809.0,,,
Idaea contiguaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",16.0,16.0,1.0,,,176068.0,,,
Idaea couloniata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Idaea davidi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,123780.0,,,
Idaea degeneraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",77.0,101.0,1.0,,,141381.0,,,
Idaea deitanaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,1.0,,,282313.0,,,
Idaea descitaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",1.0,3.0,1.0,,,341133.0,,,
Idaea determinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,14.0,1.0,,,141766.0,,,
Idaea deversaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",44.0,53.0,1.0,,,141387.0,,,
Idaea dilutaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",29.0,34.0,1.0,,,141761.0,,,
Idaea dimidiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",178.0,197.0,1.0,,,19156.0,,,
Idaea distinctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",53.0,58.0,1.0,,,90808.0,,,
Idaea dromikos,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,10.0,0.0,,,155622.0,,,
Idaea effeminata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Idaea efflorata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",11.0,17.0,1.0,,,141787.0,,,
Idaea elongaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",33.0,46.0,5.0,,,141749.0,,,
Idaea emarginata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",14.0,17.0,1.0,,,183494.0,,,
Idaea eugeniata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,18.0,1.0,,,110213.0,,,
Idaea euphorbiata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Idaea fatimata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Idaea figuraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,4.0,0.0,,,282289.0,,,
Idaea filicata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",33.0,45.0,1.0,,,90681.0,,,
Idaea flaveolaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",10.0,14.0,1.0,,,182713.0,,,
Idaea fractilineata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,17.0,2.0,,,268950.0,,,
Idaea fuerteventurensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Idaea fuscovenosa,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",53.0,66.0,3.0,,,98707.0,,,
Idaea gelbrechti,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",5.0,6.0,1.0,,,268949.0,,,
Idaea humiliata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",39.0,47.0,2.0,,,141784.0,,,
Idaea ibericata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Idaea ibizaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,278658.0,,,
Idaea incalcarata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,4.0,1.0,,,268947.0,,,
Idaea incisaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,5.0,1.0,,,224483.0,,,
Idaea inclinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",6.0,6.0,2.0,,,90810.0,,,
Idaea infirmaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",35.0,39.0,3.0,,,141393.0,,,
Idaea inquinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",23.0,41.0,1.0,,,98708.0,,,
Idaea intermedia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,11.0,2.0,,,90695.0,,,
Idaea joannisiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,,,257675.0,,,
Idaea josephinae,Arthropoda,Insecta,Lepidoptera,Geometridae,BOLD,6.0,8.0,1.0,,,1123658.0,209691.0,,
Idaea korbi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,3.0,1.0,,,204489.0,,,
Idaea laevigata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,11.0,1.0,,,141785.0,647259.0,,
Idaea lambessata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",1.0,4.0,0.0,,,204488.0,,,
Idaea leipnitzi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,1.0,,,182712.0,,,
Idaea libycata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,158321.0,,,
Idaea litigiosaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,6.0,1.0,,,262708.0,,,
Idaea lobaria,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,6.0,12.0,2.0,,,90674.0,,,
Idaea longaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",28.0,34.0,5.0,,,92215.0,,,
Idaea lusohispanica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",0.0,4.0,0.0,,gap,407890.0,,,
Idaea luteolaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,4.0,0.0,,,888435.0,,,
Idaea lutulentaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,6.0,0.0,,,391124.0,,,
Idaea macilentaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",3.0,9.0,1.0,,,262707.0,,,
Idaea maderae,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Idaea mancipiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,5.0,0.0,,,593862.0,,,
Idaea mediaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,8.0,1.0,,,196278.0,,,
Idaea metohiensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,7.0,1.0,,,194010.0,,,
Idaea millesima,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Idaea mimosaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,8.0,1.0,,,182358.0,647287.0,,
Idaea minuscularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",22.0,24.0,1.0,LF,,110212.0,,,
Idaea moniliata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",22.0,26.0,1.0,,,141760.0,,,
Idaea muricata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",32.0,38.0,1.0,,,182401.0,,,
Idaea mustelata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,,,175883.0,,,
Idaea mutilata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,1.0,,,204490.0,,,
Idaea neglecta,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,6.0,0.0,,,149339.0,,,
Idaea nevadata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",0.0,1.0,0.0,BEL,gap,1153726.0,,,
Idaea nexata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,7.0,0.0,,,647258.0,,,
Idaea nigra,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,7.0,1.0,,,158320.0,,,
Idaea nigrolineata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,,,155605.0,,,
Idaea nitidata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,5.0,0.0,,,391118.0,,,
Idaea obliquaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,,,285953.0,,,
Idaea obsoletaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",38.0,55.0,6.0,,,141390.0,,,
Idaea ochrata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",63.0,70.0,2.0,,,141783.0,,,
Idaea ossiculata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,26.0,2.0,,,141762.0,,,
Idaea ostrinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",29.0,36.0,2.0,,,141755.0,,,
Idaea palaestinensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",15.0,18.0,1.0,,,90717.0,,,
Idaea pallidata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,23.0,1.0,,,141786.0,,,
Idaea palmata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,3.0,1.0,,,196267.0,406229.0,,
Idaea peluraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",0.0,6.0,0.0,,gap,182417.0,,,
Idaea politaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",20.0,21.0,1.0,,,141756.0,,,
Idaea praecisa,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Idaea predotaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",18.0,20.0,1.0,,,208034.0,,,
Idaea purpurariata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,5.0,0.0,,,606547.0,,,
Idaea rainerii,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,3.0,1.0,,,282341.0,,,
Idaea rhodogrammaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,5.0,1.0,,,151040.0,,,
Idaea robiginata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,0.0,,,888437.0,,,
Idaea rubraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",12.0,20.0,1.0,,,141380.0,,,
Idaea rufaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",17.0,23.0,3.0,,,141758.0,,,
Idaea rupicolaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,3.0,0.0,,,374401.0,,,
Idaea rusticata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",59.0,75.0,1.0,,,141394.0,387883.0,,
Idaea saleri,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,0.0,,,888439.0,,,
Idaea sardoniata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,4.0,1.0,,,196272.0,,,
Idaea seriata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",83.0,104.0,4.0,,,98687.0,,,
Idaea sericeata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,22.0,2.0,,,26161.0,,,
Idaea serpentata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",24.0,25.0,1.0,,,224471.0,,,
Idaea simplicior,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,10.0,1.0,,,155621.0,,,
Idaea spissilimbaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,0.0,BEL,,737052.0,,,
Idaea squalidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",0.0,2.0,0.0,,gap,888440.0,,,
Idaea straminata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",65.0,73.0,1.0,,,141789.0,,,
Idaea subrufaria,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,0.0,4.0,0.0,,gap,391121.0,,,
Idaea subsaturata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,3.0,1.0,,,391117.0,,,
Idaea subsericeata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",56.0,70.0,3.0,,,90749.0,,,
Idaea sylvestraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",29.0,33.0,1.0,,,182402.0,,,
Idaea textaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,11.0,1.0,,,90883.0,,,
Idaea tineata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,,,90748.0,,,
Idaea trigeminata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",33.0,43.0,9.0,,,141754.0,,,
Idaea troglodytaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,13.0,1.0,,,90878.0,,,
Idaea typicata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",12.0,16.0,1.0,,,141788.0,,,
Idaea unicalcarata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",12.0,17.0,1.0,,,196274.0,,,
Idaea urcitana,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,8.0,1.0,,,149338.0,,,
Idaea vesubiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,282312.0,,,
Idaea vilaflorensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Idaea volloni,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",4.0,10.0,1.0,,,90882.0,,,
Isturgia arenacearia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",40.0,47.0,1.0,,,141802.0,,,
Isturgia assimilaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,1.0,,,407885.0,,,
Isturgia berytaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,9.0,1.0,,,90814.0,,,
Isturgia catalaunaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",59.0,73.0,1.0,,,92086.0,,,
Isturgia deerraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",89.0,104.0,2.0,LF,,177570.0,398748.0,92081.0,
Isturgia disputaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",86.0,93.0,1.0,,,90780.0,,,
Isturgia famula,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,6.0,1.0,,,544269.0,,,
Isturgia homochromata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",0.0,2.0,0.0,FD,gap,888457.0,,,
Isturgia limbaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",15.0,26.0,3.0,,,224465.0,,,
Isturgia messapiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,6.0,1.0,,,519542.0,,,
Isturgia miniosaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,17.0,2.0,,,205551.0,,,
Isturgia murinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",23.0,29.0,1.0,,,155564.0,,,
Isturgia punctistrigaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",2.0,2.0,0.0,,,659505.0,,,
Isturgia roraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,18.0,1.0,LF,,268933.0,535324.0,,
Isturgia sparsaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,9.0,1.0,FD,,151046.0,141403.0,,
Isturgia spodiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",19.0,27.0,2.0,,,123787.0,,,
Isturgia tennoa,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,282325.0,,,
Itame vincularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",15.0,17.0,2.0,,,195481.0,,,
Ithysia pravata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,,,523043.0,,,
Jodis lactearia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",40.0,51.0,3.0,,,110176.0,,,
Jodis putata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",29.0,33.0,2.0,,,182396.0,,,
Juxtephria consentaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",16.0,21.0,1.0,,,308332.0,,,
Kresnaia beschkovi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,9.0,0.0,,,296498.0,190860.0,,
Kuchleria insignata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,8.0,1.0,,,92142.0,,,
Kuchleria menadiara,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",12.0,15.0,1.0,,,606585.0,,,
Lampropteryx otregiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,16.0,1.0,,,100511.0,,,
Lampropteryx suffumata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",54.0,63.0,3.0,,,100508.0,,,
Larentia clavaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",19.0,27.0,3.0,,,141795.0,,,
Larentia malvata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",11.0,15.0,1.0,,,141363.0,,,
Larerannis orthogrammaria,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,2.0,6.0,0.0,,,190864.0,,,
Leucobrephos middendorfii,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",3.0,7.0,0.0,,,952305.0,,,
Lhommeia biskraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",10.0,13.0,4.0,,,260276.0,,,
Ligdia adustata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",72.0,80.0,1.0,,,110087.0,,,
Lignyoptera fumidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,2.0,,,268809.0,,,
Lignyoptera thaumastaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,1.0,,,673897.0,,,
Limeria macraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",2.0,2.0,0.0,,,659502.0,,,
Lithostege bosporaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",0.0,1.0,0.0,,gap,192255.0,,,
Lithostege castiliaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,4.0,1.0,,,282321.0,,,
Lithostege clarae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,511938.0,,,
Lithostege coassata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",9.0,11.0,1.0,,,308391.0,,,
Lithostege duponcheli,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,5.0,1.0,,,308394.0,,,
Lithostege farinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",29.0,31.0,1.0,,,308392.0,,,
Lithostege fissurata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",10.0,10.0,2.0,,,205546.0,,,
Lithostege griseata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,20.0,1.0,,,91972.0,,,
Lithostege infuscata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",1.0,1.0,1.0,,,308396.0,,,
Lithostege odessaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",1.0,1.0,0.0,,,177447.0,,,
Lithostege palaestinensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,17.0,1.0,,,90736.0,,,
Lobophora halterata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",54.0,60.0,2.0,,,110099.0,,,
Lomaspilis bithynica,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",4.0,8.0,1.0,,,297246.0,,,
Lomaspilis marginata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",88.0,95.0,3.0,,,100515.0,,,
Lomaspilis opis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,9.0,1.0,,,110155.0,,,
Lomographa bimaculata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",41.0,45.0,1.0,,,160356.0,,,
Lomographa temerata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",55.0,60.0,3.0,BEL,,110096.0,182394.0,,
Lycia alpina,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",12.0,14.0,1.0,,,176169.0,,,
Lycia florentina,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,4.0,1.0,,,151058.0,,,
Lycia graecarius,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,,,452262.0,296453.0,,
Lycia hirtaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",95.0,109.0,3.0,,,151057.0,,,
Lycia isabellae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,6.0,0.0,,,758410.0,456250.0,,
Lycia lapponaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,12.0,2.0,BEL,,286018.0,56192.0,,
Lycia necessaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,7.0,1.0,FD,,155576.0,760971.0,,
Lycia pomonaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",11.0,14.0,2.0,,,56191.0,,,
Lycia zonaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",15.0,19.0,1.0,,,155577.0,,,
Lythria cruentaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",17.0,25.0,2.0,,,152095.0,,,
Lythria plumularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,9.0,1.0,,,282339.0,,,
Lythria purpuraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",22.0,34.0,1.0,,,110190.0,,,
Lythria sanguinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,8.0,1.0,,,152094.0,,,
Macaria alternata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",75.0,81.0,1.0,,,180128.0,257637.0,,
Macaria artesiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",21.0,36.0,1.0,,,110160.0,,,
Macaria brunneata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",145.0,162.0,4.0,LF,,34840.0,519250.0,,
Macaria carbonaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",12.0,14.0,1.0,,,286199.0,,,
Macaria fusca,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",33.0,33.0,1.0,,,179123.0,,,
Macaria ichnusae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,5.0,1.0,,,151033.0,,,
Macaria liturata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",118.0,125.0,3.0,BEL,,98671.0,451183.0,,
Macaria loricaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",245.0,258.0,2.0,LF,,23778.0,,,
Macaria notata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",82.0,132.0,3.0,,,98696.0,,,
Macaria signaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",1164.0,1186.0,1.0,,,23822.0,,,
Malacodea regelaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,5.0,1.0,,,286379.0,,,
Martania taeniata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",30.0,31.0,1.0,,,177428.0,,,
