species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Adela albicinctella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF,iNat",14.0,15.0,1.0,,,302078.0
Adela australis,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF",3.0,6.0,1.0,,,302080.0
Adela collicolella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF",0.0,1.0,0.0,BEL,gap,939801.0
Adela croesella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF,iNat",19.0,25.0,3.0,,,179140.0
Adela cuprella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF,iNat",13.0,14.0,1.0,,,286313.0
Adela homalella,Arthropoda,Insecta,Lepidoptera,Adelidae,"FE,LF",,,,,gap,
Adela mazzolella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF",10.0,14.0,1.0,,,448740.0
Adela paludicolella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF",2.0,4.0,0.0,,,939800.0
Adela pantherella,Arthropoda,Insecta,Lepidoptera,Adelidae,"FE,LF",,,,BEL,gap,
Adela reaumurella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF,iNat",30.0,41.0,1.0,,,255663.0
Adela repetitella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,LF",0.0,1.0,0.0,BEL,gap,302079.0
Adela violella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF,iNat",13.0,15.0,1.0,,,298986.0
Cauchas albiantennella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF",8.0,9.0,1.0,,,275504.0
Cauchas anatolica,Arthropoda,Insecta,Lepidoptera,Adelidae,"FE,LF",,,,,gap,
Cauchas breviantennella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF",3.0,3.0,1.0,,,286404.0
Cauchas canalella,Arthropoda,Insecta,Lepidoptera,Adelidae,"FE,LF",,,,,gap,
Cauchas fibulella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF,iNat",25.0,29.0,1.0,,,258162.0
Cauchas florella,Arthropoda,Insecta,Lepidoptera,Adelidae,"FE,LF",1.0,1.0,0.0,,,939803.0
Cauchas leucocerella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF",6.0,8.0,1.0,,,258163.0
Cauchas rufifrontella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF,iNat",3.0,8.0,1.0,,,354204.0
Cauchas rufimitrella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF,iNat",56.0,60.0,1.0,,,255622.0
Cauchas tridesma,Arthropoda,Insecta,Lepidoptera,Adelidae,"FE,LF",,,,,gap,
Cauchas uhrikmeszarosiella,Arthropoda,Insecta,Lepidoptera,Adelidae,LF,,,,,gap,
Nematopogon adansoniella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF,iNat",24.0,28.0,1.0,,,298989.0
Nematopogon argentellus,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,LF",3.0,3.0,1.0,,,754533.0
Nematopogon caliginella,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,LF",0.0,1.0,0.0,,gap,805224.0
Nematopogon caucasica,Arthropoda,Insecta,Lepidoptera,Adelidae,LF,,,,,gap,
Nematopogon garganellus,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,LF",16.0,17.0,1.0,,,1136594.0
Nematopogon magna,Arthropoda,Insecta,Lepidoptera,Adelidae,"BOLD,FE,LF",8.0,9.0,1.0,,,298988.0
