species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Amynta axis,Arthropoda,Insecta,Lepidoptera,Nolidae,LF,,,,,gap,
Arcyophora dentula,Arthropoda,Insecta,Lepidoptera,Nolidae,LF,,,,,gap,
Bena bicolorana,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF,iNat",54.0,58.0,2.0,,,86422.0
Earias albovenosana,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",5.0,5.0,0.0,,,467649.0
Earias biplaga,Arthropoda,Insecta,Lepidoptera,Nolidae,LF,59.0,68.0,1.0,,,64608.0
Earias clorana,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF,iNat",44.0,52.0,2.0,,,86455.0
Earias insulana,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",69.0,94.0,5.0,,,64609.0
Earias roseifera,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,LF",27.0,28.0,2.0,,,139797.0
Earias syriacana,Arthropoda,Insecta,Lepidoptera,Nolidae,"FE,LF",,,,,gap,
Earias vernana,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",9.0,11.0,1.0,,,297110.0
Earias vittella,Arthropoda,Insecta,Lepidoptera,Nolidae,LF,69.0,78.0,1.0,,,50471.0
Garella musculana,Arthropoda,Insecta,Lepidoptera,Nolidae,"FE,LF",,,,,gap,
Garella nilotica,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",401.0,409.0,2.0,,,316937.0
Meganola albula,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF,iNat",32.0,39.0,1.0,,,86461.0
Meganola gigantula,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",2.0,2.0,2.0,,,465464.0
Meganola impura,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",1.0,3.0,0.0,,,397603.0
Meganola kolbi,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",1.0,3.0,0.0,,,196870.0
Meganola strigula,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF,iNat",36.0,42.0,1.0,,,179160.0
Meganola togatulalis,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",16.0,17.0,1.0,,,288102.0
Nola aegyptiaca,Arthropoda,Insecta,Lepidoptera,Nolidae,"FE,LF",,,,,gap,
Nola aerugula,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF,iNat",44.0,53.0,1.0,,,196872.0
Nola chlamitulalis,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",11.0,13.0,2.0,,,288104.0
Nola chlamytulalis,Arthropoda,Insecta,Lepidoptera,Nolidae,BOLD,0.0,4.0,0.0,,gap,340976.0
Nola cicatricalis,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",20.0,28.0,3.0,,,196871.0
Nola confusalis,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF,iNat",52.0,60.0,1.0,,,197756.0
Nola crambiformis,Arthropoda,Insecta,Lepidoptera,Nolidae,"FE,LF",1.0,1.0,0.0,,,1079746.0
Nola cristatula,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",15.0,18.0,1.0,,,204423.0
Nola cucullatella,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF,iNat",33.0,38.0,1.0,,,197718.0
Nola dresnayi,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",6.0,6.0,2.0,,,465019.0
Nola estonica,Arthropoda,Insecta,Lepidoptera,Nolidae,BOLD,61.0,61.0,2.0,,,1135123.0
Nola harouni,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",3.0,8.0,0.0,,,340986.0
Nola holsatica,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",1.0,4.0,1.0,,,465021.0
Nola infantula,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,LF",11.0,14.0,1.0,,,374483.0
Nola karelica,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",8.0,8.0,1.0,,,286450.0
Nola kruegeri,Arthropoda,Insecta,Lepidoptera,Nolidae,"FE,LF",,,,,gap,
Nola ronkayorum,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",2.0,5.0,0.0,,,296507.0
Nola squalida,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",12.0,21.0,1.0,,,340987.0
Nola strigula,Arthropoda,Insecta,Lepidoptera,Nolidae,BOLD,0.0,6.0,0.0,,gap,340985.0
Nola subchlamydula,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",24.0,24.0,2.0,,,288103.0
Nola subchlamytula,Arthropoda,Insecta,Lepidoptera,Nolidae,BOLD,0.0,5.0,0.0,,gap,340977.0
Nola thymula,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",4.0,8.0,1.0,,,278696.0
Nola togatulalis,Arthropoda,Insecta,Lepidoptera,Nolidae,BOLD,0.0,2.0,0.0,,gap,341013.0
Nola tutulella,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",4.0,12.0,0.0,,,340975.0
Nycteola asiatica,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",21.0,22.0,1.0,,,196873.0
Nycteola columbana,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",26.0,28.0,1.0,,,531267.0
Nycteola columbiana,Arthropoda,Insecta,Lepidoptera,Nolidae,BOLD,2.0,3.0,1.0,,,509249.0
Nycteola degenerana,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF,iNat",34.0,37.0,1.0,,,204432.0
Nycteola eremostola,Arthropoda,Insecta,Lepidoptera,Nolidae,"FE,LF",,,,,gap,
Nycteola kuldzhana,Arthropoda,Insecta,Lepidoptera,Nolidae,"FE,LF",1.0,1.0,0.0,,,1079747.0
Nycteola revayana,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF,iNat",73.0,79.0,1.0,,,183408.0
Nycteola siculana,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF",5.0,6.0,0.0,,,297109.0
Nycteola svecicus,Arthropoda,Insecta,Lepidoptera,Nolidae,"FE,LF",,,,,gap,
Pardoxia graellsii,Arthropoda,Insecta,Lepidoptera,Nolidae,LF,,,,,gap,
Pseudoips prasinana,Arthropoda,Insecta,Lepidoptera,Nolidae,"BOLD,FE,LF,iNat",73.0,75.0,3.0,,,86428.0
