species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Eudarcia ajpetrica,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,LF",1.0,1.0,1.0,,,853005.0
Eudarcia alberti,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,727169.0
Eudarcia albocapitata,Arthropoda,Insecta,Lepidoptera,Meessiidae,LF,,,,,gap,
Eudarcia confusella,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,FE,LF",7.0,7.0,1.0,,,787027.0
Eudarcia creticola,Arthropoda,Insecta,Lepidoptera,Meessiidae,LF,,,,,gap,
Eudarcia croaticum,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,FE,LF",2.0,2.0,0.0,,,986389.0
Eudarcia dalmaticum,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,FE,LF",1.0,1.0,0.0,,,986388.0
Eudarcia granulatella,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,FE,LF",1.0,2.0,0.0,,,726826.0
Eudarcia hedemanni,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,FE,LF",5.0,6.0,1.0,,,710460.0
Eudarcia ignorata,Arthropoda,Insecta,Lepidoptera,Meessiidae,LF,,,,,gap,
Eudarcia kasyi,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,FE,LF",1.0,2.0,0.0,,,1004097.0
Eudarcia kimmeriella,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,LF",1.0,1.0,1.0,,,801170.0
Eudarcia lakoniacola,Arthropoda,Insecta,Lepidoptera,Meessiidae,LF,,,,,gap,
Eudarcia leopoldella,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,FE,LF",1.0,1.0,0.0,,,1138329.0
Eudarcia melitensis,Arthropoda,Insecta,Lepidoptera,Meessiidae,LF,,,,,gap,
Eudarcia pagenstecherella,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,FE,LF",2.0,9.0,1.0,,,258111.0
Eudarcia prealpina,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,LF",2.0,2.0,1.0,,,781553.0
Eudarcia pulchra,Arthropoda,Insecta,Lepidoptera,Meessiidae,LF,,,,,gap,
Eudarcia richardsoni,Arthropoda,Insecta,Lepidoptera,Meessiidae,"BOLD,FE,LF",2.0,2.0,1.0,,,205712.0
Eudarcia rutjani,Arthropoda,Insecta,Lepidoptera,Meessiidae,LF,,,,,gap,
Eudarcia saxatilis,Arthropoda,Insecta,Lepidoptera,Meessiidae,LF,,,,,gap,
Eudarcia zagulajevi,Arthropoda,Insecta,Lepidoptera,Meessiidae,LF,,,,,gap,
