species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Bucculatrix gnaphaliella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",1.0,4.0,0.0,,,351578.0
Bucculatrix helichrysella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",10.0,15.0,0.0,,,351584.0
Bucculatrix herbalbella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",1.0,1.0,0.0,,,351575.0
Bucculatrix humiliella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",18.0,26.0,2.0,LF,,286290.0
Bucculatrix imitatella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,LF,,,,,gap,
Bucculatrix infans,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",1.0,5.0,0.0,,,351561.0
Bucculatrix kaptarae,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,LF",0.0,2.0,0.0,,gap,894139.0
Bucculatrix laciniatella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",4.0,9.0,0.0,,,351566.0
Bucculatrix latviaella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",5.0,7.0,1.0,,,286402.0
Bucculatrix lavaterella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",2.0,5.0,0.0,,,351559.0
Bucculatrix lerchianella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,LF,,,,,gap,
Bucculatrix maritima,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",11.0,15.0,2.0,,,271520.0
Bucculatrix mehadiensis,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",0.0,4.0,0.0,,gap,709980.0
Bucculatrix myricae,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"FE,LF",,,,,gap,
Bucculatrix nigricomella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",43.0,50.0,1.0,,,198068.0
Bucculatrix noltei,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",8.0,11.0,1.0,,,351579.0
Bucculatrix orophilella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",0.0,4.0,0.0,,gap,351569.0
Bucculatrix pannonica,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",2.0,3.0,0.0,,,351576.0
Bucculatrix phagnalella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",4.0,6.0,0.0,,,351585.0
Bucculatrix pseudosylvella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",0.0,2.0,0.0,,gap,351562.0
Bucculatrix pyrenaica,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",3.0,3.0,0.0,,,942465.0
Bucculatrix ratisbonensis,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",34.0,38.0,1.0,,,183399.0
Bucculatrix regaella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,LF",11.0,12.0,1.0,,,351553.0
Bucculatrix rhamniella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",1.0,2.0,0.0,,,351550.0
Bucculatrix salicella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,BOLD,0.0,1.0,0.0,,gap,894140.0
Bucculatrix santolinella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",3.0,4.0,0.0,,,746886.0
Bucculatrix spinachristi,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,BOLD,21.0,23.0,1.0,,,709979.0
Bucculatrix telaviviella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"FE,LF",,,,BEL,gap,
Bucculatrix thoracella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF,iNat",28.0,32.0,1.0,,,183411.0
Bucculatrix ulmella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF,iNat",60.0,71.0,2.0,,,205703.0
Bucculatrix ulmicola,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",7.0,10.0,0.0,,,709981.0
Bucculatrix ulmifoliae,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"BOLD,FE,LF",7.0,12.0,1.0,,,351549.0
Bucculatrix zizyphella,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,"FE,LF",,,,,gap,
