species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Agonopterix abditella,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",5.0,6.0,1.0,,,760582.0,
Agonopterix banatica,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",,,,,gap,,
Agonopterix caucasiella,Arthropoda,Insecta,Lepidoptera,Elachistidae,LF,2.0,2.0,1.0,,,50614.0,
Agonopterix crassiventrella,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",,,,,gap,,
Agonopterix cyrniella,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",,,,,gap,,
Agonopterix dictamnephaga,Arthropoda,Insecta,Lepidoptera,Elachistidae,LF,,,,,gap,,
Agonopterix dumitrescui,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",,,,,gap,,
Agonopterix feruliphila,Arthropoda,Insecta,Lepidoptera,Elachistidae,LF,,,,,gap,,
Agonopterix iliensis,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",,,,,gap,,
Agonopterix inoxiella,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",,,,,gap,,
Agonopterix kyzyltashensis,Arthropoda,Insecta,Lepidoptera,Elachistidae,LF,4.0,4.0,1.0,,,967630.0,
Agonopterix melancholica,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",8.0,8.0,0.0,,,962178.0,
Agonopterix mendesi,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",,,,,gap,,
Agonopterix ordubadensis,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",5.0,6.0,0.0,,,854168.0,
Agonopterix perstrigella,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",,,,,gap,,
Agonopterix rimulella,Arthropoda,Insecta,Lepidoptera,Elachistidae,LF,3.0,4.0,1.0,,,785229.0,
Agonopterix seraphimella,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",,,,,gap,,
Agonopterix subumbellana,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",3.0,4.0,0.0,,,731109.0,
Agonopterix volgensis,Arthropoda,Insecta,Lepidoptera,Elachistidae,LF,5.0,5.0,0.0,,,887293.0,
Anchinia grandis,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",1.0,1.0,0.0,,,787029.0,
Aphelosetia argentella,Arthropoda,Insecta,Lepidoptera,Elachistidae,"BOLD,LF",0.0,1.0,0.0,LF,gap,748761.0,
Aphelosetia catalana,Arthropoda,Insecta,Lepidoptera,Elachistidae,"BOLD,LF",6.0,6.0,0.0,LF,,340632.0,
Aphelosetia dispilella,Arthropoda,Insecta,Lepidoptera,Elachistidae,"BOLD,LF",22.0,25.0,1.0,LF,,340562.0,
Aphelosetia dumosa,Arthropoda,Insecta,Lepidoptera,Elachistidae,LF,,,,LF,gap,,
Aphelosetia galactitella,Arthropoda,Insecta,Lepidoptera,Elachistidae,LF,,,,LF,gap,,
Aphelosetia hedemanni,Arthropoda,Insecta,Lepidoptera,Elachistidae,LF,,,,LF,gap,,
Aphelosetia lugdunensis,Arthropoda,Insecta,Lepidoptera,Elachistidae,LF,,,,LF,gap,,
Blastodacna atra,Arthropoda,Insecta,Lepidoptera,Elachistidae,"BOLD,FE,LF,iNat",33.0,38.0,1.0,,,255725.0,
Blastodacna hellerella,Arthropoda,Insecta,Lepidoptera,Elachistidae,"BOLD,FE,LF",15.0,23.0,1.0,,,198094.0,
Blastodacna libanotica,Arthropoda,Insecta,Lepidoptera,Elachistidae,LF,,,,,gap,,
Blastodacna rossica,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",,,,,gap,,
Blastodacna vinolentella,Arthropoda,Insecta,Lepidoptera,Elachistidae,"FE,LF",,,,,gap,,
Chrysoclista gabretica,Arthropoda,Insecta,Lepidoptera,Elachistidae,"BOLD,LF",3.0,3.0,1.0,,,730514.0,
Chrysoclista germanica,Arthropoda,Insecta,Lepidoptera,Elachistidae,"BOLD,LF",2.0,2.0,0.0,,,892027.0,
Chrysoclista lathamella,Arthropoda,Insecta,Lepidoptera,Elachistidae,"BOLD,FE,LF",7.0,9.0,2.0,LF,,320241.0,
