species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Coptotriche angusticollella,Arthropoda,Insecta,Lepidoptera,Tischeriidae,"BOLD,FE,LF",44.0,51.0,1.0,,,370741.0,
Coptotriche berberella,Arthropoda,Insecta,Lepidoptera,Tischeriidae,"FE,LF",,,,,gap,,
Coptotriche gaunacella,Arthropoda,Insecta,Lepidoptera,Tischeriidae,"BOLD,FE,LF",16.0,19.0,1.0,,,573462.0,
Coptotriche heinemanni,Arthropoda,Insecta,Lepidoptera,Tischeriidae,"BOLD,FE,LF",21.0,22.0,1.0,,,370742.0,
Coptotriche longiciliatella,Arthropoda,Insecta,Lepidoptera,Tischeriidae,"BOLD,FE,LF",1.0,1.0,0.0,,,736914.0,
Coptotriche marginea,Arthropoda,Insecta,Lepidoptera,Tischeriidae,"BOLD,FE,LF,iNat",61.0,68.0,1.0,,,343568.0,
Coptotriche szocsi,Arthropoda,Insecta,Lepidoptera,Tischeriidae,"BOLD,FE,LF",6.0,8.0,0.0,FD,,1137924.0,707876.0
Coptotriche tantalella,Arthropoda,Insecta,Lepidoptera,Tischeriidae,"FE,LF",,,,,gap,,
Tischeria decidua,Arthropoda,Insecta,Lepidoptera,Tischeriidae,"BOLD,FE,LF",18.0,20.0,1.0,,,500062.0,
Tischeria dodonaea,Arthropoda,Insecta,Lepidoptera,Tischeriidae,"BOLD,FE,LF",24.0,34.0,1.0,,,258161.0,
Tischeria ekebladella,Arthropoda,Insecta,Lepidoptera,Tischeriidae,"BOLD,FE,LF,iNat",51.0,62.0,1.0,,,255697.0,
Tischeria ekebladoides,Arthropoda,Insecta,Lepidoptera,Tischeriidae,"FE,LF",,,,,gap,,
