species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Abromias monoglypha,Arthropoda,Insecta,Lepidoptera,Noctuidae,BOLD,3.0,3.0,1.0,,,354596.0,159777.0,
Abromias platinea,Arthropoda,Insecta,Lepidoptera,Noctuidae,BOLD,0.0,1.0,0.0,,gap,354593.0,,
Abromias syriaca,Arthropoda,Insecta,Lepidoptera,Noctuidae,BOLD,6.0,6.0,1.0,,,159776.0,,
Abromias zeta,Arthropoda,Insecta,Lepidoptera,Noctuidae,BOLD,0.0,1.0,0.0,,gap,354592.0,,
Abrostola agnorista,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",3.0,3.0,0.0,,,297113.0,,
Abrostola asclepiadis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",47.0,52.0,1.0,,,196761.0,,
Abrostola canariensis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Abrostola clarissa,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Abrostola tripartita,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",76.0,80.0,1.0,,,196760.0,,
Abrostola triplasia,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",51.0,54.0,1.0,,,196762.0,,
Acontia biskrensis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Acontia candefacta,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Acontia lucida,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",38.0,45.0,1.0,,,178022.0,,
Acontia luctuosa,Arthropoda,Insecta,Lepidoptera,Noctuidae,BOLD,3.0,3.0,1.0,,,297125.0,,
Acontia melanura,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Acontia titania,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",2.0,3.0,0.0,,,546030.0,,
Acontia trabealis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",49.0,56.0,3.0,FD,,261718.0,196764.0,
Acontia viridisquama,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",1.0,2.0,0.0,,,1059436.0,,
Acontiola lascivalis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Acontiola moldavicola,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Acosmetia caliginosa,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",4.0,6.0,1.0,,,722382.0,,
Acrapex taurica,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Acrobyla kneuckeri,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Acronicta aceris,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",44.0,45.0,1.0,,,196737.0,,
Acronicta alni,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",56.0,56.0,1.0,,,196735.0,,
Acronicta auricoma,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",43.0,46.0,1.0,,,59787.0,,
Acronicta cinerea,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",10.0,11.0,1.0,,,286407.0,,
Acronicta cuspis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",11.0,15.0,1.0,,,205569.0,,
Acronicta euphorbiae,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",46.0,53.0,2.0,,,205568.0,,
Acronicta leporina,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",41.0,42.0,1.0,,,22823.0,,
Acronicta megacephala,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,LF,iNat",27.0,30.0,5.0,,,196738.0,,
Acronicta menyanthidis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",29.0,29.0,1.0,,,261717.0,,
Acronicta orientalis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",1.0,2.0,1.0,,,792238.0,,
Acronicta psi,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",130.0,133.0,1.0,,,86426.0,,
Acronicta rumicis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",98.0,105.0,1.0,,,196739.0,,
Acronicta strigosa,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",28.0,35.0,2.0,,,204443.0,,
Acronicta tridens,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",26.0,28.0,4.0,,,196736.0,,
Acronicta vulpina,Arthropoda,Insecta,Lepidoptera,Noctuidae,LF,31.0,32.0,3.0,,,17104.0,,
Actebia fennica,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",25.0,26.0,1.0,,,86167.0,,
Actebia fugax,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",1.0,1.0,1.0,,,524802.0,,
Actebia multifida,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",6.0,8.0,1.0,,,760470.0,,
Actebia photophila,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,1059432.0,,
Actebia praecox,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",11.0,13.0,1.0,,,197767.0,,
Actebia squalida,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",10.0,10.0,1.0,,,370727.0,,
Actinotia hyperici,Arthropoda,Insecta,Lepidoptera,Noctuidae,BOLD,1.0,2.0,0.0,,,204445.0,,
Actinotia polyodon,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",33.0,40.0,2.0,,,86407.0,,
Actinotia radiosa,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",7.0,8.0,1.0,,,266511.0,,
Aedia funesta,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",16.0,18.0,1.0,,,154927.0,,
Aedia leucomelas,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",65.0,67.0,3.0,,,60100.0,,
Aedophron phlebophora,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Aedophron rhodites,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Aegle agatha,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Aegle exquisita,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Aegle kaekeritziana,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",2.0,3.0,1.0,,,196782.0,,
Aegle pallida,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Aegle rebeli,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Aegle semicana,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,282279.0,,
Aegle vespertinalis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",3.0,4.0,0.0,BEL,,467632.0,297108.0,
Aetheria digramme,Arthropoda,Insecta,Lepidoptera,Noctuidae,LF,,,,,gap,,,
Aetheria dysodea,Arthropoda,Insecta,Lepidoptera,Noctuidae,BOLD,1.0,1.0,1.0,,,196842.0,,
Agrochola Iota,Arthropoda,Insecta,Lepidoptera,Noctuidae,BOLD,0.0,1.0,0.0,,gap,202508.0,,
Agrochola blidaensis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",6.0,7.0,1.0,,,297072.0,,
Agrochola castanea,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",4.0,4.0,0.0,FD,,,,
Agrochola consueta,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Agrochola deleta,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",4.0,4.0,0.0,,,296487.0,,
Agrochola dujardini,Arthropoda,Insecta,Lepidoptera,Noctuidae,BOLD,1.0,1.0,0.0,,,297073.0,,
Agrochola gratiosa,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",4.0,4.0,0.0,,,296489.0,,
Agrochola haematidea,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",9.0,10.0,1.0,,,354587.0,,
Agrochola helvola,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",43.0,47.0,1.0,,,205598.0,,
Agrochola humilis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",12.0,12.0,1.0,,,296483.0,,
Agrochola kindermannii,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Agrochola lactiflora,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,LF,gap,,,
Agrochola laevis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",12.0,16.0,1.0,,,196813.0,,
Agrochola litura,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",42.0,42.0,1.0,,,196812.0,,
Agrochola lota,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",47.0,49.0,1.0,,,157365.0,,
Agrochola lunosa,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",24.0,24.0,2.0,,,513705.0,197677.0,
Agrochola luteogrisea,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Agrochola lychnidis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",45.0,48.0,2.0,,,197775.0,,
Agrochola macilenta,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",55.0,60.0,1.0,,,197770.0,,
Agrochola mansueta,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,1079754.0,,
Agrochola meridionalis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",3.0,3.0,1.0,,,378698.0,,
Agrochola nitida,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",26.0,28.0,1.0,,,196811.0,,
Agrochola orejoni,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",3.0,3.0,0.0,,,378699.0,,
Agrochola orientalis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Agrochola osthelderi,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",3.0,3.0,0.0,,,296485.0,,
Agrochola pistacinoides,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",10.0,11.0,1.0,,,354588.0,,
Agrochola prolai,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Agrochola rupicapra,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",2.0,4.0,0.0,,,296484.0,,
Agrochola ruticilla,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",30.0,32.0,2.0,FD,,770601.0,297074.0,377795.0
Agrochola schreieri,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Agrochola thurneri,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",1.0,1.0,0.0,,,296486.0,,
Agrotis aistleitneri,Arthropoda,Insecta,Lepidoptera,Noctuidae,LF,1.0,1.0,0.0,,,348087.0,,
Agrotis alexandriensis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",2.0,2.0,0.0,,,1121610.0,,
Agrotis atrux,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",4.0,4.0,1.0,,,348039.0,,
Agrotis bigramma,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",25.0,29.0,2.0,,,258166.0,,
Agrotis boetica,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE",4.0,5.0,0.0,,,971173.0,,
Agrotis boeticus,Arthropoda,Insecta,Lepidoptera,Noctuidae,LF,,,,,gap,,,
Agrotis catalaunensis,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",25.0,28.0,2.0,,,346933.0,,
Agrotis characteristica,Arthropoda,Insecta,Lepidoptera,Noctuidae,"FE,LF",,,,,gap,,,
Agrotis charoae,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",6.0,11.0,1.0,,,907831.0,,
Agrotis chretieni,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF",9.0,12.0,0.0,,,387876.0,,
Agrotis cinerea,Arthropoda,Insecta,Lepidoptera,Noctuidae,"BOLD,FE,LF,iNat",37.0,39.0,1.0,,,196868.0,,
