species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Chetogena fasciata,Arthropoda,Insecta,Diptera,Nemestrinidae,"BOLD,FE,SyDip",2.0,2.0,1.0,SyDip,,800590.0
Hirmoneura obscura,Arthropoda,Insecta,Diptera,Nemestrinidae,"FE,SyDip",,,,,gap,
Nemestrinus aegyptiacus,Arthropoda,Insecta,Diptera,Nemestrinidae,"FE,SyDip",1.0,1.0,1.0,,,83759.0
Nemestrinus ariasi,Arthropoda,Insecta,Diptera,Nemestrinidae,"FE,SyDip",,,,,gap,
Nemestrinus ater,Arthropoda,Insecta,Diptera,Nemestrinidae,"FE,SyDip",,,,,gap,
Nemestrinus caucasicus,Arthropoda,Insecta,Diptera,Nemestrinidae,"FE,SyDip",,,,,gap,
Nemestrinus graecus,Arthropoda,Insecta,Diptera,Nemestrinidae,"FE,SyDip",,,,,gap,
Nemestrinus nigrovillosus,Arthropoda,Insecta,Diptera,Nemestrinidae,"FE,SyDip",,,,,gap,
Nemestrinus perezii,Arthropoda,Insecta,Diptera,Nemestrinidae,"FE,SyDip",,,,,gap,
Nemestrinus reticulatus,Arthropoda,Insecta,Diptera,Nemestrinidae,"FE,SyDip",,,,,gap,
Neorhynchocephalus tauscheri,Arthropoda,Insecta,Diptera,Nemestrinidae,"FE,SyDip",1.0,1.0,1.0,,,800592.0
Stenopteromyia bolivari,Arthropoda,Insecta,Diptera,Nemestrinidae,"FE,SyDip",,,,,gap,
Trichopsidea costata,Arthropoda,Insecta,Diptera,Nemestrinidae,"FE,SyDip",,,,,gap,
