species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Azaisia obscura,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",1.0,2.0,1.0,,,789250.0
Azaisia setitarsis,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Macrotarsina longimana,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Oplisa caesia,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Oplisa oldenbergi,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Paykullia braueri,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Paykullia insularis,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Paykullia nubilipennis,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Paykullia partenopea,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Phyto adolescens,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",1.0,2.0,1.0,,,789251.0
Phyto angustifrons,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Phyto brevipila,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Phyto celer,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Phyto discrepans,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Phyto fernandezyepezi,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Phyto hertingi,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Phyto nigrobarbata,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Phyto similis,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Phyto subalbida,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Stevenia acutangula,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Stevenia angustifrons,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Stevenia eggeri,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",1.0,2.0,1.0,,,789253.0
Stevenia fausti,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",1.0,2.0,1.0,,,789254.0
Stevenia fernandezi,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Stevenia maeotica,Arthropoda,Insecta,Diptera,Rhinophoridae,FE,,,,,gap,
Stevenia nudiseta,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Stevenia obscuripennis,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Stevenia pannonica,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Stevenia signata,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",2.0,5.0,1.0,,,789255.0
Stevenia triangulata,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
Tromodesia angustifrons,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",1.0,1.0,1.0,,,800674.0
Tromodesia vibripennis,Arthropoda,Insecta,Diptera,Rhinophoridae,"FE,SyDip",,,,,gap,
