species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Allanthalia pallida,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,FE,SyDip",5.0,5.0,1.0,,,467358.0,
Anthalia beatricella,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,729381.0,
Anthalia brevicornis,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Anthalia schoenherri,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,469889.0,
Bicellaria albopilosa,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Bicellaria austriaca,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,FE,SyDip",6.0,7.0,2.0,,,576828.0,
Bicellaria bisetosa,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,FE,SyDip",538.0,538.0,1.0,,,457088.0,
Bicellaria collini,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Bicellaria dispar,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Bicellaria furcifer,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,SyDip",157.0,157.0,1.0,,,457090.0,
Bicellaria halterata,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Bicellaria intermedia,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,FE,SyDip",152.0,154.0,2.0,,,483574.0,
Bicellaria longisetosa,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Bicellaria mera,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Bicellaria nigrita,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Bicellaria pilosa,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,FE,SyDip",5.0,5.0,1.0,,,510606.0,
Bicellaria simplicipes,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,FE,SyDip",92.0,93.0,2.0,,,576884.0,
Bicellaria spuria,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,FE,SyDip",35.0,35.0,4.0,SyDip,,468358.0,467370.0
Bicellaria stackelbergi,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Bicellaria subpilosa,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,FE,SyDip",4.0,5.0,1.0,,,643680.0,
Bicellaria sulcata,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,FE,SyDip",9.0,9.0,3.0,,,483599.0,
Bicellaria uvens,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,SyDip",2.0,2.0,0.0,,,738622.0,
Bicellaria vana,Arthropoda,Insecta,Diptera,Hybotidae,"BOLD,FE,SyDip",64.0,64.0,1.0,,,576798.0,
Chersodromia adriatica,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",2.0,2.0,1.0,,,576890.0,
Chersodromia alata,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Chersodromia ancilottoi,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Chersodromia arenaria,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Chersodromia beckeri,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Chersodromia bureschi,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
Chersodromia colliniana,Arthropoda,Insecta,Diptera,Hybotidae,"FE,SyDip",,,,,gap,,
