species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Achyrolimonia coeiana,Arthropoda,Insecta,Diptera,Limoniidae,"FE,SyDip",,,,,gap,,,
Achyrolimonia decemmaculata,Arthropoda,Insecta,Diptera,Limoniidae,"BOLD,FE,SyDip",19.0,21.0,1.0,,,447242.0,,
Achyrolimonia neonebulosa,Arthropoda,Insecta,Diptera,Limoniidae,"FE,SyDip",,,,SyDip,gap,,,
Adelphomyia punctum,Arthropoda,Insecta,Diptera,Limoniidae,"BOLD,FE,SyDip",6.0,7.0,1.0,,,451231.0,,
Afrolimnophila minima,Arthropoda,Insecta,Diptera,Limoniidae,"FE,SyDip",,,,,gap,,,
Antocha (Antocha) vitripennis,Arthropoda,Insecta,Diptera,Limoniidae,"BOLD,FE,SyDip",9.0,12.0,2.0,SyDip,,451249.0,,
Antocha (Orimargula) alpigena,Arthropoda,Insecta,Diptera,Limoniidae,"FE,SyDip",,,,SyDip,gap,,,
Arctoconopa forcipata,Arthropoda,Insecta,Diptera,Limoniidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,1057023.0,,
Arctoconopa melampodia,Arthropoda,Insecta,Diptera,Limoniidae,"FE,SyDip",,,,,gap,,,
Arctoconopa obscuripes,Arthropoda,Insecta,Diptera,Limoniidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,1057024.0,,
Arctoconopa quadrivittata,Arthropoda,Insecta,Diptera,Limoniidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,1057025.0,,
Arctoconopa zonata,Arthropoda,Insecta,Diptera,Limoniidae,"BOLD,FE,SyDip",2.0,3.0,1.0,,,447261.0,,
Atypophthalmus machidai,Arthropoda,Insecta,Diptera,Limoniidae,FE,,,,,gap,,,
Austrolimnophila (Archilimnophila) harperi,Arthropoda,Insecta,Diptera,Limoniidae,"BOLD,FE,SyDip",3.0,3.0,1.0,SyDip,,447274.0,,
Austrolimnophila (Archilimnophila) subpolaris,Arthropoda,Insecta,Diptera,Limoniidae,"FE,SyDip",,,,,gap,,,
Austrolimnophila (Archilimnophila) unica,Arthropoda,Insecta,Diptera,Limoniidae,"BOLD,FE,SyDip",8.0,9.0,1.0,SyDip,,447262.0,,
Austrolimnophila (Austrolimnophila) analis,Arthropoda,Insecta,Diptera,Limoniidae,"BOLD,FE,SyDip",1.0,1.0,1.0,SyDip,,954095.0,,
Austrolimnophila (Austrolimnophila) brevicellula,Arthropoda,Insecta,Diptera,Limoniidae,"FE,SyDip",,,,,gap,,,
Austrolimnophila (Austrolimnophila) latistyla,Arthropoda,Insecta,Diptera,Limoniidae,"BOLD,FE,SyDip",19.0,19.0,1.0,,,954091.0,,
Austrolimnophila (Austrolimnophila) ochracea,Arthropoda,Insecta,Diptera,Limoniidae,"BOLD,FE,SyDip",19.0,19.0,1.0,SyDip,,760453.0,,
Austrolimnophila benoisti,Arthropoda,Insecta,Diptera,Limoniidae,FE,,,,,gap,,,
