species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Aphanotrigonum bicolor,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",1.0,1.0,1.0,,,983699.0,
Aphanotrigonum brachypterum,Arthropoda,Insecta,Diptera,Chloropidae,FE,,,,,gap,,
Aphanotrigonum brunneum,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",,,,,gap,,
Aphanotrigonum cinctellum,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",,,,,gap,,
Aphanotrigonum fasciellum,Arthropoda,Insecta,Diptera,Chloropidae,FE,,,,,gap,,
Aphanotrigonum favillaceum,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",,,,,gap,,
Aphanotrigonum femorellum,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",1.0,1.0,1.0,,,983698.0,
Aphanotrigonum hungaricum,Arthropoda,Insecta,Diptera,Chloropidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,979220.0,
Aphanotrigonum inerme,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",,,,,gap,,
Aphanotrigonum infans,Arthropoda,Insecta,Diptera,Chloropidae,FE,,,,,gap,,
Aphanotrigonum meijerei,Arthropoda,Insecta,Diptera,Chloropidae,FE,,,,,gap,,
Aphanotrigonum multicingulatum,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",,,,,gap,,
Aphanotrigonum nigripes,Arthropoda,Insecta,Diptera,Chloropidae,"BOLD,FE,SyDip",7.0,7.0,2.0,,,483525.0,
Aphanotrigonum parahastatum,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",,,,,gap,,
Aphanotrigonum scabrum,Arthropoda,Insecta,Diptera,Chloropidae,"BOLD,SyDip",12.0,12.0,3.0,,,458334.0,
Aphanotrigonum trilineatum,Arthropoda,Insecta,Diptera,Chloropidae,"BOLD,FE,SyDip",260.0,262.0,4.0,,,589104.0,
Apotropina (Lasiopleura) brevivenosa,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",,,,SyDip,gap,,
Apotropina (Lasiopleura) longepilosa,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",,,,SyDip,gap,,
Arcuator sexstriatus,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",,,,,gap,,
Arcuator stigmaticus,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",,,,,gap,,
Assuania thalhammeri,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",,,,,gap,,
Cadrema pallida,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",2.0,2.0,0.0,,,852976.0,
Calamoncosis (Calamoncosis) aprica,Arthropoda,Insecta,Diptera,Chloropidae,"BOLD,FE,SyDip",4.0,5.0,1.0,SyDip,,483274.0,
Calamoncosis (Calamoncosis) aspistylina,Arthropoda,Insecta,Diptera,Chloropidae,"BOLD,FE,SyDip",3.0,3.0,0.0,,,1141510.0,
Calamoncosis (Calamoncosis) duinensis,Arthropoda,Insecta,Diptera,Chloropidae,"BOLD,FE,SyDip",0.0,1.0,0.0,SyDip,gap,979221.0,
Calamoncosis (Calamoncosis) halterata,Arthropoda,Insecta,Diptera,Chloropidae,"BOLD,SyDip",1.0,1.0,0.0,,,1073814.0,
Calamoncosis (Calamoncosis) minima,Arthropoda,Insecta,Diptera,Chloropidae,"BOLD,FE,SyDip",2.0,4.0,0.0,SyDip,,483718.0,
Calamoncosis (Calamoncosis) oscinella,Arthropoda,Insecta,Diptera,Chloropidae,"FE,SyDip",,,,SyDip,gap,,
Calamoncosis (Rhaphiopyga) glyceriae,Arthropoda,Insecta,Diptera,Chloropidae,"BOLD,FE,SyDip",7.0,8.0,1.0,,,723661.0,
