species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Argyra ilonae,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",12.0,13.0,1.0,,,468353.0,,
Argyra leucocephala,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",5.0,6.0,1.0,,,166745.0,,
Argyra loewi,Arthropoda,Insecta,Diptera,Dolichopodidae,FE,,,,,gap,,,
Argyra magnicornis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,483414.0,,
Argyra miki,Arthropoda,Insecta,Diptera,Dolichopodidae,FE,,,,,gap,,,
Argyra oreada,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Argyra perplexa,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,2.0,0.0,,,166703.0,,
Argyra setimana,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Argyra setulipes,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Argyra skufjini,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Argyra spoliata,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,483430.0,,
Argyra striaticollis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Argyra subarctica,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Argyra vestita,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",3.0,5.0,1.0,,,166678.0,,
Asyndetus aurocupreus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Asyndetus connexus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Asyndetus exunguis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Asyndetus latifrons,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",2.0,3.0,0.0,,,918642.0,,
Asyndetus longicornis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Asyndetus melanopselaphus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Asyndetus negrobovi,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Asyndetus separatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Asyndetus varus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Campsicnemus alpinus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",4.0,5.0,1.0,,,166731.0,,
Campsicnemus armatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,805354.0,,
Campsicnemus armoricanus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Campsicnemus articulatellus,Arthropoda,Insecta,Diptera,Dolichopodidae,BOLD,1.0,2.0,1.0,,,643665.0,,
Campsicnemus atlanticus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,SyDip,gap,,,
Campsicnemus compeditus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",5.0,6.0,1.0,,,499465.0,,
Campsicnemus crinitarsis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Campsicnemus curvipes,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",32.0,36.0,1.0,,,166739.0,,
Campsicnemus dasycnemus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Campsicnemus femoratus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Campsicnemus filipes,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Campsicnemus loripes,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",15.0,19.0,1.0,,,166734.0,,
Campsicnemus lumbatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,499466.0,,
Campsicnemus maculatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Campsicnemus magius,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Campsicnemus mamillatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Campsicnemus mammiculatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Campsicnemus marginatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,3.0,1.0,,,497019.0,,
Campsicnemus paradoxus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,3.0,1.0,,,499467.0,,
Campsicnemus picticornis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",2.0,3.0,1.0,,,166722.0,,
Campsicnemus pumilio,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",0.0,3.0,0.0,,gap,166723.0,,
Campsicnemus pusillus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",4.0,6.0,0.0,,,499473.0,,
Campsicnemus scambus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",11.0,15.0,1.0,,,166726.0,,
Campsicnemus simplicissimus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",3.0,4.0,0.0,,,1140615.0,,
Campsicnemus umbripennis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",29.0,29.0,1.0,,,786607.0,,
Campsicnemus varipes,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysosoma exsul,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotimus chlorinus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotimus flaviventris,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",25.0,26.0,1.0,,,918660.0,,
Chrysotimus molliculus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",3.0,5.0,0.0,,,499330.0,,
Chrysotimus varicoloris,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotimus viridana,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus (Achradocera) chilensis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",277.0,278.0,1.0,SyDip,,166720.0,,
Chrysotus albibarbus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus alpicola,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus arcticus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus barretoi,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus blepharosceles,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",3.0,4.0,0.0,,,166693.0,,
Chrysotus cilipes,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",57.0,70.0,2.0,,,166729.0,,
Chrysotus collini,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus cupreus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",3.0,4.0,0.0,,,967402.0,,
Chrysotus elongatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus gramineus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",21.0,26.0,1.0,,,166724.0,469872.0,
Chrysotus laesus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",23.0,24.0,1.0,,,166728.0,,
Chrysotus melampodius,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus monochaetus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus neglectus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",23.0,26.0,1.0,,,166738.0,,
Chrysotus pallidipalpus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus palustris,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus pennatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus polleti,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus polychaetus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus pulchellus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",129.0,132.0,1.0,,,166735.0,,
Chrysotus ringdahli,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,1140620.0,,
Chrysotus romanicus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus suavis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",0.0,5.0,0.0,,gap,166730.0,,
Chrysotus verralli,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus vulcanicola,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Chrysotus xanthoprasinus,Arthropoda,Insecta,Diptera,Dolichopodidae,FE,,,,,gap,,,
Coracocephalus miki,Arthropoda,Insecta,Diptera,Dolichopodidae,FE,,,,,gap,,,
Coracocephalus strobli,Arthropoda,Insecta,Diptera,Dolichopodidae,FE,,,,,gap,,,
Cryptophlebs kerteszi,Arthropoda,Insecta,Diptera,Dolichopodidae,FE,,,,,gap,,,
Cyrturella albosetosa,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus africus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus bezzi,Arthropoda,Insecta,Diptera,Dolichopodidae,FE,,,,,gap,,,
Diaphorus deliquescens,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus disjunctus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus exunguiculatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus genuinus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus graecus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus gredleri,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus halteralis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus hoffmannseggi,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",4.0,4.0,2.0,,,468369.0,,
Diaphorus jacobsi,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus lautus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus lugubris,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus merlimontensis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus nigricans,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,11.0,0.0,FE,,166737.0,483318.0,
Diaphorus nitidulus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus oculatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",0.0,1.0,0.0,,gap,918645.0,,
Diaphorus oldenbergi,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus unguiculatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus vitripennis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diaphorus winthemi,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diostracus (Sphyrotarsus) argyrostomus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",3.0,4.0,1.0,,,956330.0,,
Diostracus (Sphyrotarsus) hervebazini,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diostracus (Sphyrotarsus) hessei,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diostracus (Sphyrotarsus) hygrophilus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,956331.0,,
Diostracus (Sphyrotarsus) parenti,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Diostracus lemavajulorum,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,SyDip",1.0,1.0,0.0,,,1056803.0,,
Diostracus leucostomus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichophorus kerteszi,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",6.0,10.0,1.0,,,589102.0,,
Dolichopus (Dolichopus) acuticornis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",5.0,7.0,1.0,SyDip,,483356.0,,
Dolichopus (Dolichopus) albifrons,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) anacrostichus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) andorrensis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) angustipennis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,SyDip,gap,,,
Dolichopus (Dolichopus) annulitarsis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) apicalis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,5.0,0.0,,,483665.0,,
Dolichopus (Dolichopus) armillatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",4.0,4.0,1.0,,,483663.0,,
Dolichopus (Dolichopus) asiaticus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) atratus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) atripes,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",5.0,6.0,1.0,SyDip,,168288.0,,
Dolichopus (Dolichopus) atritibialis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",13.0,15.0,1.0,,,168304.0,,
Dolichopus (Dolichopus) austriacus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,3.0,1.0,,,483664.0,,
Dolichopus (Dolichopus) bonsdorfii,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) caligatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",4.0,5.0,1.0,,,483239.0,,
Dolichopus (Dolichopus) calinotus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,483256.0,,
Dolichopus (Dolichopus) cilifemoratus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",3.0,4.0,2.0,SyDip,,166754.0,,
Dolichopus (Dolichopus) cinctipes,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,483666.0,,
Dolichopus (Dolichopus) ciscaucasicus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) claviger,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",12.0,14.0,1.0,,,168289.0,,
Dolichopus (Dolichopus) clavipes,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,2.0,1.0,SyDip,,166749.0,,
Dolichopus (Dolichopus) costalis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) discimanus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,483667.0,,
Dolichopus (Dolichopus) eurypterus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) excisus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",0.0,1.0,0.0,,gap,166752.0,,
Dolichopus (Dolichopus) falcatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) flavipes,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",18.0,18.0,1.0,,,457017.0,,
Dolichopus (Dolichopus) fraterculus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",4.0,5.0,2.0,,,483441.0,,
Dolichopus (Dolichopus) geniculatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) genicupallidus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",0.0,1.0,0.0,SyDip,gap,168303.0,,
Dolichopus (Dolichopus) grandicornis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,1141559.0,,
Dolichopus (Dolichopus) griseipennis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",2.0,8.0,0.0,SyDip,,166748.0,,
Dolichopus (Dolichopus) hilaris,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) immaculatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) jaxarticus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) lancearius,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,483244.0,,
Dolichopus (Dolichopus) laticola,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,SyDip,gap,,,
Dolichopus (Dolichopus) latilimbatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",1.0,4.0,0.0,SyDip,,168293.0,,
Dolichopus (Dolichopus) lepidus,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",14.0,15.0,3.0,SyDip,,168292.0,,
Dolichopus (Dolichopus) linearis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",5.0,6.0,1.0,SyDip,,166757.0,,
Dolichopus (Dolichopus) lineatocornis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",0.0,1.0,0.0,SyDip,gap,1067373.0,,
Dolichopus (Dolichopus) litorellus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) longitarsis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",13.0,16.0,2.0,SyDip,,168279.0,,
Dolichopus (Dolichopus) maculipennis,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",246.0,247.0,3.0,,,483363.0,,
Dolichopus (Dolichopus) marshalli,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) mediicornis,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) meigeni,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,SyDip,gap,,,
Dolichopus (Dolichopus) melanopus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) migrans,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,FE,SyDip",2.0,2.0,1.0,SyDip,,483411.0,,
Dolichopus (Dolichopus) miki,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,SyDip,gap,,,
Dolichopus (Dolichopus) modestus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
Dolichopus (Dolichopus) nigrescens,Arthropoda,Insecta,Diptera,Dolichopodidae,"BOLD,SyDip",0.0,1.0,0.0,,gap,1056801.0,,
Dolichopus (Dolichopus) nigripes,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,SyDip,gap,,,
Dolichopus (Dolichopus) nimbatus,Arthropoda,Insecta,Diptera,Dolichopodidae,"FE,SyDip",,,,,gap,,,
