species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Cephalops (Beckerias) pannonicus,Arthropoda,Insecta,Diptera,Pipunculidae,"FE,SyDip",,,,SyDip,gap,
Cephalops (Cephalops) aeneus,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",37.0,38.0,2.0,SyDip,,300831.0
Cephalops (Cephalops) conjunctivus,Arthropoda,Insecta,Diptera,Pipunculidae,"FE,SyDip",,,,,gap,
Cephalops (Cephalops) grootaerti,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,SyDip",23.0,28.0,1.0,,,249075.0
Cephalops (Cephalops) vittipes,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",81.0,87.0,2.0,SyDip,,300887.0
Cephalops (Parabeckerias) obtusinervis,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",11.0,12.0,1.0,SyDip,,1139265.0
Cephalops (Semicephalops) carinatus,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",10.0,11.0,1.0,SyDip,,1139280.0
Cephalops (Semicephalops) grandimembranus,Arthropoda,Insecta,Diptera,Pipunculidae,"FE,SyDip",,,,,gap,
Cephalops (Semicephalops) lusitanicus,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,SyDip",3.0,3.0,1.0,,,1139308.0
Cephalops (Semicephalops) penultimus,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,1139327.0
Cephalops (Semicephalops) perspicuus,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",3.0,4.0,1.0,SyDip,,1139329.0
Cephalops (Semicephalops) signatus,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",3.0,4.0,0.0,SyDip,,1139337.0
Cephalops (Semicephalops) straminipes,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,SyDip",0.0,1.0,0.0,,gap,1139338.0
Cephalops (Semicephalops) subultimus,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",8.0,9.0,1.0,,,1139339.0
Cephalops (Semicephalops) ultimus,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",57.0,64.0,1.0,SyDip,,1139347.0
Cephalops (Semicephalops) varipes,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",15.0,16.0,1.0,,,1139349.0
Cephalops (Semicephalops) varius,Arthropoda,Insecta,Diptera,Pipunculidae,"FE,SyDip",4.0,5.0,1.0,SyDip,,1139350.0
Cephalops chlorionae,Arthropoda,Insecta,Diptera,Pipunculidae,FE,,,,,gap,
Cephalops semifumosus,Arthropoda,Insecta,Diptera,Pipunculidae,FE,,,,,gap,
Cephalops seminitidus,Arthropoda,Insecta,Diptera,Pipunculidae,"FE,SyDip",,,,,gap,
Cephalosphaera (Cephalosphaera) furcata,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",8.0,8.0,1.0,SyDip,,300995.0
Cephalosphaera (Cephalosphaera) germanica,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",15.0,15.0,2.0,,,300996.0
Chalarus argenteus,Arthropoda,Insecta,Diptera,Pipunculidae,"FE,SyDip",,,,,gap,
Chalarus basalis,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,300766.0
Chalarus brevicaudis,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",16.0,29.0,2.0,,,300768.0
Chalarus clarus,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,300770.0
Chalarus decorus,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",406.0,421.0,1.0,,,300772.0
Chalarus elegantulus,Arthropoda,Insecta,Diptera,Pipunculidae,"BOLD,FE,SyDip",3.0,3.0,1.0,,,300774.0
