species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Alloborborus pallifrons,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",4.0,4.0,1.0,,,510705.0
Apteromyia claviventris,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",179.0,184.0,1.0,,,495135.0
Aptilotus (Aptilotus) paradoxus,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Aptilotus anapterus,Arthropoda,Insecta,Diptera,Sphaeroceridae,FE,,,,,gap,
Aptilotus avolans,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Aptilotus beckeri,Arthropoda,Insecta,Diptera,Sphaeroceridae,FE,,,,,gap,
Aptilotus franzi,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Aptilotus gomerensis,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Aptilotus martini,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Aptilotus pilifemoratus,Arthropoda,Insecta,Diptera,Sphaeroceridae,FE,,,,,gap,
Archicollinella penteseta,Arthropoda,Insecta,Diptera,Sphaeroceridae,FE,,,,,gap,
Borborillus uncinatus,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",2.0,3.0,0.0,,,510706.0
Borborillus vitripennis,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",2.0,3.0,0.0,,,499509.0
Ceroptera rufitarsis,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",0.0,3.0,0.0,,gap,1003543.0
Chaetopodella scutellaris,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",47.0,49.0,1.0,,,499512.0
Coproica acutangula,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",88.0,93.0,1.0,,,598872.0
Coproica digitata,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Coproica ferruginata,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",269.0,272.0,1.0,,,510579.0
Coproica hirticula,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",94.0,94.0,1.0,,,540919.0
Coproica hirtula,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",58.0,63.0,1.0,,,560460.0
Coproica lugubris,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",38.0,38.0,1.0,,,782826.0
Coproica pappi,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Coproica pusio,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",9.0,9.0,1.0,,,589119.0
Coproica rohaceki,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Coproica rufifrons,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Coproica vagans,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",52.0,54.0,1.0,,,510515.0
Copromyza borealis,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",4.0,5.0,1.0,,,499510.0
Copromyza equina,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",39.0,40.0,1.0,,,175437.0
Copromyza montana,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Copromyza neglecta,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",42.0,44.0,1.0,,,598865.0
Copromyza nigrina,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",2.0,5.0,0.0,,,510707.0
Copromyza pseudostercoraria,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE",1.0,1.0,0.0,,,1067814.0
Copromyza stercoraria,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",61.0,62.0,1.0,,,526028.0
Crumomyia absoloni,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Crumomyia cavernicola,Arthropoda,Insecta,Diptera,Sphaeroceridae,FE,,,,,gap,
Crumomyia fimetaria,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",29.0,30.0,1.0,,,605190.0
Crumomyia gelida,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",4.0,7.0,1.0,,,526031.0
Crumomyia glabrifrons,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",12.0,12.0,1.0,,,786857.0
Crumomyia glacialis,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Crumomyia hentscheli,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Crumomyia hungarica,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Crumomyia microps,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Crumomyia nigra,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Crumomyia nitida,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",56.0,58.0,1.0,,,510577.0
Crumomyia notabilis,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",15.0,19.0,2.0,,,510578.0
Crumomyia parentela,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Crumomyia pedestris,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",5.0,5.0,0.0,,,676244.0
Crumomyia pruinosa,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",20.0,20.0,2.0,,,526032.0
Crumomyia rohaceki,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",5.0,5.0,0.0,,,1140775.0
Crumomyia roserii,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",77.0,77.0,1.0,,,786858.0
Crumomyia setitibialis,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",18.0,18.0,1.0,,,918428.0
Crumomyia tyrphophila,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Crumomyia zuskai,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Elachisoma (Scotophilella) kerteszi,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,SyDip,gap,
Elachisoma aterrimum,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",35.0,36.0,1.0,,,1067823.0
Elachisoma bajzae,Arthropoda,Insecta,Diptera,Sphaeroceridae,"BOLD,FE,SyDip",23.0,23.0,1.0,,,771497.0
Elachisoma euphorbiae,Arthropoda,Insecta,Diptera,Sphaeroceridae,FE,,,,,gap,
Elachisoma pilosum,Arthropoda,Insecta,Diptera,Sphaeroceridae,"FE,SyDip",,,,,gap,
Eulimosina ochripes,Arthropoda,Insecta,Diptera,Sphaeroceridae,BOLD,238.0,238.0,1.0,,,969368.0
