species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Acnemia amoena,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE",15.0,16.0,1.0,,,540897.0,
Acnemia angusta,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",2.0,3.0,1.0,,,782803.0,
Acnemia falcata,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",5.0,6.0,1.0,,,734876.0,
Acnemia longipes,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",8.0,10.0,1.0,,,784355.0,
Acnemia nitidicollis,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",165.0,167.0,1.0,,,362078.0,
Acnemia trifida,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,SyDip",4.0,4.0,1.0,,,710128.0,
Acnemia vratzatica,Arthropoda,Insecta,Diptera,Mycetophilidae,"FE,SyDip",,,,,gap,,
Acomoptera difficilis,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",8.0,10.0,1.0,,,784356.0,
Acomoptera spinistyla,Arthropoda,Insecta,Diptera,Mycetophilidae,BOLD,4.0,4.0,1.0,,,918486.0,
Acomoptera spinistylus,Arthropoda,Insecta,Diptera,Mycetophilidae,BOLD,8.0,9.0,1.0,,,710104.0,
Acomopterella martinovskyi,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,SyDip",2.0,3.0,2.0,,,684000.0,
Aglaomyia ingrica,Arthropoda,Insecta,Diptera,Mycetophilidae,"FE,SyDip",0.0,6.0,0.0,,gap,1077940.0,
Allocotocera pulchella,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",339.0,343.0,1.0,,,684021.0,
Allodia (Allodia) anglofennica,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",20.0,21.0,2.0,,,408406.0,
Allodia (Allodia) angulata,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",14.0,14.0,1.0,SyDip,,766736.0,
Allodia (Allodia) lugens,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",60.0,64.0,1.0,SyDip,,408408.0,
Allodia (Allodia) lundstroemi,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",16.0,17.0,2.0,,,673924.0,
Allodia (Allodia) ornaticollis,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",21.0,24.0,1.0,SyDip,,408410.0,
Allodia (Allodia) rara,Arthropoda,Insecta,Diptera,Mycetophilidae,"FE,SyDip",,,,,gap,,
Allodia (Allodia) truncata,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",20.0,21.0,1.0,,,408413.0,
Allodia (Allodia) zaitzevi,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",23.0,25.0,1.0,,,408414.0,
Allodia (Brachycampta) aculeata,Arthropoda,Insecta,Diptera,Mycetophilidae,"FE,SyDip",0.0,1.0,0.0,,gap,957094.0,
Allodia (Brachycampta) adunca,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",9.0,10.0,1.0,,,766737.0,
Allodia (Brachycampta) alternans,Arthropoda,Insecta,Diptera,Mycetophilidae,"BOLD,FE,SyDip",9.0,9.0,1.0,SyDip,,766746.0,
