species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Pelomyiella hungarica,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Pelomyiella opacula,Arthropoda,Insecta,Diptera,Tethinidae,FE,,,,,gap,
Tethina (Rhicnoessa) munarii,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina alboguttata,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina carolae,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina czernyi,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina flavigenis,Arthropoda,Insecta,Diptera,Tethinidae,FE,,,,,gap,
Tethina grossipes,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina heringi,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina histrica,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina incisuralis,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina inopinata,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina intermedia,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina litocola,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina longirostris,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina lusitanica,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina marmorata,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina melitensis,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina mima,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina minoia,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina nigrofemorata,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina pallipes,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina salinicola,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina stobaeana,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina tethys,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina tschirnhausi,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
Tethina yaromi,Arthropoda,Insecta,Diptera,Tethinidae,"FE,SyDip",,,,,gap,
