species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Carnus hemapterus,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,FE,SyDip",16.0,263.0,1.0,,,598137.0
Hemeromyia anthracina,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",1.0,1.0,1.0,,,199733.0
Hemeromyia longirostris,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Hemeromyia remotinervis,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura acuticerca,Arthropoda,Insecta,Diptera,Carnidae,FE,,,,,gap,
Meoneura alpina,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura anceps,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura atoma,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura bicuspidata,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura carpathica,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura elongella,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura exigua,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,1141357.0
Meoneura falcata,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura flabella,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura flavifacies,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,FE,SyDip",2.0,7.0,1.0,,,934821.0
Meoneura flavifrons,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura freta,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,1141356.0
Meoneura glaberrima,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,1067933.0
Meoneura graeca,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura granadensis,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura helvetica,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura hungarica,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura lacteipennis,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,FE,SyDip",2.0,3.0,1.0,,,510682.0
Meoneura lamellata,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,FE,SyDip",4.0,10.0,0.0,,,976343.0
Meoneura longifurca,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura milleri,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura minuscula,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura minutissima,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,1067934.0
Meoneura moravica,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,FE,SyDip",3.0,3.0,1.0,,,1141355.0
Meoneura neottiophila,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,FE,SyDip",3.0,4.0,1.0,,,605211.0
Meoneura nevadensis,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura obscurella,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura pappi,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,SyDip",41.0,43.0,1.0,,,976351.0
Meoneura paralacteipennis,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura perlamellata,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura prima,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura subfreta,Arthropoda,Insecta,Diptera,Carnidae,"FE,SyDip",,,,,gap,
Meoneura triangularis,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,FE,SyDip",3.0,6.0,1.0,,,934822.0
Meoneura vagans,Arthropoda,Insecta,Diptera,Carnidae,"BOLD,FE,SyDip",0.0,5.0,0.0,,gap,646910.0
