species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Ptychoptera agnes,Arthropoda,Insecta,Diptera,Ptychopteridae,"FE,SyDip",,,,,gap,
Ptychoptera albimana,Arthropoda,Insecta,Diptera,Ptychopteridae,"BOLD,FE",58.0,64.0,1.0,,,310722.0
Ptychoptera contaminata,Arthropoda,Insecta,Diptera,Ptychopteridae,"BOLD,FE,iNat,SyDip",36.0,44.0,1.0,,,316693.0
Ptychoptera delmastroi,Arthropoda,Insecta,Diptera,Ptychopteridae,"FE,SyDip",,,,,gap,
Ptychoptera handlirschi,Arthropoda,Insecta,Diptera,Ptychopteridae,"FE,SyDip",,,,,gap,
Ptychoptera helena,Arthropoda,Insecta,Diptera,Ptychopteridae,"FE,SyDip",,,,,gap,
Ptychoptera hugoi,Arthropoda,Insecta,Diptera,Ptychopteridae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,497023.0
Ptychoptera lacustris,Arthropoda,Insecta,Diptera,Ptychopteridae,"BOLD,FE,SyDip",25.0,29.0,2.0,,,310723.0
Ptychoptera longicauda,Arthropoda,Insecta,Diptera,Ptychopteridae,"BOLD,FE,SyDip",23.0,24.0,1.0,SyDip,,316695.0
Ptychoptera minuta,Arthropoda,Insecta,Diptera,Ptychopteridae,"BOLD,FE,SyDip",31.0,34.0,2.0,,,316694.0
Ptychoptera obscura,Arthropoda,Insecta,Diptera,Ptychopteridae,"FE,SyDip",,,,,gap,
Ptychoptera paludosa,Arthropoda,Insecta,Diptera,Ptychopteridae,"BOLD,FE,SyDip",27.0,29.0,1.0,,,316692.0
Ptychoptera scutellaris,Arthropoda,Insecta,Diptera,Ptychopteridae,"BOLD,FE,SyDip",21.0,24.0,1.0,,,310726.0
Ptychoptera silvicola,Arthropoda,Insecta,Diptera,Ptychopteridae,"FE,SyDip",,,,,gap,
