species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Clusia flava,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,FE,SyDip",12.0,15.0,1.0,,,469848.0
Clusia tigrina,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,SyDip",1.0,2.0,0.0,,,650236.0
Clusiodes albimanus,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,FE,SyDip",34.0,36.0,2.0,,,212183.0
Clusiodes apicalis,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,FE,SyDip",6.0,7.0,1.0,,,469830.0
Clusiodes caledonicus,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,FE,SyDip",3.0,6.0,0.0,,,887852.0
Clusiodes freyi,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,FE,SyDip",3.0,3.0,2.0,,,483536.0
Clusiodes gentilis,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,FE,SyDip",5.0,5.0,0.0,,,1141487.0
Clusiodes geomyzinus,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,FE,SyDip",9.0,9.0,2.0,,,467391.0
Clusiodes microcerca,Arthropoda,Insecta,Diptera,Clusiidae,FE,,,,,gap,
Clusiodes pictipes,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,FE,SyDip",3.0,3.0,1.0,,,469853.0
Clusiodes ruficollis,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,FE,SyDip",11.0,14.0,2.0,,,467392.0
Clusiodes verticalis,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,FE,SyDip",6.0,6.0,1.0,,,212184.0
Hendelia beckeri,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,FE,SyDip",7.0,8.0,1.0,,,467429.0
Heteromeringia nigrimana,Arthropoda,Insecta,Diptera,Clusiidae,"FE,SyDip",,,,,gap,
Paraclusia tigrina,Arthropoda,Insecta,Diptera,Clusiidae,"BOLD,FE",0.0,1.0,0.0,,gap,976349.0
