species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Anapausis albohalterata,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",10.0,12.0,1.0,,,374052.0
Anapausis annulicauda,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis aratrix,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis baueri,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis conica,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis cookiana,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis dudai,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis dufourella,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis floricola,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis foveolata,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis haemorrhoidalis,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis helvetica,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis inermis,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",0.0,4.0,0.0,,gap,374053.0
Anapausis nigripes,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis pastoralis,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis pollicata,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis pseudohelvetica,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis rectinervis,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",11.0,11.0,1.0,,,374054.0
Anapausis rohaceki,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis soluta,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis sulcata,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis talpae,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Anapausis wollastoni,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Apiloscatopse bifilata,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Apiloscatopse filamentosa,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Apiloscatopse flavicollis,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",10.0,12.0,0.0,,,374056.0
Apiloscatopse flavocincta,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",156.0,156.0,1.0,,,737971.0
Apiloscatopse fuscohalterata,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Apiloscatopse gracilis,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Apiloscatopse handlirschi,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Apiloscatopse mattheyi,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Apiloscatopse montenegrina,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Apiloscatopse picea,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",7.0,7.0,1.0,,,374057.0
Apiloscatopse scutellata,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",5.0,9.0,0.0,,,374058.0
Apiloscatopse styriaca,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Apiloscatopse subgracilis,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Arthria analis,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",3.0,4.0,1.0,,,671678.0
Aspistes berolinensis,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Aspistes freyi,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Aspistes helleni,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Coboldia fuscipes,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",102.0,110.0,1.0,,,106893.0
Colobostema dudai,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Colobostema flavimanum,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Colobostema fuscinerve,Arthropoda,Insecta,Diptera,Scatopsidae,FE,,,,,gap,
Colobostema griseinerve,Arthropoda,Insecta,Diptera,Scatopsidae,FE,,,,,gap,
Colobostema infumatum,Arthropoda,Insecta,Diptera,Scatopsidae,FE,,,,,gap,
Colobostema nigripenne,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Colobostema obscuritarse,Arthropoda,Insecta,Diptera,Scatopsidae,FE,,,,,gap,
Colobostema strobli,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Colobostema triste,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",13.0,14.0,2.0,,,374060.0
Dicrostolis falcinervis,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Ectaetia christii,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Ectaetia clavipes,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",0.0,2.0,0.0,,gap,374062.0
Ectaetia lignicola,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Ectaetia platyscelis,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Efcookella albitarsis,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",1.0,2.0,0.0,,,374064.0
Ferneiella brevifurca,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Ferneiella incompleta,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Holoplagia bullata,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Holoplagia lucifuga,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Holoplagia richardsi,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Holoplagia transversalis,Arthropoda,Insecta,Diptera,Scatopsidae,FE,,,,,gap,
Parascatopse litorea,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Parascatopse minutissima,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Pharsoreichertella simplicinervis,Arthropoda,Insecta,Diptera,Scatopsidae,FE,,,,,gap,
Psectrosciara asklepios,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Quateiella inexpectata,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Reichertella (Pharsoreichertella) hamifera,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",0.0,1.0,0.0,SyDip,gap,374067.0
Reichertella (Pharsoreichertella) stackelbergi,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Reichertella (Reichertella) geniculata,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",0.0,2.0,0.0,SyDip,gap,374066.0
Reichertella (Reichertella) nigra,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",0.0,2.0,0.0,SyDip,gap,374068.0
Reichertella (Reichertella) pulicaria,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,SyDip,gap,
Rhegmoclemina (Neorhegmoclemina) catharinae,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Rhegmoclemina bellstedti,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Rhegmoclemina hungarica,Arthropoda,Insecta,Diptera,Scatopsidae,FE,,,,,gap,
Rhegmoclemina vaginata,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Rhexoza flixella,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Rhexoza freyi,Arthropoda,Insecta,Diptera,Scatopsidae,FE,,,,,gap,
Rhexoza richardsi,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Rhexoza subnitens,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Scatopse globulicauda,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Scatopse lapponica,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Scatopse notata,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,iNat,SyDip",227.0,230.0,1.0,,,374070.0
Swammerdamella acuta,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Swammerdamella adercotris,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Swammerdamella brevicornis,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE,SyDip",0.0,2.0,0.0,,gap,374072.0
Swammerdamella genypodis,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Swammerdamella pediculata,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Thripomorpha bifida,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Thripomorpha cooki,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Thripomorpha coxendix,Arthropoda,Insecta,Diptera,Scatopsidae,FE,,,,,gap,
Thripomorpha freyi,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Thripomorpha haennii,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Thripomorpha halteratum,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE",4.0,4.0,1.0,,,374074.0
Thripomorpha paludicola,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
Thripomorpha verralli,Arthropoda,Insecta,Diptera,Scatopsidae,"BOLD,FE",1.0,1.0,1.0,,,760241.0
Thripomorpha vockerothi,Arthropoda,Insecta,Diptera,Scatopsidae,"FE,SyDip",,,,,gap,
