species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Braula coeca,Arthropoda,Insecta,Diptera,Braulidae,"BOLD,FE,SyDip",1.0,4.0,0.0,,,736226.0
Braula orientalis,Arthropoda,Insecta,Diptera,Braulidae,"FE,SyDip",,,,,gap,
Braula schmitzi,Arthropoda,Insecta,Diptera,Braulidae,"FE,SyDip",,,,,gap,
