species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Aulogastromyia anisodactyla,Arthropoda,Insecta,Diptera,Lauxaniidae,"BOLD,FE,SyDip",1.0,3.0,0.0,,,1068009.0,
Calliopum aeneum,Arthropoda,Insecta,Diptera,Lauxaniidae,"BOLD,FE,SyDip",59.0,62.0,1.0,,,468326.0,
Calliopum albomaculatum,Arthropoda,Insecta,Diptera,Lauxaniidae,"BOLD,FE,SyDip",7.0,8.0,1.0,,,1068010.0,
Calliopum ceianui,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",,,,,gap,,
Calliopum elisae,Arthropoda,Insecta,Diptera,Lauxaniidae,"BOLD,FE,SyDip",8.0,10.0,1.0,,,468327.0,
Calliopum geniculatum,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",,,,,gap,,
Calliopum hispanicum,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",,,,,gap,,
Calliopum oosterbroki,Arthropoda,Insecta,Diptera,Lauxaniidae,"BOLD,FE",1.0,1.0,0.0,,,980538.0,
Calliopum simillimum,Arthropoda,Insecta,Diptera,Lauxaniidae,"BOLD,FE,SyDip",47.0,48.0,1.0,,,786650.0,
Calliopum splendidum,Arthropoda,Insecta,Diptera,Lauxaniidae,FE,,,,,gap,,
Calliopum tripodium,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",,,,,gap,,
Calliopum tuberculosum,Arthropoda,Insecta,Diptera,Lauxaniidae,BOLD,0.0,1.0,0.0,,gap,1141919.0,
Cnemacantha muscaria,Arthropoda,Insecta,Diptera,Lauxaniidae,"BOLD,FE,SyDip",14.0,16.0,1.0,,,467394.0,
Eusapromyza balioptera,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",,,,,gap,,
Eusapromyza multipunctata,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",0.0,1.0,0.0,,gap,1125472.0,
Eusapromyza poeciloptera,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",,,,,gap,,
Homoneura (Homoneura) lamellata,Arthropoda,Insecta,Diptera,Lauxaniidae,"BOLD,FE,SyDip",2.0,5.0,1.0,SyDip,,467435.0,
Homoneura biumbrata,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",,,,,gap,,
Homoneura canariensis,Arthropoda,Insecta,Diptera,Lauxaniidae,FE,,,,,gap,,
Homoneura chelis,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",,,,,gap,,
Homoneura christophi,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",,,,,gap,,
Homoneura consobrina,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",,,,,gap,,
Homoneura dilecta,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",0.0,1.0,0.0,,gap,1125473.0,
Homoneura ericpoli,Arthropoda,Insecta,Diptera,Lauxaniidae,"FE,SyDip",,,,,gap,,
