species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Morinia doronici,Arthropoda,Insecta,Diptera,Polleniidae,"BOLD,FE,SyDip",8,9,1,,,804012
Pollenia amentaria,Arthropoda,Insecta,Diptera,Polleniidae,"BOLD,FE,iNat",54,60,1,,,406814
Pollenia angustigena,Arthropoda,Insecta,Diptera,Polleniidae,"BOLD,FE,SyDip",212,218,1,,,406829
Pollenia atramentaria,Arthropoda,Insecta,Diptera,Polleniidae,"BOLD,FE,SyDip",1,7,1,,,1130431
Pollenia griseotomentosa,Arthropoda,Insecta,Diptera,Polleniidae,"BOLD,FE,SyDip",214,218,1,,,406836
Pollenia hungarica,Arthropoda,Insecta,Diptera,Polleniidae,"BOLD,FE,SyDip",127,130,1,,,605215
Pollenia intermedia,Arthropoda,Insecta,Diptera,Polleniidae,"BOLD,FE,iNat,SyDip",482,505,1,SyDip,,448780
Pollenia labialis,Arthropoda,Insecta,Diptera,Polleniidae,"BOLD,FE,SyDip",298,310,1,,,406834
Pollenia leclercqiana,Arthropoda,Insecta,Diptera,Polleniidae,"BOLD,FE,SyDip",2,2,1,,,919534
Pollenia pediculata,Arthropoda,Insecta,Diptera,Polleniidae,"BOLD,FE,SyDip",3802,3826,1,,,448781
Pollenia rudis,Arthropoda,Insecta,Diptera,Polleniidae,"BOLD,FE,iNat,SyDip",1039,1072,1,,,407138
Pollenia vespillo,Arthropoda,Insecta,Diptera,Polleniidae,"BOLD,SyDip",1,1,0,,,1141472
