species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Diazosma hirtipenne,Arthropoda,Insecta,Diptera,Trichoceridae,FE,,,,,gap,
Diazosma seclusum,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Metatrichocera) andorrensis,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Metatrichocera) antennata,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,1057026.0
Trichocera (Metatrichocera) bilobata,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Metatrichocera) calva,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Metatrichocera) candida,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Metatrichocera) forcipula,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,968414.0
Trichocera (Metatrichocera) gigantea,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,SyDip,gap,
Trichocera (Metatrichocera) inexplorata,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",1.0,2.0,0.0,SyDip,,968415.0
Trichocera (Metatrichocera) kotejai,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Metatrichocera) lutea,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",17.0,17.0,1.0,,,470916.0
Trichocera (Metatrichocera) mackenziei,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,SyDip,gap,
Trichocera (Metatrichocera) michali,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Metatrichocera) montium,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Metatrichocera) recondita,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",10.0,10.0,1.0,,,997742.0
Trichocera (Metatrichocera) sibirica,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",3.0,3.0,0.0,,,968416.0
Trichocera (Metatrichocera) thaleri,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Metatrichocera) ticina,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Saltrichocera) pappi,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Staryia) altipons,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",5.0,5.0,1.0,,,1067328.0
Trichocera (Staryia) basidens,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Staryia) geigeri,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Staryia) polanensis,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Staryia) rectistylus,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Staryia) transversa,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Trichocera) alpina,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Trichocera) annulata,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,iNat,SyDip",59.0,61.0,1.0,,,640104.0
Trichocera (Trichocera) arctica,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Trichocera) borealis,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Trichocera) carpathica,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Trichocera) hiemalis,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",112.0,117.0,1.0,SyDip,,374044.0
Trichocera (Trichocera) hirta,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Trichocera) implicata,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",5.0,5.0,2.0,,,1067324.0
Trichocera (Trichocera) limpidipennis,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Trichocera) maculipennis,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",58.0,62.0,2.0,,,374045.0
Trichocera (Trichocera) major,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",16.0,17.0,1.0,,,374046.0
Trichocera (Trichocera) mendli,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Trichocera) mutica,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Trichocera) obtusa,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Trichocera) parva,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",4.0,4.0,1.0,,,997743.0
Trichocera (Trichocera) pubescens,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Trichocera) regelationis,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",155.0,161.0,1.0,,,374047.0
Trichocera (Trichocera) rufescens,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",19.0,19.0,1.0,,,786856.0
Trichocera (Trichocera) saltator,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",101.0,104.0,2.0,,,374048.0
Trichocera (Trichocera) simonyi,Arthropoda,Insecta,Diptera,Trichoceridae,"FE,SyDip",,,,,gap,
Trichocera (Trichocera) sparsa,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE,SyDip",3.0,4.0,1.0,,,1067327.0
Trichocera brevis,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE",1.0,1.0,1.0,,,1141901.0
Trichocera columbiana,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,SyDip",1.0,3.0,1.0,,,479180.0
Trichocera dahlae,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE",9.0,9.0,1.0,,,971194.0
Trichocera rufulenta,Arthropoda,Insecta,Diptera,Trichoceridae,"BOLD,FE",19.0,19.0,3.0,,,786863.0
