species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Acletoxenus formosus,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",,,,,gap,,
Amiota (Amiota) albilabris,Arthropoda,Insecta,Diptera,Drosophilidae,"BOLD,FE,SyDip",2.0,3.0,1.0,SyDip,,165845.0,
Amiota (Amiota) alboguttata,Arthropoda,Insecta,Diptera,Drosophilidae,"BOLD,FE,SyDip",3.0,5.0,0.0,SyDip,,165846.0,
Amiota (Amiota) basdeni,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",0.0,1.0,0.0,,gap,165847.0,
Amiota (Amiota) filipes,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",,,,,gap,,
Amiota (Amiota) rufescens,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",,,,SyDip,gap,,
Amiota (Amiota) setigera,Arthropoda,Insecta,Diptera,Drosophilidae,"BOLD,SyDip",4.0,4.0,2.0,,,165098.0,
Amiota (Amiota) subtusradiata,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",,,,SyDip,gap,,
Amiota collini,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",,,,,gap,,
Amiota flavopruinosa,Arthropoda,Insecta,Diptera,Drosophilidae,FE,,,,,gap,,
Cacoxenus (Cacoxenus) indagator,Arthropoda,Insecta,Diptera,Drosophilidae,"BOLD,FE,iNat,SyDip",8.0,9.0,1.0,SyDip,,165842.0,
Cacoxenus (Paracacoxenus) argyreator,Arthropoda,Insecta,Diptera,Drosophilidae,"BOLD,FE,SyDip",1.0,2.0,0.0,,,985656.0,
Cacoxenus (Paracacoxenus) exiguus,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",,,,,gap,,
Cacoxenus (Paracacoxenus) inquilinus,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",,,,,gap,,
Cacoxenus (Paracacoxenus) kaszabi,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",,,,SyDip,gap,,
Chymomyza amoena,Arthropoda,Insecta,Diptera,Drosophilidae,"BOLD,FE,iNat,SyDip",204.0,217.0,1.0,,,165094.0,
Chymomyza caudatula,Arthropoda,Insecta,Diptera,Drosophilidae,"BOLD,FE,SyDip",76.0,76.0,2.0,,,461924.0,
Chymomyza costata,Arthropoda,Insecta,Diptera,Drosophilidae,"BOLD,FE,SyDip",14.0,14.0,1.0,,,467389.0,
Chymomyza distincta,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",,,,,gap,,
Chymomyza fuscimana,Arthropoda,Insecta,Diptera,Drosophilidae,"BOLD,FE,SyDip",33.0,36.0,1.0,,,499517.0,
Chymomyza procnemis,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",3.0,4.0,1.0,,,165093.0,
Chymomyza procnemoides,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",,,,,gap,,
Chymomyza wirthi,Arthropoda,Insecta,Diptera,Drosophilidae,"FE,SyDip",,,,,gap,,
