species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Acrosathe annulata,Arthropoda,Insecta,Diptera,Therevidae,"BOLD,FE,iNat,SyDip",11.0,12.0,1.0,,,483309.0
Acrosathe baltica,Arthropoda,Insecta,Diptera,Therevidae,"BOLD,FE,SyDip",4.0,4.0,0.0,,,483645.0
Acrosathe erberi,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Acrosathe sybarita,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Acrosathe taurica,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Ammothereva laticornis,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Ammothereva poecilopa,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Anabarhynchus apicalis,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,SyDip,gap,
Baryphora speciosa,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Chrysanthemyia rhagioniformis,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Cionophora kollari,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Cliorismia ardea,Arthropoda,Insecta,Diptera,Therevidae,"BOLD,FE,SyDip",6.0,6.0,1.0,,,676880.0
Cliorismia flavipes,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Cliorismia rustica,Arthropoda,Insecta,Diptera,Therevidae,"BOLD,FE,SyDip",5.0,5.0,0.0,,,952827.0
Dialineura analis,Arthropoda,Insecta,Diptera,Therevidae,FE,,,,,gap,
Dialineura anilis,Arthropoda,Insecta,Diptera,Therevidae,"BOLD,iNat,SyDip",10.0,10.0,2.0,,,969364.0
Dichoglena nigripennis,Arthropoda,Insecta,Diptera,Therevidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,700379.0
Elcaribe guanaensis,Arthropoda,Insecta,Diptera,Therevidae,"BOLD,SyDip",1.0,1.0,1.0,,,802190.0
Euphycus dispar,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Irwiniella frontata,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Irwiniella nana,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Irwiniella nobilipennis,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Irwiniella purpurariae,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Pandivirilia caesia,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Pandivirilia eximia,Arthropoda,Insecta,Diptera,Therevidae,"BOLD,FE,SyDip",6.0,6.0,1.0,,,510562.0
Pandivirilia fuscipennis,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Pandivirilia melaleuca,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Pandivirilia nigroanalis,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Psilocephala imberbis,Arthropoda,Insecta,Diptera,Therevidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,744696.0
Ruppellia atlantica,Arthropoda,Insecta,Diptera,Therevidae,FE,,,,,gap,
Ruppellia gloriae,Arthropoda,Insecta,Diptera,Therevidae,FE,,,,,gap,
Salentia asiatica,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Salentia costalis,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Salentia fuscipennis,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Salentia nigripes,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Salentia tristis,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Salentia xestomyzina,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Schoutedenomyia superba,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Spiriverpa lunulata,Arthropoda,Insecta,Diptera,Therevidae,"BOLD,FE,SyDip",5.0,7.0,1.0,,,483616.0
Thereva albohirta,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Thereva albovittata,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
Thereva bicinctella,Arthropoda,Insecta,Diptera,Therevidae,"FE,SyDip",,,,,gap,
