species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Dicranota (Dicranota) bimaculata,Arthropoda,Insecta,Diptera,Pediciidae,"BOLD,FE,SyDip",22.0,27.0,1.0,SyDip,,392074.0
Dicranota (Dicranota) crassicauda,Arthropoda,Insecta,Diptera,Pediciidae,"FE,SyDip",,,,,gap,
Dicranota (Dicranota) guerini,Arthropoda,Insecta,Diptera,Pediciidae,"BOLD,FE,SyDip",46.0,48.0,3.0,,,313494.0
Dicranota (Ludicia) claripennis,Arthropoda,Insecta,Diptera,Pediciidae,"BOLD,FE,SyDip",8.0,18.0,0.0,SyDip,,1140739.0
Dicranota (Ludicia) lucidipennis,Arthropoda,Insecta,Diptera,Pediciidae,"BOLD,FE,SyDip",102.0,120.0,1.0,SyDip,,264804.0
Dicranota (Ludicia) trifurcata,Arthropoda,Insecta,Diptera,Pediciidae,"FE,SyDip",,,,SyDip,gap,
Dicranota (Paradicranota) auripontium,Arthropoda,Insecta,Diptera,Pediciidae,"BOLD,FE,SyDip",7.0,8.0,0.0,,,392075.0
Dicranota (Paradicranota) brevicornis,Arthropoda,Insecta,Diptera,Pediciidae,"BOLD,FE,SyDip",9.0,9.0,0.0,SyDip,,392076.0
Dicranota (Paradicranota) brevitarsis,Arthropoda,Insecta,Diptera,Pediciidae,"FE,SyDip",,,,SyDip,gap,
Dicranota (Paradicranota) candelisequa,Arthropoda,Insecta,Diptera,Pediciidae,"FE,SyDip",,,,,gap,
Dicranota (Paradicranota) capillata,Arthropoda,Insecta,Diptera,Pediciidae,"FE,SyDip",,,,,gap,
Dicranota (Paradicranota) carbo,Arthropoda,Insecta,Diptera,Pediciidae,"FE,SyDip",,,,,gap,
Dicranota (Paradicranota) consimilis,Arthropoda,Insecta,Diptera,Pediciidae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,392089.0
Dicranota (Paradicranota) flammatra,Arthropoda,Insecta,Diptera,Pediciidae,"BOLD,FE,SyDip",15.0,15.0,0.0,,,392077.0
Dicranota (Paradicranota) fuscipennis,Arthropoda,Insecta,Diptera,Pediciidae,"FE,SyDip",,,,,gap,
Dicranota (Paradicranota) gracilipes,Arthropoda,Insecta,Diptera,Pediciidae,"BOLD,FE,SyDip",48.0,52.0,2.0,,,392078.0
Dicranota (Paradicranota) lackschewitziana,Arthropoda,Insecta,Diptera,Pediciidae,"FE,SyDip",,,,,gap,
Dicranota (Paradicranota) landrocki,Arthropoda,Insecta,Diptera,Pediciidae,"BOLD,FE,SyDip",5.0,5.0,0.0,,,392079.0
Dicranota (Paradicranota) martinovskyi,Arthropoda,Insecta,Diptera,Pediciidae,"FE,SyDip",,,,SyDip,gap,
Dicranota (Paradicranota) mikiana,Arthropoda,Insecta,Diptera,Pediciidae,"BOLD,FE,SyDip",2.0,2.0,0.0,,,392083.0
Dicranota (Paradicranota) minuta,Arthropoda,Insecta,Diptera,Pediciidae,"FE,SyDip",,,,,gap,
Dicranota (Paradicranota) pallens,Arthropoda,Insecta,Diptera,Pediciidae,"BOLD,FE,SyDip",4.0,4.0,0.0,,,392084.0
