species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Agathomyia antennata,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",13.0,13.0,1.0,,,467357.0
Agathomyia aurantiaca,Arthropoda,Insecta,Diptera,Platypezidae,"FE,SyDip",,,,,gap,
Agathomyia boreella,Arthropoda,Insecta,Diptera,Platypezidae,BOLD,4.0,20.0,1.0,,,789203.0
Agathomyia cinerea,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",5.0,7.0,2.0,,,677261.0
Agathomyia collini,Arthropoda,Insecta,Diptera,Platypezidae,"FE,SyDip",,,,,gap,
Agathomyia elegantula,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",9.0,15.0,2.0,,,495132.0
Agathomyia falleni,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",9.0,11.0,1.0,,,510563.0
Agathomyia lundbecki,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",2.0,4.0,1.0,,,789204.0
Agathomyia setipes,Arthropoda,Insecta,Diptera,Platypezidae,"FE,SyDip",,,,,gap,
Agathomyia sexmaculata,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",5.0,8.0,1.0,,,677250.0
Agathomyia shatalkini,Arthropoda,Insecta,Diptera,Platypezidae,BOLD,1.0,3.0,1.0,,,918980.0
Agathomyia unicolor,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",8.0,13.0,1.0,,,30771.0
Agathomyia vernalis,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",5.0,7.0,1.0,,,483398.0
Agathomyia viduella,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",15.0,17.0,1.0,,,510632.0
Agathomyia wankowiczii,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,iNat,SyDip",3.0,7.0,1.0,,,725455.0
Agathomyia woodella,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",4.0,7.0,1.0,,,483587.0
Agathomyia zetterstedti,Arthropoda,Insecta,Diptera,Platypezidae,"FE,SyDip",1.0,2.0,1.0,,,715130.0
Bolopus furcatus,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",6.0,10.0,0.0,,,596608.0
Callomyia amoena,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",15.0,15.0,1.0,,,483433.0
Callomyia dives,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",3.0,4.0,0.0,,,517199.0
Callomyia elegans,Arthropoda,Insecta,Diptera,Platypezidae,"FE,SyDip",,,,,gap,
Callomyia saibhira,Arthropoda,Insecta,Diptera,Platypezidae,"FE,SyDip",,,,,gap,
Callomyia speciosa,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",16.0,16.0,1.0,,,490538.0
Lindneromyia dorsalis,Arthropoda,Insecta,Diptera,Platypezidae,"BOLD,FE,SyDip",9.0,11.0,1.0,,,453920.0
