species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Aphaniosoma acutum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma annulatum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma atrum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma azoricum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma baezi,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma bartaki,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma bicarinatum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma blascoi,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma brevivittatum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma claridgei,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma clitellatum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma collini,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma ebejeri,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma egregium,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma eminens,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma grisescens,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma hackmani,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma harteni,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma hungaricum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma impudens,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma latifrons,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma melitense,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma micromacro,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma nigrohirtum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma nigrum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma obscuratum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma occidentalie,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma propinquans,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma proximum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma pseudorufum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma quadrinotatum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma retuertensis,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma rufum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma scutellare,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma semiconsors,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma serpens,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma serratum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma sexlineatum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma socium,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma spatulatum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma trisetum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma unicolor,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma verecundum,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Aphaniosoma zaharensis,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Chyromya apicalis,Arthropoda,Insecta,Diptera,Chyromyidae,FE,,,,,gap,
Chyromya femorellum,Arthropoda,Insecta,Diptera,Chyromyidae,FE,,,,,gap,
Chyromya flava,Arthropoda,Insecta,Diptera,Chyromyidae,"BOLD,FE,SyDip",5.0,5.0,1.0,,,453923.0
Chyromya intermedia,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Chyromya miladae,Arthropoda,Insecta,Diptera,Chyromyidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,1131530.0
Chyromya oppidana,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Chyromya robusta,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Gymnochiromyia concolor,Arthropoda,Insecta,Diptera,Chyromyidae,"BOLD,SyDip",36.0,36.0,4.0,,,598864.0
Gymnochiromyia fallax,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Gymnochiromyia flavella,Arthropoda,Insecta,Diptera,Chyromyidae,"BOLD,FE,SyDip",3.0,4.0,0.0,,,957697.0
Gymnochiromyia fulvipyga,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Gymnochiromyia homobifida,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Gymnochiromyia inermis,Arthropoda,Insecta,Diptera,Chyromyidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,646908.0
Gymnochiromyia mihalyii,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Gymnochiromyia seminitens,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
Gymnochiromyia zernyi,Arthropoda,Insecta,Diptera,Chyromyidae,"FE,SyDip",,,,,gap,
