species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Dixa borealis,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixa dilatata,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",8.0,8.0,1.0,,,786628.0
Dixa frizzi,Arthropoda,Insecta,Diptera,Dixidae,FE,,,,,gap,
Dixa maculata,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",6.0,6.0,1.0,,,771505.0
Dixa nebulosa,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",8.0,8.0,1.0,,,974408.0
Dixa nubilipennis,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",12.0,12.0,0.0,,,1140796.0
Dixa obsoleta,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixa puberula,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",4.0,5.0,0.0,,,1068164.0
Dixa serrifera,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixa submaculata,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",8.0,10.0,1.0,,,771507.0
Dixa tetrica,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixa thomasi,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixella aestivalis,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",14.0,17.0,1.0,,,595123.0
Dixella amphibia,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",6.0,7.0,1.0,,,761123.0
Dixella attica,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,1068604.0
Dixella autumnalis,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,981113.0
Dixella bankowskae,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,771508.0
Dixella campinosica,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixella dyari,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixella filicornis,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,1057028.0
Dixella goetghebueri,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixella graeca,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixella hyperborea,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixella intrudens,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixella laeta,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixella martinii,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",3.0,3.0,0.0,,,1140738.0
Dixella monticola,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixella naevia,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,971195.0
Dixella nigra,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixella obscura,Arthropoda,Insecta,Diptera,Dixidae,"BOLD,FE,SyDip",9.0,9.0,1.0,,,1057029.0
Dixella serotina,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
Dixella verna,Arthropoda,Insecta,Diptera,Dixidae,"FE,SyDip",,,,,gap,
