species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Acrocera (Acrocera) bacchulus,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,SyDip,gap,
Acrocera (Acrocera) laeta,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Acrocera (Acrocera) orbicula,Arthropoda,Insecta,Diptera,Acroceridae,"BOLD,iNat,SyDip",23.0,28.0,10.0,SyDip,,168699.0
Acrocera (Acrocerina) cabrerae,Arthropoda,Insecta,Diptera,Acroceridae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,918490.0
Acrocera (Acrocerina) nigrofemorata,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Acrocera (Acrocerina) obscura,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Acrocera (Acrocerina) sanguinea,Arthropoda,Insecta,Diptera,Acroceridae,"BOLD,FE,SyDip",7.0,7.0,0.0,SyDip,,918491.0
Acrocera (Acrocerina) stelviana,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Acrocera (Acrocerina) trifasciata,Arthropoda,Insecta,Diptera,Acroceridae,"BOLD,SyDip",1.0,1.0,0.0,,,952829.0
Acrocera manevali,Arthropoda,Insecta,Diptera,Acroceridae,FE,,,,,gap,
Acrocera minuscula,Arthropoda,Insecta,Diptera,Acroceridae,FE,,,,,gap,
Acrocera orbiculus,Arthropoda,Insecta,Diptera,Acroceridae,FE,,,,,gap,
Astomella cretensis,Arthropoda,Insecta,Diptera,Acroceridae,"BOLD,FE,SyDip",1.0,2.0,0.0,,,952830.0
Astomella hispaniae,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Corononcodes siculus,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Cyrtus gibbus,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Ogcodes (Ogcodes) borealis,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",0.0,1.0,0.0,,gap,709382.0
Ogcodes (Ogcodes) etruscus,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,SyDip,gap,
Ogcodes (Ogcodes) fumatus,Arthropoda,Insecta,Diptera,Acroceridae,"BOLD,FE,SyDip",1.0,2.0,1.0,SyDip,,504429.0
Ogcodes (Ogcodes) guttatus,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Ogcodes (Ogcodes) lautereri,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Ogcodes (Ogcodes) nigripes,Arthropoda,Insecta,Diptera,Acroceridae,"BOLD,FE,SyDip",1.0,2.0,0.0,SyDip,,744690.0
Ogcodes (Ogcodes) obscuripes,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Ogcodes (Ogcodes) pallipes,Arthropoda,Insecta,Diptera,Acroceridae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,744689.0
Ogcodes (Ogcodes) reginae,Arthropoda,Insecta,Diptera,Acroceridae,"BOLD,FE,SyDip",2.0,2.0,1.0,SyDip,,652677.0
Ogcodes (Ogcodes) schembrii,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Ogcodes (Ogcodes) varius,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Ogcodes (Ogcodes) zonatus,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Ogcodes gibbosus,Arthropoda,Insecta,Diptera,Acroceridae,"BOLD,FE",3.0,3.0,1.0,,,1060051.0
Ogcodes hungaricus,Arthropoda,Insecta,Diptera,Acroceridae,FE,,,,,gap,
Oligoneura murina,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Opsebius formosus,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Opsebius inflatus,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Opsebius pepo,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Opsebius perspicillatus,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
Pterodontia waxelii,Arthropoda,Insecta,Diptera,Acroceridae,"FE,SyDip",,,,,gap,
