species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Actina chalybea,Arthropoda,Insecta,Diptera,Stratiomyidae,"BOLD,FE,iNat,SyDip",3.0,6.0,1.0,,,316629.0,
Adoxomyia dahlii,Arthropoda,Insecta,Diptera,Stratiomyidae,"FE,SyDip",,,,,gap,,
Adoxomyia lindneri,Arthropoda,Insecta,Diptera,Stratiomyidae,"FE,SyDip",,,,,gap,,
Adoxomyia pleskei,Arthropoda,Insecta,Diptera,Stratiomyidae,"FE,SyDip",,,,,gap,,
Alliocera graeca,Arthropoda,Insecta,Diptera,Stratiomyidae,"FE,SyDip",,,,,gap,,
Alliophleps elliptica,Arthropoda,Insecta,Diptera,Stratiomyidae,"FE,SyDip",,,,,gap,,
Allognosta vagans,Arthropoda,Insecta,Diptera,Stratiomyidae,"BOLD,FE,SyDip",3.0,5.0,0.0,,,316631.0,
Beris chalybata,Arthropoda,Insecta,Diptera,Stratiomyidae,"BOLD,FE,iNat,SyDip",28.0,33.0,1.0,,,316632.0,
Beris clavipes,Arthropoda,Insecta,Diptera,Stratiomyidae,"BOLD,FE,iNat,SyDip",15.0,21.0,1.0,,,316633.0,
Beris cypria,Arthropoda,Insecta,Diptera,Stratiomyidae,"FE,SyDip",,,,,gap,,
Beris fuscipes,Arthropoda,Insecta,Diptera,Stratiomyidae,"BOLD,FE,SyDip",106.0,110.0,4.0,,,254812.0,
Beris geniculata,Arthropoda,Insecta,Diptera,Stratiomyidae,"BOLD,FE,SyDip",2.0,7.0,1.0,,,316634.0,
Beris hauseri,Arthropoda,Insecta,Diptera,Stratiomyidae,"BOLD,FE,SyDip",61.0,66.0,1.0,,,316635.0,
Beris morrisii,Arthropoda,Insecta,Diptera,Stratiomyidae,"BOLD,FE,SyDip",35.0,39.0,1.0,,,316636.0,
Beris strobli,Arthropoda,Insecta,Diptera,Stratiomyidae,"BOLD,FE,SyDip",1.0,4.0,0.0,,,316637.0,
