species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Actocetor (Actocetor) indicus,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Allotrichoma (Allotrichoma) bezzii,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",10.0,15.0,2.0,,,406563.0,
Allotrichoma (Allotrichoma) bifidum,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,,gap,,
Allotrichoma (Allotrichoma) filiforme,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",21.0,28.0,1.0,,,406562.0,
Allotrichoma (Allotrichoma) picenum,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,,gap,,
Allotrichoma (Allotrichoma) schumanni,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",6.0,9.0,0.0,,,406561.0,
Allotrichoma (Allotrichoma) sicanum,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,,gap,,
Allotrichoma (Allotrichoma) strandi,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",1.0,2.0,0.0,,,1073808.0,
Allotrichoma (Allotrichoma) tricolor,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Allotrichoma laterale,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE",19.0,20.0,1.0,,,406564.0,
Allotrichoma pseudolaterale,Arthropoda,Insecta,Diptera,Ephydridae,FE,,,,,gap,,
Allotrichoma quadripectinatum,Arthropoda,Insecta,Diptera,Ephydridae,FE,,,,,gap,,
Amalopteryx sibilans,Arthropoda,Insecta,Diptera,Ephydridae,BOLD,0.0,1.0,0.0,,gap,510525.0,
Asmeringa inermis,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",4.0,4.0,0.0,,,1141498.0,
Athyroglossa (Athyroglossa) flaviventris,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",1.0,1.0,0.0,SyDip,,406512.0,
Athyroglossa (Athyroglossa) glabra,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",17.0,20.0,2.0,SyDip,,296228.0,
Athyroglossa (Parathyroglossa) ordinata,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",6.0,6.0,0.0,,,406511.0,
Athyroglossa nudiuscula,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",5.0,5.0,0.0,,,1141499.0,
Atissa hepaticoloris,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,,gap,,
Atissa kairensis,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,,gap,,
Atissa kerteszi,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,1141532.0,
Atissa limosina,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",14.0,14.0,1.0,,,406567.0,
Atissa pygmaea,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",14.0,16.0,1.0,,,406568.0,
Axysta cesta,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",7.0,8.0,2.0,,,406559.0,
Brachydeutera ibari,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,,gap,,
Calocoenia (Leptocoenia) paurosoma,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Chlorichaeta albipennis,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,,gap,,
Chlorichaeta tuberculosa,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,,gap,,
Clanoneurum cimiciforme,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",4.0,4.0,0.0,,,406525.0,
Clanoneurum menozzii,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,,gap,,
Cnestrum lepidopes,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,406523.0,
Coenia curvicauda,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",40.0,45.0,1.0,,,406450.0,
Coenia palustris,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",8.0,10.0,1.0,,,406451.0,
Coenia vulgata,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE",0.0,1.0,0.0,,gap,1067891.0,
Dichaeta caudata,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",27.0,30.0,2.0,SyDip,,296230.0,
Diclasiopa lacteipennis,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",1.0,4.0,0.0,,,406505.0,
Diclasiopa niveipennis,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",4.0,4.0,0.0,,,1141504.0,
Discocerina (Discocerina) obscurella,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",45.0,53.0,3.0,SyDip,,296232.0,
Discomyza incurva,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,iNat,SyDip",50.0,50.0,1.0,,,406573.0,
Ditrichophora (Ditrichophora) bezzii,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Ditrichophora (Ditrichophora) calceata,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",10.0,10.0,0.0,SyDip,,406500.0,
Ditrichophora (Ditrichophora) canzonerii,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Ditrichophora (Ditrichophora) fuscella,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",18.0,22.0,1.0,SyDip,,296234.0,
Ditrichophora (Ditrichophora) glabricula,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Ditrichophora (Ditrichophora) graeca,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Ditrichophora (Ditrichophora) griseifacies,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Ditrichophora (Ditrichophora) hungarica,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Ditrichophora (Ditrichophora) moraviae,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Ditrichophora (Ditrichophora) nectens,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Ditrichophora (Ditrichophora) nigrithorax,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Ditrichophora (Ditrichophora) nivea,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
Ditrichophora (Ditrichophora) olivacea,Arthropoda,Insecta,Diptera,Ephydridae,"BOLD,FE,SyDip",0.0,3.0,0.0,SyDip,gap,406502.0,
Ditrichophora (Ditrichophora) sia,Arthropoda,Insecta,Diptera,Ephydridae,"FE,SyDip",,,,SyDip,gap,,
