species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Chalcosyrphus (Xylotomima) nemorum,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr,SyDip",188.0,195.0,1.0,SyDip,,30754.0,,
Chalcosyrphus (Xylotomima) nigripes,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,SyDip,gap,,,
Chalcosyrphus (Xylotomima) nitidus,Arthropoda,Insecta,Diptera,Syrphidae,"FE,SyDip",7.0,8.0,0.0,SyDip,,165481.0,,
Chalcosyrphus (Xylotomima) pannonicus,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",1.0,1.0,1.0,SyDip,,961390.0,,
Chalcosyrphus (Xylotomima) piger,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr,SyDip",24.0,25.0,1.0,SyDip,,48272.0,,
Chalcosyrphus (Xylotomima) rufipes,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",4.0,4.0,0.0,SyDip,,105535.0,,
Chalcosyrphus (Xylotomima) valgus,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr,SyDip",16.0,21.0,1.0,SyDip,,105542.0,,
Chamaesyrphus caledonicus,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Chamaesyrphus lugubris,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",5.0,6.0,1.0,SyDip,,,,
Chamaesyrphus lusitanicus,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,Syr",6.0,6.0,1.0,BEL,,732963.0,,
Chamaesyrphus nigrifacies,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,SyDip",3.0,4.0,2.0,SyDip,,,,
Chamaesyrphus pruinosomaculata,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",8.0,9.0,3.0,FD,,958895.0,,
Chamaesyrphus scaevoides,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",35.0,40.0,2.0,BEL,,81465.0,,
Cheilosia (Convocheila) cumanica,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",6.0,12.0,1.0,SyDip,,79616.0,,
Cheilosia (Convocheila) hypena,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",5.0,9.0,1.0,SyDip,,83420.0,,
Cheilosia (Convocheila) laticornis,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",6.0,10.0,1.0,,,82147.0,,
Cheilosia (Convocheila) paralobi,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,SyDip",6.0,7.0,1.0,,,384729.0,,
Cheilosia (Montanocheila) alpina,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",1.0,4.0,1.0,SyDip,,79615.0,468375.0,
Cheilosia (Montanocheila) chrysocoma,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr,SyDip",18.0,25.0,2.0,SyDip,,81468.0,,
Cheilosia (Montanocheila) montana,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",3.0,4.0,1.0,,,80759.0,,
Cheilosia (Montanocheila) nudiseta,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",,,,,gap,,,
Cheilosia (Montanocheila) pictipennis,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",1.0,3.0,0.0,,,384734.0,,
Cheilosia (Montanocheila) subpictipennis,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",5.0,6.0,1.0,,,475908.0,,
Cheilosia (Taeniochilosia) romigi,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",,,,,gap,,,
Cheilosia acutilabris,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",,,,,gap,,,
Cheilosia aerea,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",7.0,12.0,1.0,FD,,80760.0,,
Cheilosia aestivalis,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",,,,,gap,,,
Cheilosia ahenea,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",4.0,8.0,0.0,,,346707.0,,
Cheilosia alba,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",1.0,1.0,1.0,,,589114.0,,
Cheilosia albipila,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr,SyDip",34.0,43.0,2.0,,,80764.0,,
Cheilosia albitarsis,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr,SyDip",55.0,86.0,1.0,,,80757.0,,
Cheilosia alpestris,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia amicorum,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia andalusiaca,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia angustigenis,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr",2.0,6.0,1.0,,,82148.0,,
Cheilosia antiqua,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",5.0,18.0,1.0,,,346708.0,,
Cheilosia aristata,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia atriseta,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr",,,,,gap,,,
Cheilosia baldensis,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia balkana,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia barbata,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",25.0,30.0,1.0,,,82826.0,384731.0,
Cheilosia bardus,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,SyDip",11.0,11.0,0.0,,,386132.0,,
Cheilosia barovskii,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,SyDip",1.0,2.0,1.0,,,919673.0,,
Cheilosia beckeri,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia bergenstammi,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",20.0,27.0,2.0,,,166781.0,,
Cheilosia brachiptera,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",,,,,gap,,,
Cheilosia brachysoma,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia bracusi,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",3.0,7.0,0.0,,,166777.0,,
Cheilosia braueri,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",,,,,gap,,,
Cheilosia brevipennis,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia brunnipennis,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",1.0,1.0,1.0,,,81474.0,,
Cheilosia caerulescens,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr",13.0,14.0,1.0,,,384741.0,,
Cheilosia canicularis,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr",20.0,27.0,2.0,,,83424.0,,
Cheilosia canthabrica,Arthropoda,Insecta,Diptera,Syrphidae,Syr,,,,,gap,,,
Cheilosia carbonaria,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",15.0,24.0,1.0,,,166779.0,,
Cheilosia chineri,Arthropoda,Insecta,Diptera,Syrphidae,Syr,,,,,gap,,,
Cheilosia chloris,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr",16.0,20.0,1.0,,,80762.0,,
Cheilosia christophori,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia clama,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia clausseni,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia confinis,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",,,,,gap,,,
Cheilosia crassiseta,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",2.0,2.0,1.0,,,736534.0,,
Cheilosia curvinervis,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",,,,,gap,,,
Cheilosia curvitibia,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia cynocephala,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",7.0,13.0,1.0,,,374078.0,,
Cheilosia dacica,Arthropoda,Insecta,Diptera,Syrphidae,Syr,,,,,gap,,,
Cheilosia derasa,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",18.0,19.0,3.0,,,82828.0,,
Cheilosia fasciata,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr,SyDip",13.0,22.0,1.0,,,82146.0,,
Cheilosia faucis,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",6.0,7.0,0.0,,,374079.0,,
Cheilosia flavipes,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",11.0,18.0,1.0,,,170555.0,,
Cheilosia flavissima,Arthropoda,Insecta,Diptera,Syrphidae,BOLD,10.0,13.0,1.0,,,170222.0,,
Cheilosia fraterna,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",123.0,136.0,2.0,SyDip,,81472.0,48281.0,
Cheilosia frontalis,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",18.0,21.0,1.0,,,374080.0,,
Cheilosia gagatea,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",2.0,4.0,1.0,,,475959.0,,
Cheilosia gerstackeri,Arthropoda,Insecta,Diptera,Syrphidae,FE,,,,,gap,,,
Cheilosia gerstaeckeri,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",,,,,gap,,,
Cheilosia gibbosa,Arthropoda,Insecta,Diptera,Syrphidae,"FE,SyDip",,,,,gap,,,
Cheilosia gigantea,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",25.0,25.0,3.0,,,82144.0,,
Cheilosia granulata,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia griseifacies,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia griseiventris,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia grisella,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",10.0,14.0,1.0,,,83419.0,,
Cheilosia grossa,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr",23.0,26.0,2.0,,,80763.0,,
Cheilosia himantopus,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",14.0,15.0,1.0,FD,,82830.0,,
Cheilosia iberica,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia illustrata,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr,SyDip",46.0,48.0,1.0,,,30762.0,,
Cheilosia imperfecta,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia impressa,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr,SyDip",30.0,42.0,1.0,,,82149.0,,
Cheilosia impudens,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",5.0,10.0,1.0,,,374081.0,,
Cheilosia infimana,Arthropoda,Insecta,Diptera,Syrphidae,BOLD,0.0,1.0,0.0,,gap,475965.0,,
Cheilosia ingerae,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",1.0,1.0,0.0,,,1130748.0,,
Cheilosia ingrica,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia insignis,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",5.0,6.0,1.0,,,573766.0,,
Cheilosia katara,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",0.0,2.0,0.0,,gap,919541.0,,
Cheilosia kerteszi,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",1.0,1.0,1.0,,,81469.0,,
Cheilosia kuznetzovae,Arthropoda,Insecta,Diptera,Syrphidae,FE,1.0,1.0,0.0,,,1055714.0,,
Cheilosia laeviseta,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",10.0,10.0,2.0,,,82827.0,,
Cheilosia laeviventris,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",1.0,1.0,0.0,,,752709.0,,
Cheilosia lasiopa,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",9.0,10.0,1.0,,,495138.0,,
Cheilosia latifacies,Arthropoda,Insecta,Diptera,Syrphidae,BOLD,1.0,1.0,0.0,,,384738.0,,
Cheilosia latifrons,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",21.0,25.0,4.0,,,81473.0,,
Cheilosia latigenis,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia lenis,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",19.0,24.0,0.0,,,83421.0,,
Cheilosia lenta,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",0.0,5.0,0.0,,gap,166780.0,,
Cheilosia limbicornis,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia loewi,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",1.0,3.0,1.0,,,374082.0,,
Cheilosia longifila,Arthropoda,Insecta,Diptera,Syrphidae,Syr,,,,,gap,,,
Cheilosia longula,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",27.0,49.0,1.0,,,30763.0,,
Cheilosia marginata,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia means,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",3.0,4.0,1.0,,,80761.0,,
Cheilosia melanopa,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",19.0,23.0,2.0,,,79618.0,,
Cheilosia melanura,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",13.0,22.0,1.0,,,82143.0,,
Cheilosia metallina,Arthropoda,Insecta,Diptera,Syrphidae,"FE,SyDip",,,,,gap,,,
Cheilosia morio,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr,SyDip",13.0,16.0,2.0,SyDip,,374083.0,402878.0,
Cheilosia motodomariensis,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",1.0,2.0,1.0,,,919675.0,,
Cheilosia mutabilis,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",21.0,25.0,2.0,,,374084.0,,
Cheilosia naruska,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,SyDip",2.0,7.0,0.0,,,495139.0,,
Cheilosia nasutula,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,SyDip",5.0,5.0,0.0,,,384733.0,,
Cheilosia nebulosa,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",6.0,9.0,1.0,,,82831.0,,
Cheilosia nigerrima,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",,,,,gap,,,
Cheilosia nivalis,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",6.0,6.0,1.0,,,475966.0,,
Cheilosia orthotricha,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",2.0,2.0,1.0,,,83422.0,,
Cheilosia pagana,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr,SyDip",140.0,146.0,1.0,,,79613.0,,
Cheilosia pallipes,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia paraboli,Arthropoda,Insecta,Diptera,Syrphidae,Syr,,,,,gap,,,
Cheilosia parvicornis,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",,,,,gap,,,
Cheilosia pascuorum,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia pedemontana,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",11.0,11.0,1.0,,,79614.0,,
Cheilosia pedestris,Arthropoda,Insecta,Diptera,Syrphidae,"FE,SyDip",,,,,gap,,,
Cheilosia personata,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,iNat,Syr,SyDip",13.0,17.0,2.0,,,374085.0,,
Cheilosia pilifer,Arthropoda,Insecta,Diptera,Syrphidae,"FE,SyDip",,,,,gap,,,
Cheilosia pilifera,Arthropoda,Insecta,Diptera,Syrphidae,Syr,,,,,gap,,,
Cheilosia pini,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",1.0,1.0,0.0,,,573767.0,,
Cheilosia planifascies,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr",,,,,gap,,,
Cheilosia plumbella,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia polita,Arthropoda,Insecta,Diptera,Syrphidae,"FE,Syr,SyDip",,,,,gap,,,
Cheilosia primulae,Arthropoda,Insecta,Diptera,Syrphidae,Syr,,,,,gap,,,
Cheilosia proxima,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",28.0,34.0,3.0,,,83418.0,,
Cheilosia psilophthalma,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",9.0,11.0,2.0,,,475967.0,,
Cheilosia pubera,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",17.0,20.0,1.0,,,82145.0,,
Cheilosia ranunculi,Arthropoda,Insecta,Diptera,Syrphidae,"BOLD,FE,Syr,SyDip",6.0,28.0,1.0,,,166179.0,,
Cheilosia recens,Arthropoda,Insecta,Diptera,Syrphidae,"Syr,SyDip",,,,,gap,,,
