species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Anticheta analis,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,SyDip",3.0,4.0,2.0,,,483705.0
Anticheta atriseta,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,SyDip",3.0,5.0,0.0,,,483502.0
Anticheta bisetosa,Arthropoda,Insecta,Diptera,Sciomyzidae,"FE,SyDip",,,,,gap,
Anticheta brevipennis,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,SyDip",3.0,5.0,1.0,,,483704.0
Anticheta nigra,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,SyDip",3.0,3.0,1.0,,,749022.0
Anticheta obliviosa,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,SyDip",2.0,2.0,0.0,,,1141566.0
Colobaea acuticerca,Arthropoda,Insecta,Diptera,Sciomyzidae,"FE,SyDip",,,,,gap,
Colobaea beckeri,Arthropoda,Insecta,Diptera,Sciomyzidae,"FE,SyDip",,,,,gap,
Colobaea bifasciella,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,SyDip",3.0,4.0,1.0,,,483387.0
Colobaea distincta,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,SyDip",1.0,3.0,1.0,,,971201.0
Colobaea nigroaristata,Arthropoda,Insecta,Diptera,Sciomyzidae,"FE,SyDip",,,,,gap,
Colobaea pectoralis,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,SyDip",1.0,2.0,1.0,,,483700.0
Colobaea punctata,Arthropoda,Insecta,Diptera,Sciomyzidae,"FE,SyDip",1.0,1.0,1.0,,,802139.0
Coremacera amoena,Arthropoda,Insecta,Diptera,Sciomyzidae,"FE,SyDip",,,,,gap,
Coremacera bivittata,Arthropoda,Insecta,Diptera,Sciomyzidae,"FE,SyDip",,,,,gap,
Coremacera catenata,Arthropoda,Insecta,Diptera,Sciomyzidae,"FE,SyDip",,,,,gap,
Coremacera confluens,Arthropoda,Insecta,Diptera,Sciomyzidae,"FE,SyDip",,,,,gap,
Coremacera fabricii,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,iNat,SyDip",3.0,3.0,1.0,,,521405.0
Coremacera halensis,Arthropoda,Insecta,Diptera,Sciomyzidae,"FE,SyDip",,,,,gap,
Coremacera marginata,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,iNat,SyDip",14.0,20.0,0.0,,,453939.0
Coremacera obscuripennis,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,SyDip",2.0,2.0,0.0,,,1140937.0
Dichetophora finlandica,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,SyDip",7.0,8.0,1.0,,,467403.0
Dichetophora obliterata,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,SyDip",5.0,5.0,1.0,,,667947.0
Dictya umbrarum,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,iNat,SyDip",4.0,7.0,0.0,,,483610.0
Ectinocera borealis,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,SyDip",10.0,12.0,1.0,,,521394.0
Elgiva cucularia,Arthropoda,Insecta,Diptera,Sciomyzidae,"BOLD,FE,iNat,SyDip",13.0,13.0,1.0,,,406820.0
Elgiva divisa,Arthropoda,Insecta,Diptera,Sciomyzidae,"FE,SyDip",,,,,gap,
