species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Antlemon (Antlemon) halidayi,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",1.0,1.0,1.0,SyDip,,997731.0,
Antlemon (Antlemonopsis) servulum,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,SyDip,gap,,
Antlemon brevimanum,Arthropoda,Insecta,Diptera,Keroplatidae,FE,1.0,1.0,1.0,,,997730.0,
Asindulum nigrum,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",4.0,4.0,1.0,,,710146.0,
Asindulum winnertzi,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE",20.0,20.0,1.0,ITIS,,362076.0,
Cerotelion lineatum,Arthropoda,Insecta,Diptera,Keroplatidae,BOLD,1.0,1.0,0.0,,,1140871.0,
Cerotelion racovitzai,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,997733.0,
Cerotelion striatum,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE",2.0,2.0,1.0,,,993937.0,
Eucera grandis,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",5.0,5.0,1.0,ITIS,,760218.0,
Isoneuromyia czernyi,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",1.0,1.0,1.0,,,919028.0,
Isoneuromyia pseudochracea,Arthropoda,Insecta,Diptera,Keroplatidae,FE,1.0,1.0,1.0,,,919029.0,
Isoneuromyia semirufa,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",9.0,13.0,2.0,,,684024.0,
Keroplatus dispar,Arthropoda,Insecta,Diptera,Keroplatidae,FE,,,,,gap,,
Keroplatus reaumurii,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",3.0,3.0,0.0,,,1140767.0,
Keroplatus testaceus,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",20.0,25.0,1.0,,,540889.0,
Keroplatus tipuloides,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,iNat,SyDip",9.0,9.0,1.0,,,977064.0,
Keroplatus tuvensis,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Lyprauta cambria,Arthropoda,Insecta,Diptera,Keroplatidae,BOLD,3.0,3.0,1.0,,,958072.0,
Lyprauta oberthuri,Arthropoda,Insecta,Diptera,Keroplatidae,FE,,,,,gap,,
Macrocera aegaea,Arthropoda,Insecta,Diptera,Keroplatidae,FE,,,,,gap,,
Macrocera alpicola,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,993942.0,
Macrocera anglica,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera angulata,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",37.0,41.0,2.0,FE,,540894.0,605590.0
Macrocera aquabellissima,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera aquilonia,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera aterrima,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera azorica,Arthropoda,Insecta,Diptera,Keroplatidae,FE,,,,,gap,,
Macrocera buskettina,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera centralis,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",13.0,15.0,1.0,,,540891.0,
Macrocera crassicornis,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera diversimaculata,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera estonica,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",1.0,4.0,0.0,,,774799.0,
Macrocera ezoensis,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,SyDip",3.0,3.0,1.0,,,737981.0,
Macrocera fasciata,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",13.0,15.0,3.0,,,540893.0,
Macrocera fastuosa,Arthropoda,Insecta,Diptera,Keroplatidae,FE,,,,,gap,,
Macrocera frigida,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera garretti,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",8.0,9.0,1.0,,,595959.0,
Macrocera gemagea,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera incompleta,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera inversa,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",18.0,18.0,1.0,,,605587.0,
Macrocera jonica,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera kerteszi,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera levantina,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera longibrachiata,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,1121945.0,
Macrocera lutea,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",7.0,8.0,3.0,,,296236.0,
Macrocera maculata,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",5.0,7.0,1.0,,,890317.0,
Macrocera nigricoxa,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,977057.0,
Macrocera nigropicea,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",6.0,7.0,1.0,,,710137.0,
Macrocera obscura,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera parcehirsuta,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera parva,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",21.0,24.0,4.0,,,605588.0,
Macrocera penicillata,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera phalerata,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",20.0,22.0,2.0,,,540892.0,
Macrocera propleuralis,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera pumilio,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera pusilla,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE",42.0,44.0,1.0,,,710154.0,
Macrocera sinaitica,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera stigma,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",20.0,22.0,1.0,,,605589.0,
Macrocera stigmoides,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",32.0,42.0,1.0,,,540890.0,
Macrocera striatipennis,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera sudetica,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera summatis,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrocera thomsoni,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",3.0,3.0,1.0,,,782805.0,
Macrocera zetterstedti,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",14.0,15.0,1.0,,,605591.0,
Macrorrhyncha ancae,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrorrhyncha brevirostris,Arthropoda,Insecta,Diptera,Keroplatidae,FE,,,,,gap,,
Macrorrhyncha collarti,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",15.0,15.0,1.0,,,771510.0,
Macrorrhyncha gallica,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrorrhyncha geranias,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrorrhyncha guichardi,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrorrhyncha hispanica,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrorrhyncha italica,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Macrorrhyncha rostrata,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,710139.0,
Macrorrhyncha veleka,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Monocentrota favonii,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Monocentrota lundstroemi,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",38.0,38.0,1.0,,,540914.0,
Monocentrota matilei,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",1.0,1.0,1.0,,,997689.0,
Neoplatyura biumbrata,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Neoplatyura flava,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",33.0,36.0,1.0,,,540916.0,
Neoplatyura modesta,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",13.0,13.0,1.0,,,752713.0,
Neoplatyura nigricauda,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",39.0,39.0,1.0,,,786649.0,
Neoplatyura noorae,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,SyDip",14.0,15.0,1.0,,,710127.0,
Orfelia bezzii,Arthropoda,Insecta,Diptera,Keroplatidae,FE,,,,,gap,,
Orfelia bicolor,Arthropoda,Insecta,Diptera,Keroplatidae,FE,,,,,gap,,
Orfelia boreoalpina,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,SyDip",3.0,3.0,1.0,,,767795.0,
Orfelia discoloria,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",4.0,4.0,0.0,,,993029.0,
Orfelia excelsa,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Orfelia falcata,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",27.0,27.0,1.0,,,760217.0,
Orfelia fasciata,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",19.0,20.0,2.0,,,540887.0,
Orfelia gruevi,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Orfelia krivosheinae,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,SyDip",1.0,1.0,1.0,,,710175.0,
Orfelia limbata,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",32.0,32.0,1.0,SyDip,,710142.0,
Orfelia lugubris,Arthropoda,Insecta,Diptera,Keroplatidae,BOLD,69.0,70.0,2.0,,,710114.0,
Orfelia minima,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Orfelia nemoralis,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",655.0,655.0,2.0,,,605594.0,
Orfelia nigricornis,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",10.0,10.0,1.0,SyDip,,605595.0,
Orfelia ochracea,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,SyDip",11.0,12.0,1.0,,,969363.0,
Orfelia pallida,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",7.0,7.0,1.0,,,605596.0,
Orfelia persimilis,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Orfelia rhapsodica,Arthropoda,Insecta,Diptera,Keroplatidae,"FE,SyDip",,,,,gap,,
Orfelia tristis,Arthropoda,Insecta,Diptera,Keroplatidae,"BOLD,FE,SyDip",2.0,2.0,0.0,,,1140874.0,
Orfelia unicolor,Arthropoda,Insecta,Diptera,Keroplatidae,FE,,,,,gap,,
