species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Androprosopa carthusiana,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Androprosopa demandana,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Androprosopa intermedia,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Androprosopa larvata,Arthropoda,Insecta,Diptera,Thaumaleidae,"BOLD,FE,SyDip",10.0,10.0,2.0,,,789599.0
Androprosopa longicauda,Arthropoda,Insecta,Diptera,Thaumaleidae,FE,,,,,gap,
Androprosopa minuta,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Androprosopa nigra,Arthropoda,Insecta,Diptera,Thaumaleidae,"BOLD,FE",2.0,2.0,1.0,,,789600.0
Protothaumalea algira,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,789603.0
Protothaumalea tarda,Arthropoda,Insecta,Diptera,Thaumaleidae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,1141491.0
Thaumalea alpina,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea alticola,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea angelieri,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea aperta,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea appendiculata,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea austriaca,Arthropoda,Insecta,Diptera,Thaumaleidae,"BOLD,FE,SyDip",3.0,3.0,0.0,,,1141512.0
Thaumalea bezzii,Arthropoda,Insecta,Diptera,Thaumaleidae,"BOLD,FE,SyDip",9.0,9.0,1.0,,,789605.0
Thaumalea bosnica,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea botosaneanui,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea brevidens,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,918795.0
Thaumalea brincki,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea carinthica,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea caudata,Arthropoda,Insecta,Diptera,Thaumaleidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,789606.0
Thaumalea cebennica,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea chiosica,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea corsica,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea curtior,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea decussiferens,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea digitata,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea dinarica,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea divaricata,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea edwardsi,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea freyi,Arthropoda,Insecta,Diptera,Thaumaleidae,"BOLD,FE,SyDip",3.0,3.0,1.0,,,789607.0
Thaumalea furva,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea galibierensis,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea gerecki,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea gredosensis,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea horvati,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
Thaumalea ikariae,Arthropoda,Insecta,Diptera,Thaumaleidae,"FE,SyDip",,,,,gap,
