species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Acemya acuticornis,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",3.0,3.0,1.0,,,510208.0,
Acemya pyrrhocera,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Acemya rufitibia,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",6.0,7.0,1.0,,,470562.0,
Actia crassicornis,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",17.0,25.0,3.0,,,469660.0,546147.0
Actia infantula,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",30.0,33.0,1.0,,,510211.0,
Actia lamia,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",107.0,120.0,2.0,SyDip,,406815.0,467354.0
Actia maksymovi,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",3.0,7.0,1.0,,,495131.0,
Actia nigroscutellata,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",6.0,10.0,1.0,,,469661.0,
Actia resinellae,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",1.0,2.0,1.0,,,469662.0,
Admontia blanda,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",9.0,11.0,3.0,,,359411.0,
Admontia cepelaki,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Admontia continuans,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Admontia grandicornis,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",62.0,63.0,1.0,,,359412.0,
Admontia maculisquama,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",4.0,4.0,1.0,,,736356.0,
Admontia podomyia,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Admontia pyrenaica,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Admontia seria,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,510240.0,
Admontia stackelbergi,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Allophorocera ferruginea,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,iNat,SyDip",59.0,60.0,1.0,,,406870.0,
Allophorocera lapponica,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,589123.0,
Allophorocera pachystyla,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Allophorocera rufipes,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Allophorocera rutila,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Alsomyia capillata,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,470602.0,
Alsomyia olfaciens,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Amelibaea tultschensis,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Amphicestonia dispar,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",1.0,1.0,0.0,,,801858.0,
Ancistrophora mikii,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Angiorhina fulvicornis,Arthropoda,Insecta,Diptera,Tachinidae,FE,,,,,gap,,
Angiorhina puncticeps,Arthropoda,Insecta,Diptera,Tachinidae,FE,,,,,gap,,
Anthomyiopsis nigrisquamata,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",3.0,4.0,1.0,,,499453.0,
Anthomyiopsis plagioderae,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Aphantorhaphopsis brunnescens,Arthropoda,Insecta,Diptera,Tachinidae,FE,,,,,gap,,
Aphantorhaphopsis samarensis,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE",1.0,5.0,0.0,,,469670.0,
Aphantorhaphopsis selecta,Arthropoda,Insecta,Diptera,Tachinidae,FE,,,,,gap,,
Aphantorhaphopsis siphonoides,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE",0.0,2.0,0.0,,gap,469671.0,
Aphantorhaphopsis starkei,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE",1.0,1.0,0.0,,,1141489.0,
Aphantorhaphopsis verralli,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE",1.0,3.0,1.0,,,469672.0,
Aphria latifrons,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Aphria longilingua,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",2.0,3.0,1.0,,,510245.0,
Aphria longirostris,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",3.0,4.0,1.0,,,359419.0,
Aphria xyphias,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Aplomya confinis,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",20.0,23.0,1.0,,,406875.0,
Appendicia truncata,Arthropoda,Insecta,Diptera,Tachinidae,FE,,,,,gap,,
Athrycia curvinervis,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",7.0,9.0,1.0,,,469696.0,
Athrycia impressa,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",9.0,9.0,2.0,,,469697.0,
Athrycia trepida,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",10.0,12.0,1.0,,,469698.0,
Atylomyia albifrons,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Atylomyia loewi,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Atylomyia mesnili,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Atylostoma tricolor,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Austrophorocera grandis,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",3.0,3.0,2.0,SyDip,,470556.0,
Bactromyia aurulenta,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",8.0,10.0,1.0,,,470580.0,
Barychaeta jaroschewskyi,Arthropoda,Insecta,Diptera,Tachinidae,FE,,,,,gap,,
Baumhaueria goniaeformis,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,589578.0,
Baumhaueria microps,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Baumhaueria tibialis,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Belida angelicae,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",7.0,10.0,1.0,,,359403.0,
Belida latifrons,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Bessa parallela,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",1.0,1.0,1.0,,,666576.0,
Bessa selecta,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",6.0,9.0,2.0,,,359401.0,
Besseria anthophila,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",26.0,26.0,1.0,,,359385.0,
Besseria dimidiata,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,914012.0,
Besseria lateritia,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Besseria melanura,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Besseria reflexa,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Besseria zonaria,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Billaea adelpha,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Billaea biserialis,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",3.0,3.0,1.0,,,499371.0,
Billaea fortis,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",1.0,2.0,1.0,,,510229.0,
Billaea intermedia,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Billaea irrorata,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",4.0,6.0,1.0,,,296279.0,
Billaea kolomyetzi,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",1.0,1.0,1.0,SyDip,,359435.0,
Billaea lata,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Billaea marmorata,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Billaea pectinata,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,469691.0,
Billaea quadrinota,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Billaea steini,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Billaea triangulifera,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE,SyDip",8.0,10.0,1.0,,,359436.0,
Bithia acanthophora,Arthropoda,Insecta,Diptera,Tachinidae,"BOLD,FE",1.0,1.0,1.0,,,469687.0,
Bithia ancyrensis,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Bithia demotica,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Bithia discreta,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Bithia geniculata,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
Bithia glirina,Arthropoda,Insecta,Diptera,Tachinidae,"FE,SyDip",,,,,gap,,
