species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Hispanomydas hispanicus,Arthropoda,Insecta,Diptera,Mydidae,"FE,SyDip",,,,,gap,
Leptomydas corsicanus,Arthropoda,Insecta,Diptera,Mydidae,"FE,SyDip",,,,,gap,
Leptomydas lusitanicus,Arthropoda,Insecta,Diptera,Mydidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,784816.0
Leptomydas rufipes,Arthropoda,Insecta,Diptera,Mydidae,"FE,SyDip",,,,,gap,
Leptomydas sardous,Arthropoda,Insecta,Diptera,Mydidae,"FE,SyDip",1.0,1.0,1.0,,,769146.0
Syllegomydas bueni,Arthropoda,Insecta,Diptera,Mydidae,"BOLD,SyDip",2.0,2.0,1.0,,,988607.0
