species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Acanthocnema glaucescens,Arthropoda,Insecta,Diptera,Scathophagidae,"FE,SyDip",0.0,1.0,0.0,,gap,174287.0,
Acanthocnema nigrimana,Arthropoda,Insecta,Diptera,Scathophagidae,FE,,,,,gap,,
Acanthocnema nigrimanum,Arthropoda,Insecta,Diptera,Scathophagidae,BOLD,3.0,3.0,0.0,,,706845.0,
Acerocnema breviseta,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,969373.0,
Acerocnema macrocera,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,FE,SyDip",6.0,7.0,0.0,,,174283.0,
Acerocnema paradoxyopyga,Arthropoda,Insecta,Diptera,Scathophagidae,FE,,,,,gap,,
Americina media,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,SyDip",3.0,4.0,0.0,,,525012.0,
Americina vittata,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,iNat,SyDip",4.0,4.0,1.0,,,525006.0,495174.0
Bostrichopyga crassipes,Arthropoda,Insecta,Diptera,Scathophagidae,"FE,SyDip",,,,,gap,,
Ceratinostoma ostiorum,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,FE,SyDip",3.0,4.0,0.0,,,174049.0,
Cleigastra (Cleigastra) apicalis,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,FE,SyDip",14.0,15.0,1.0,SyDip,,174285.0,
Cleigastra (Cleigastra) intermedia,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,SyDip",2.0,2.0,1.0,,,807615.0,
Cleigastra (Gonatherus) planiceps,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,FE,SyDip",15.0,15.0,1.0,SyDip,,467427.0,
Cleigastra cryophila,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,SyDip",0.0,1.0,0.0,,gap,979225.0,
Cleigastra intermedius,Arthropoda,Insecta,Diptera,Scathophagidae,BOLD,1.0,1.0,0.0,,,1067743.0,
Cochliarium albipila,Arthropoda,Insecta,Diptera,Scathophagidae,FE,,,,,gap,,
Cochliarium cuneiventris,Arthropoda,Insecta,Diptera,Scathophagidae,FE,,,,,gap,,
Coniosternum decipiens,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,SyDip",1.0,1.0,1.0,,,1142929.0,
Coniosternum obscura,Arthropoda,Insecta,Diptera,Scathophagidae,BOLD,1.0,3.0,0.0,,,499523.0,
Coniosternum obscurum,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,SyDip",1.0,1.0,1.0,,,1142930.0,
Coniosternum tinctinerve,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,SyDip",4.0,5.0,1.0,,,975280.0,499524.0
Conisternum decipiens,Arthropoda,Insecta,Diptera,Scathophagidae,FE,,,,,gap,,
Conisternum fluvialis,Arthropoda,Insecta,Diptera,Scathophagidae,FE,,,,,gap,,
Conisternum lapponicum,Arthropoda,Insecta,Diptera,Scathophagidae,FE,,,,,gap,,
Conisternum milani,Arthropoda,Insecta,Diptera,Scathophagidae,FE,,,,,gap,,
Conisternum nigrohirtum,Arthropoda,Insecta,Diptera,Scathophagidae,FE,,,,,gap,,
Conisternum obscurum,Arthropoda,Insecta,Diptera,Scathophagidae,FE,,,,,gap,,
Conisternum tinctinerve,Arthropoda,Insecta,Diptera,Scathophagidae,FE,,,,,gap,,
Cordilura aberrans,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,499525.0,
Cordilura aemula,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,FE,SyDip",5.0,5.0,0.0,,,1067744.0,
Cordilura albipes,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,FE,SyDip",112.0,119.0,1.0,,,174323.0,
Cordilura atrata,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,FE,SyDip",115.0,116.0,1.0,,,168874.0,
Cordilura bezzii,Arthropoda,Insecta,Diptera,Scathophagidae,"FE,SyDip",,,,,gap,,
Cordilura ciliata,Arthropoda,Insecta,Diptera,Scathophagidae,"BOLD,FE,SyDip",18.0,20.0,1.0,,,103874.0,
Cordilura flavovenosa,Arthropoda,Insecta,Diptera,Scathophagidae,"FE,SyDip",,,,,gap,,
Cordilura fulvipes,Arthropoda,Insecta,Diptera,Scathophagidae,FE,,,,,gap,,
