species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Achanthiptera rohrelliformis,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,iNat,SyDip",4.0,4.0,1.0,,,483748.0,
Atherigona humeralis,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Atherigona laevigata,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Atherigona naqvii,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Atherigona orientalis,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",327.0,336.0,2.0,,,212061.0,
Atherigona pulla,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Atherigona soccata,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",2.0,5.0,1.0,,,492653.0,
Atherigona theodori,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",373.0,383.0,1.0,,,649488.0,
Atherigona varia,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",4.0,4.0,1.0,,,649489.0,
Atherigona yorki,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Azelia aterrima,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",3.0,4.0,0.0,,,510543.0,
Azelia cilipes,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",91.0,95.0,2.0,,,467366.0,
Azelia gibbera,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",25.0,28.0,3.0,,,489155.0,
Azelia monodactyla,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",9.0,9.0,1.0,,,725701.0,
Azelia nebulosa,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",40.0,41.0,1.0,,,467367.0,
Azelia parva,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Azelia trigonica,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",4.0,6.0,1.0,,,510544.0,
Azelia triquetra,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",12.0,13.0,1.0,,,453933.0,
Azelia zetterstedtii,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",6.0,8.0,1.0,,,676875.0,
Brontaea eremophila,Arthropoda,Insecta,Diptera,Muscidae,FE,,,,,gap,,
Brontaea genurufa,Arthropoda,Insecta,Diptera,Muscidae,FE,,,,,gap,,
Brontaea humilis,Arthropoda,Insecta,Diptera,Muscidae,FE,,,,,gap,,
Brontaea pappi,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Brontaea polystigma,Arthropoda,Insecta,Diptera,Muscidae,FE,,,,,gap,,
Brontaea tonitrui,Arthropoda,Insecta,Diptera,Muscidae,FE,,,,,gap,,
Caricea falculata,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",2.0,2.0,0.0,,,983660.0,
Caricea fuscitibia,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,483532.0,
Coenosia (Dexiopsis) lacteipennis,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",2.0,2.0,0.0,SyDip,,1067769.0,
Coenosia (Dexiopsis) minutalis,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,SyDip,gap,,
Coenosia (Dexiopsis) ruficornis,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",2.0,2.0,0.0,,,1067770.0,
Coenosia acuminata,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",4.0,5.0,1.0,,,483537.0,
Coenosia agromyzina,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,iNat,SyDip",317.0,319.0,1.0,,,468364.0,
Coenosia albicornis,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",119.0,120.0,1.0,,,700773.0,
Coenosia alpicola,Arthropoda,Insecta,Diptera,Muscidae,BOLD,10.0,11.0,1.0,,,710092.0,
Coenosia ambulans,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,983659.0,
Coenosia antennata,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia atra,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,iNat,SyDip",80.0,80.0,1.0,,,677262.0,
Coenosia atritibia,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",3.0,3.0,1.0,,,228545.0,
Coenosia attenuata,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",1356.0,1382.0,1.0,SyDip,,82775.0,1141589.0
Coenosia barbipes,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia bartaki,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia beschovskii,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia bilineella,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",12.0,12.0,3.0,,,467397.0,
Coenosia brevisquama,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia campestris,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",245.0,249.0,1.0,,,740481.0,
Coenosia cingulipes,Arthropoda,Insecta,Diptera,Muscidae,FE,,,,,gap,,
Coenosia comita,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",135.0,136.0,1.0,,,228482.0,
Coenosia dealbata,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia demoralis,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",13.0,20.0,1.0,,,228481.0,
Coenosia distinguens,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia dubiosa,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",1.0,2.0,0.0,,,1141590.0,915240.0
Coenosia emiliae,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia emiliea,Arthropoda,Insecta,Diptera,Muscidae,BOLD,5.0,5.0,1.0,,,677211.0,
Coenosia femoralis,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia flavimana,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia flaviseta,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",6.0,7.0,1.0,,,287546.0,
Coenosia flavissima,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia freyi,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia genualis,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia gracilis,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,805606.0,
Coenosia graciliventris,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia humilis,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",1.0,3.0,0.0,,,918788.0,
Coenosia infantula,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",19.0,19.0,1.0,,,677212.0,
Coenosia intermedia,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",282.0,285.0,1.0,,,469890.0,
Coenosia karli,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia lineatipes,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE",9.0,10.0,3.0,,,677213.0,
Coenosia lyneborgi,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia means,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",60.0,61.0,1.0,,,483597.0,
Coenosia mixta,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia mollicula,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",625.0,635.0,3.0,,,228480.0,
Coenosia nevadensis,Arthropoda,Insecta,Diptera,Muscidae,"FE,SyDip",,,,,gap,,
Coenosia nigridigita,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",2.0,2.0,0.0,,,1141588.0,
Coenosia obscuricula,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",126.0,126.0,1.0,,,650245.0,
Coenosia octopunctata,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",166.0,168.0,1.0,,,228483.0,
Coenosia octosignata,Arthropoda,Insecta,Diptera,Muscidae,"BOLD,FE,SyDip",1.0,2.0,0.0,,,700774.0,
