species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Desmometopa discipalpis,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Desmometopa m-nigrum,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",36.0,37.0,1.0,,,983691.0
Desmometopa microps,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Desmometopa palpalia,Arthropoda,Insecta,Diptera,Milichiidae,FE,,,,,gap,
Desmometopa sordida,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",111.0,115.0,2.0,,,468329.0
Desmometopa varipalpis,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",64.0,66.0,2.0,,,540923.0
Leptometopa latipes,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",41.0,46.0,3.0,,,461916.0
Leptometopa niveipennis,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",0.0,3.0,0.0,,gap,976984.0
Leptometopa rufifrons,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",12.0,18.0,1.0,,,976983.0
Madiza britannica,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Madiza eximia,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Madiza glabra,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",32.0,37.0,1.0,,,468339.0
Madiza pachymera,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,957706.0
Milichia albomaculata,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Milichia canariensis,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,SyDip",6.0,6.0,0.0,,,1004101.0
Milichia decora,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Milichia ludens,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",4.0,7.0,1.0,,,499494.0
Milichia mixta,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Milichia nitida,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Milichia pseudoludens,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Milichia pubescens,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Milichia speciosa,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Milichiella argyrogaster,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Milichiella bimaculata,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Milichiella iberica,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Milichiella lacteipennis,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",51.0,52.0,1.0,,,947793.0
Neophyllomyza acyglossa,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",12.0,13.0,2.0,,,468388.0
Neophyllomyza leanderi,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Paramyia hungarica,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,737240.0
Phyllomyza beckeri,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Phyllomyza donisthorpei,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Phyllomyza equitans,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",35.0,38.0,2.0,,,467500.0
Phyllomyza flavitarsis,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Phyllomyza formicae,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,979216.0
Phyllomyza longipalpis,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,589087.0
Phyllomyza lucens,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Phyllomyza melania,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Phyllomyza pallida,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
Phyllomyza rubricornis,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",6.0,6.0,2.0,,,499497.0
Phyllomyza securicornis,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",22.0,22.0,1.0,,,467501.0
Phyllomyza silesiaca,Arthropoda,Insecta,Diptera,Milichiidae,"BOLD,FE,SyDip",3.0,3.0,0.0,,,979215.0
Phyllomyza tetragona,Arthropoda,Insecta,Diptera,Milichiidae,"FE,SyDip",,,,,gap,
