species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Callopistromyia annulipes,Arthropoda,Insecta,Diptera,Ulidiidae,"BOLD,FE,iNat,SyDip",10.0,10.0,1.0,,,676893.0,
Cephalia rufipes,Arthropoda,Insecta,Diptera,Ulidiidae,"BOLD,FE,iNat,SyDip",4.0,4.0,1.0,,,470658.0,
Ceroxys baneai,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Ceroxys cinifera,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",2.0,3.0,1.0,,,110879.0,
Ceroxys fraudulosa,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Ceroxys hortulana,Arthropoda,Insecta,Diptera,Ulidiidae,"BOLD,FE",0.0,3.0,0.0,,gap,110881.0,
Ceroxys morosa,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",0.0,1.0,0.0,,gap,110880.0,
Ceroxys munda,Arthropoda,Insecta,Diptera,Ulidiidae,"BOLD,FE,SyDip",1.0,3.0,1.0,,,110878.0,
Ceroxys urticae,Arthropoda,Insecta,Diptera,Ulidiidae,"BOLD,FE,iNat,SyDip",56.0,62.0,1.0,,,110877.0,
Dorycera brevis,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Dorycera graminum,Arthropoda,Insecta,Diptera,Ulidiidae,FE,0.0,2.0,0.0,,gap,1159827.0,
Dorycera grandis,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Dorycera hybrida,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Dorycera inornata,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Dorycera maculipennis,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Dorycera tuberculosa,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Euxesta albitarsis,Arthropoda,Insecta,Diptera,Ulidiidae,"BOLD,FE,SyDip",5.0,8.0,2.0,SyDip,,110904.0,
Euxesta pechumani,Arthropoda,Insecta,Diptera,Ulidiidae,"BOLD,FE,SyDip",13.0,14.0,1.0,,,470670.0,
Euxesta stigmatias,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Herina aartseni,Arthropoda,Insecta,Diptera,Ulidiidae,"BOLD,FE,SyDip",3.0,6.0,1.0,FE,,110896.0,
Herina frondescentiae,Arthropoda,Insecta,Diptera,Ulidiidae,"BOLD,FE,iNat,SyDip",10.0,16.0,1.0,,,110897.0,
Herina ghilianii,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Herina gyrans,Arthropoda,Insecta,Diptera,Ulidiidae,FE,,,,,gap,,
Herina lacustris,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Herina merzi,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Herina nigrina,Arthropoda,Insecta,Diptera,Ulidiidae,"BOLD,FE,iNat,SyDip",20.0,22.0,1.0,,,470659.0,
Herina oscillans,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Herina paludum,Arthropoda,Insecta,Diptera,Ulidiidae,"FE,SyDip",,,,,gap,,
Herina palustris,Arthropoda,Insecta,Diptera,Ulidiidae,"BOLD,FE,SyDip",7.0,10.0,1.0,,,110895.0,
