species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Campichoeta griseola,Arthropoda,Insecta,Diptera,Diastatidae,"BOLD,FE,SyDip",58.0,58.0,1.0,,,510593.0
Campichoeta obscuripennis,Arthropoda,Insecta,Diptera,Diastatidae,"BOLD,FE,SyDip",13.0,15.0,1.0,,,499500.0
Campichoeta punctum,Arthropoda,Insecta,Diptera,Diastatidae,"BOLD,FE,SyDip",5.0,5.0,0.0,,,1140776.0
Diastata adusta,Arthropoda,Insecta,Diptera,Diastatidae,"BOLD,FE,SyDip",2.0,2.0,1.0,,,914015.0
Diastata boreonigra,Arthropoda,Insecta,Diptera,Diastatidae,"BOLD,FE,SyDip",3.0,3.0,1.0,,,499516.0
Diastata cervinala,Arthropoda,Insecta,Diptera,Diastatidae,"FE,SyDip",,,,,gap,
Diastata costata,Arthropoda,Insecta,Diptera,Diastatidae,"BOLD,FE,SyDip",10.0,10.0,1.0,,,499461.0
Diastata flavicosta,Arthropoda,Insecta,Diptera,Diastatidae,"BOLD,FE,SyDip",6.0,6.0,1.0,,,706954.0
Diastata fuscula,Arthropoda,Insecta,Diptera,Diastatidae,"BOLD,FE,SyDip",11.0,11.0,0.0,,,1067854.0
Diastata nebulosa,Arthropoda,Insecta,Diptera,Diastatidae,"BOLD,FE,SyDip",3.0,4.0,1.0,,,510582.0
Diastata ornata,Arthropoda,Insecta,Diptera,Diastatidae,"BOLD,FE,SyDip",8.0,9.0,3.0,,,499462.0
Diastata vagans,Arthropoda,Insecta,Diptera,Diastatidae,"BOLD,FE,SyDip",34.0,34.0,1.0,,,499463.0
