species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Rhagio sardous,Arthropoda,Insecta,Diptera,Rhagionidae,"FE,SyDip",,,,,gap,,,
Rhagio scolopaceus,Arthropoda,Insecta,Diptera,Rhagionidae,"BOLD,FE,iNat",96.0,98.0,2.0,,,453937.0,,
Rhagio sordidus,Arthropoda,Insecta,Diptera,Rhagionidae,"FE,SyDip",,,,,gap,,,
Rhagio strigosus,Arthropoda,Insecta,Diptera,Rhagionidae,"BOLD,FE,iNat,SyDip",22.0,22.0,0.0,,,1140728.0,,
Rhagio subpilosus,Arthropoda,Insecta,Diptera,Rhagionidae,"FE,SyDip",,,,,gap,,,
Rhagio taorminae,Arthropoda,Insecta,Diptera,Rhagionidae,"FE,SyDip",,,,,gap,,,
Rhagio tonsa,Arthropoda,Insecta,Diptera,Rhagionidae,"FE,SyDip",,,,,gap,,,
Rhagio tristis,Arthropoda,Insecta,Diptera,Rhagionidae,FE,,,,,gap,,,
Rhagio venetianus,Arthropoda,Insecta,Diptera,Rhagionidae,"FE,SyDip",,,,,gap,,,
Rhagio vitripennis,Arthropoda,Insecta,Diptera,Rhagionidae,"BOLD,FE,iNat",95.0,98.0,1.0,FE,,676890.0,453956.0,
Spania nigra,Arthropoda,Insecta,Diptera,Rhagionidae,"BOLD,FE,SyDip",5.0,5.0,1.0,,,510605.0,,
Spatulina engeli,Arthropoda,Insecta,Diptera,Rhagionidae,"FE,SyDip",,,,,gap,,,
Symphoromyia (Paraphoromyia) crassicornis,Arthropoda,Insecta,Diptera,Rhagionidae,"BOLD,FE,SyDip",25.0,25.0,3.0,SyDip,,483495.0,,
Symphoromyia (Symphoromyia) immaculata,Arthropoda,Insecta,Diptera,Rhagionidae,"BOLD,FE,iNat,SyDip",2.0,2.0,0.0,SyDip,,1140950.0,,
Symphoromyia (Symphoromyia) melaena,Arthropoda,Insecta,Diptera,Rhagionidae,"FE,SyDip",,,,SyDip,gap,,,
